title,year,source,authors,class,keywords,abstract,pdf_link,topic
DreamSparse: Escaping from Plato’s Cave with 2D Diffusion Model Given Sparse Views,2023,NIPS,"'Paul Yoo', 'Jiaxian Guo', 'Yutaka Matsuo', 'Shixiang Shane Gu'",poster,,"Synthesizing novel view images from a few views is a challenging but practical problem. Existing methods often struggle with producing high-quality results or necessitate per-object optimization in such few-view settings due to the insufficient information provided.  In this work, we explore leveraging the strong 2D priors in pre-trained diffusion models for synthesizing novel view images. 2D diffusion models, nevertheless, lack 3D awareness, leading to distorted image synthesis and compromising the identity. To address these problems, we propose $\textit{DreamSparse}$, a framework that enables the frozen pre-trained diffusion model to generate geometry and identity-consistent novel view images. Specifically, DreamSparse incorporates a geometry module designed to capture features about spatial information from sparse views as a 3D prior. Subsequently, a spatial guidance model is introduced to convert rendered feature maps as spatial information for the generative process. This information is then used to guide the pre-trained diffusion model to
encourage the synthesis of geometrically consistent images without further tuning. Leveraging the strong image priors in the pre-trained diffusion models, DreamSparse is capable of synthesizing high-quality novel views for both object and object-centric scene-level images and generalising to open-set images.
Experimental results demonstrate that our framework can effectively synthesize novel view images from sparse views and outperforms baselines in both trained and open-set category images. More results can be found on our project page: https://sites.google.com/view/dreamsparse-webpage.",https://api2.openreview.net/pdf/0515ec4d6412780f77427488d4875b7e5e68f142.pdf,graph;optimization;zero_few-shot;generative model;metric;sparse;diffusion models;3d;guidance in generative model;3d vision
Few-shot Generation via Recalling  Brain-Inspired Episodic-Semantic Memory,2023,NIPS,"'Zhibin Duan', 'Lv Zhiyi', 'Chaojie Wang', 'Bo Chen', 'Bo An', 'Mingyuan Zhou'",poster,,"Aimed at adapting a generative model to a novel generation task with only a few given data samples, the capability of few-shot generation is crucial for many real-world applications with limited data, \emph{e.g.}, artistic domains.
Instead of training from scratch, recent works tend to leverage the prior knowledge stored in previous datasets, which is quite similar to the memory mechanism of human intelligence, but few of these works directly imitate the memory-recall mechanism that humans make good use of in accomplishing creative tasks,  \emph{e.g.}, painting and writing.
Inspired by the memory mechanism of human brain, in this work, we carefully design a variational structured memory module (VSM), which can simultaneously store both episodic and semantic memories to assist existing generative models efficiently recall these memories during sample generation.
Meanwhile, we introduce a bionic memory updating strategy for the conversion between episodic and semantic memories, which can also model the uncertainty during conversion.
Then, we combine the developed VSM with various generative models under the Bayesian framework, and evaluate these memory-augmented generative models with few-shot generation tasks, demonstrating the effectiveness of our methods.",https://api2.openreview.net/pdf/7ef91021bfd554bb2c609c6e407026631ee577a9.pdf,zero_few-shot;generative model;bayesian;augmentation
Operator Learning with Neural Fields: Tackling PDEs on General Geometries,2023,NIPS,"'Louis Serrano', 'Lise Le Boudec', 'Armand Kassaï Koupaï', 'Thomas X Wang', 'Yuan Yin', 'Jean-Noël Vittaut', 'patrick gallinari'",poster,,"Machine learning approaches for solving partial differential equations require learning mappings between function spaces. While convolutional or graph neural networks are constrained to discretized functions, neural operators present a promising milestone toward mapping functions directly. Despite impressive results they still face challenges with respect to the domain geometry and typically rely on some form of discretization. In order to alleviate such limitations, we present CORAL, a new method that leverages coordinate-based networks for solving PDEs on general geometries. CORAL is designed to remove constraints on the input mesh, making it applicable to any spatial sampling and geometry. Its ability extends to diverse problem domains, including PDE solving, spatio-temporal forecasting, and inverse problems like geometric design. CORAL demonstrates robust performance across multiple resolutions and performs well in both convex and non-convex domains, surpassing or performing on par with state-of-the-art models.",https://api2.openreview.net/pdf/dec0c1f19640bead641d58bb8be8806f6280dbf9.pdf,graph;optimization;metric;radiance field;differential equation solving
Latent Space Translation via Semantic Alignment,2023,NIPS,"'Valentino Maiorca', 'Luca Moschella', 'Antonio Norelli', 'Marco Fumero', 'Francesco Locatello', 'Emanuele Rodolà'",poster,,"While different neural models often exhibit latent spaces that are alike when exposed to semantically related data, this intrinsic similarity is not always immediately discernible. Towards a better understanding of this phenomenon, our work shows how representations learned from these neural modules can be translated between different pre-trained networks via simpler transformations than previously thought. An advantage of this approach is the ability to estimate these transformations using standard, well-understood algebraic procedures that have closed-form solutions. Our method directly estimates a transformation between two given latent spaces, thereby enabling effective stitching of encoders and decoders without additional training. We extensively validate the adaptability of this translation procedure in different experimental settings: across various trainings, domains, architectures (e.g., ResNet, CNN, ViT), and in multiple downstream tasks (classification, reconstruction). Notably, we show how it is possible to zero-shot stitch text encoders and vision decoders, or vice-versa, yielding surprisingly good classification performance in this multimodal setting.",https://api2.openreview.net/pdf/3b8a381b6e00d48b3bf26644a2c21f74b5d97bec.pdf,zero_few-shot;representation;multimodal;llm;streaming;alignment
NAR-Former V2: Rethinking Transformer for Universal Neural Network Representation Learning,2023,NIPS,"'Yun Yi', 'Haokui Zhang', 'Rong Xiao', 'Nannan Wang', 'Xiaoyu Wang'",poster,,"As more deep learning models are being applied in real-world applications, there is a growing need for modeling and learning the representations of neural networks themselves. An effective representation can be used to predict target attributes of networks without the need for actual training and deployment procedures, facilitating efficient network design and deployment. Recently, inspired by the success of Transformer, some Transformer-based representation learning frameworks have been proposed and achieved promising performance in handling cell-structured models. However, graph neural network (GNN) based approaches still dominate the field of learning representation for the entire network. In this paper, we revisit the Transformer and compare it with GNN to analyze their different architectural characteristics. We then propose a modified Transformer-based universal neural network representation learning model NAR-Former V2. It can learn efficient representations from both cell-structured networks and entire networks. Specifically, we first take the network as a graph and design a straightforward tokenizer to encode the network into a sequence. Then, we incorporate the inductive representation learning capability of GNN into Transformer, enabling Transformer to generalize better when encountering unseen architecture. Additionally, we introduce a series of simple yet effective modifications to enhance the ability of the Transformer in learning representation from graph structures. In encoding entire networks and then predicting the latency, our proposed method surpasses the GNN-based method NNLP by a significant margin on the NNLQP dataset. Furthermore, regarding accuracy prediction on the cell-structured NASBench101 and NASBench201 datasets, our method achieves highly comparable performance to other state-of-the-art methods. The code is available at https://github.com/yuny220/NAR-Former-V2.",https://api2.openreview.net/pdf/c7ed0a3d35aa247db81b8fc307652ebb731cb04f.pdf,graph;transformer;representation;token;tokenize
Graph Contrastive Learning with Stable and Scalable Spectral Encoding,2023,NIPS,"'Deyu Bo', 'Yuan Fang', 'Yang Liu', 'Chuan Shi'",poster,,"Graph contrastive learning (GCL) aims to learn representations by capturing the agreements between different graph views. Traditional GCL methods generate views in the spatial domain, but it has been recently discovered that the spectral domain also plays a vital role in complementing spatial views. However, existing spectral-based graph views either ignore the eigenvectors that encode valuable positional information or suffer from high complexity when trying to address the instability of spectral features. To tackle these challenges, we first design an informative, stable, and scalable spectral encoder, termed EigenMLP, to learn effective representations from the spectral features. Theoretically, EigenMLP is invariant to the rotation and reflection transformations on eigenvectors and robust against perturbations. Then, we propose a spatial-spectral contrastive framework (Sp$^{2}$GCL) to capture the consistency between the spatial information encoded by graph neural networks and the spectral information learned by EigenMLP, thus effectively fusing these two graph views. Experiments on the node- and graph-level datasets show that our method not only learns effective graph representations but also achieves a 2--10x speedup over other spectral-based methods.",https://api2.openreview.net/pdf/f51dacda6c6c96d06ca3d512a242daf1ddd29b87.pdf,graph;representation;contrastive learning;llm;LLM reflection
NuTrea: Neural Tree Search for Context-guided Multi-hop KGQA,2023,NIPS,"'Hyeong Kyu Choi', 'Seunghun Lee', 'Jaewon Chu', 'Hyunwoo J. Kim'",poster,,"Multi-hop Knowledge Graph Question Answering (KGQA) is a task that involves retrieving nodes from a knowledge graph (KG) to  answer natural language questions. Recent GNN-based approaches formulate this task as a KG path searching problem, where messages are sequentially propagated from the seed node towards the answer nodes. However, these messages are past-oriented, and they do not consider the full KG context. To make matters worse, KG nodes often represent pronoun entities and are sometimes encrypted, being uninformative in selecting between paths. To address these problems, we propose Neural Tree Search (NuTrea), a tree search-based GNN model that incorporates the broader KG context. Our model adopts a message-passing scheme that probes the unreached subtree regions to boost the past-oriented embeddings. In addition, we introduce the Relation Frequency-Inverse Entity Frequency (RF-IEF) node embedding that considers the global KG context to better characterize ambiguous KG nodes. The general effectiveness of our approach is demonstrated through experiments on three major multi-hop KGQA benchmark datasets, and our extensive analyses further validate its expressiveness and robustness. Overall, NuTrea provides a powerful means to query the KG with complex natural language questions. Code is available at https://github.com/mlvlab/NuTrea.",https://api2.openreview.net/pdf/c8599bd977dfb89610de49d03b1b0f7cc52c821c.pdf,graph;search;text-guided;Diffusion models
Object-centric Learning with Cyclic Walks between Parts and Whole,2023,NIPS,"'Ziyu Wang', 'Mike Zheng Shou', 'Mengmi Zhang'",poster,,"Learning object-centric representations from complex natural environments enables both humans and machines with reasoning abilities from low-level perceptual features. To capture compositional entities of the scene, we proposed cyclic walks between perceptual features extracted from vision transformers and object entities. First, a slot-attention module interfaces with these perceptual features and produces a finite set of slot representations. These slots can bind to any object entities in the scene via inter-slot competitions for attention. Next, we establish entity-feature correspondence with cyclic walks along high transition probability based on the pairwise similarity between perceptual features (aka ""parts"") and slot-binded object representations (aka ""whole""). The whole is greater than its parts and the parts constitute the whole. The part-whole interactions form cycle consistencies, as supervisory signals, to train the slot-attention module. Our rigorous experiments on \textit{seven} image datasets in \textit{three} \textit{unsupervised} tasks demonstrate that the networks trained with our cyclic walks can disentangle foregrounds and backgrounds, discover objects, and segment semantic objects in complex scenes. In contrast to object-centric models attached with a decoder for the pixel-level or feature-level reconstructions, our cyclic walks provide strong learning signals, avoiding computation overheads and enhancing memory efficiency. Our source code and data are available at: \href{https://github.com/ZhangLab-DeepNeuroCogLab/Parts-Whole-Object-Centric-Learning/}{link}.",https://api2.openreview.net/pdf/7efda05e34c2b81a054f9151fd69092fec1573f4.pdf,zero_few-shot;transformer;representation;reasoning;embodied ai;entangle;action detection;decomposition
Circuit as Set of Points,2023,NIPS,"'Jialv Zou', 'Xinggang Wang', 'JiaHao Guo', 'Wenyu Liu', 'Qian Zhang', 'Chang Huang'",poster,,"As the size of circuit designs continues to grow rapidly, artificial intelligence technologies are being extensively used in Electronic Design Automation (EDA) to assist with circuit design.
Placement and routing are the most time-consuming parts of the physical design process, and how to quickly evaluate the placement has become a hot research topic. 
Prior works either transformed circuit designs into images using hand-crafted methods and then used Convolutional Neural Networks (CNN) to extract features, which are limited by the quality of the hand-crafted methods and could not achieve end-to-end training, or treated the circuit design as a graph structure and used Graph Neural Networks (GNN) to extract features, which require time-consuming preprocessing.
In our work, we propose a novel perspective for circuit design by treating circuit components as point clouds and using Transformer-based point cloud perception methods to extract features from the circuit. This approach enables direct feature extraction from raw data without any preprocessing, allows for end-to-end training, and results in high performance.
Experimental results show that our method achieves state-of-the-art performance in congestion prediction tasks on both the CircuitNet and ISPD2015 datasets, as well as in design rule check (DRC) violation prediction tasks on the CircuitNet dataset.
Our method establishes a bridge between the relatively mature point cloud perception methods and the fast-developing EDA algorithms, enabling us to leverage more collective intelligence to solve this task. To facilitate the research of open EDA design, source codes and pre-trained models are released at https://github.com/hustvl/circuitformer.",https://api2.openreview.net/pdf/4cc0479afceda474beeaf1266f97727b7a687325.pdf,graph;zero_few-shot;transformer;point cloud;search;action detection
Energy Guided Diffusion for Generating Neurally Exciting Images,2023,NIPS,"'Paweł A. Pierzchlewicz', 'Konstantin Friedrich Willeke', 'Arne Nix', 'Pavithra Elumalai', 'Kelli Restivo', 'Tori Shinn', 'Cate Nealley', 'Gabrielle Rodriguez', 'Saumil Patel', 'Katrin Franke', 'Andreas S. Tolias', 'Fabian H. Sinz'",poster,,"In recent years, most exciting inputs (MEIs) synthesized from encoding models of neuronal activity have become an established method for studying tuning properties of biological and artificial visual systems.
    However, as we move up the visual hierarchy, the complexity of neuronal computations increases. 
    Consequently, it becomes more challenging to model neuronal activity, requiring more complex models.
    In this study, we introduce a novel readout architecture inspired by the mechanism of visual attention. This new architecture, which we call attention readout, together with a data-driven convolutional core outperforms previous task-driven models in predicting the activity  of neurons in macaque area V4.
    However, as our predictive network becomes deeper and more complex, synthesizing MEIs via straightforward gradient ascent (GA) can struggle to produce qualitatively good results and overfit to idiosyncrasies of a more complex model, potentially decreasing the MEI's model-to-brain transferability.
    To solve this problem, we propose a diffusion-based method for generating MEIs via Energy Guidance (EGG).
    We show that for models of macaque V4, EGG generates single neuron MEIs that generalize better across varying model architectures than the state-of-the-art GA, while at the same time reducing computational costs by a factor of 4.7x, facilitating experimentally challenging closed-loop experiments.
    Furthermore, EGG diffusion can be used to generate other neurally exciting images, like most exciting naturalistic images that are on par with a selection of highly activating natural images, or image reconstructions that generalize better across architectures.
    Finally, EGG is simple to implement, requires no retraining of the diffusion model, and can easily be generalized to provide other characterizations of the visual system, such as invariances.
    Thus, EGG provides a general and flexible framework to study the coding properties of the visual system in the context of natural images.",https://api2.openreview.net/pdf/22f0152ab1227254afdf2d83a5b389179b016363.pdf,graph;transformer;transfer learning;diffusion models;llm;text-guided;guidance in generative model
Fast Bellman Updates for Wasserstein Distributionally Robust MDPs,2023,NIPS,"'Zhuodong Yu', 'Ling Dai', 'Shaohang Xu', 'Siyang Gao', 'Chin Pang Ho'",poster,,"Markov decision processes (MDPs) often suffer from the sensitivity issue under model ambiguity. In recent years, robust MDPs have emerged as an effective framework to overcome this challenge. Distributionally robust MDPs extend the robust MDP framework by incorporating distributional information of the uncertain model parameters to alleviate the conservative nature of robust MDPs. This paper proposes a computationally efficient solution framework for solving distributionally robust MDPs with Wasserstein ambiguity sets. By exploiting the specific problem structure, the proposed framework decomposes the optimization problems associated with distributionally robust Bellman updates into smaller subproblems, which can be solved efficiently. The overall complexity of the proposed algorithm is quasi-linear in both the numbers of states and actions when the distance metric of the Wasserstein distance is chosen to be $L_1$, $L_2$, or $L_{\infty}$ norm, and so the computational cost of distributional robustness is substantially reduced. Our numerical experiments demonstrate that the proposed algorithms outperform other state-of-the-art solution methods.",https://api2.openreview.net/pdf/f017f16d92f801060bce6ee46213543c18a43dd9.pdf,reinforcement learning;optimization;metric;llm;rl;action detection
IBA: Towards Irreversible Backdoor Attacks in Federated Learning,2023,NIPS,"'Dung Thuy Nguyen', 'Tuan Minh Nguyen', 'Anh Tuan Tran', 'Khoa D Doan', 'KOK SENG WONG'",poster,,"Federated learning (FL) is a distributed learning approach that enables machine learning models to be trained on decentralized data without compromising end devices' personal, potentially sensitive data. However, the distributed nature and uninvestigated data intuitively introduce new security vulnerabilities, including backdoor attacks. In this scenario, an adversary implants backdoor functionality into the global model during training, which can be 
activated to cause the desired misbehaviors for any input with a specific adversarial pattern.
Despite having remarkable success in triggering and distorting model behavior, prior backdoor attacks in FL often hold impractical assumptions, limited imperceptibility, and durability. Specifically, the adversary needs to control a sufficiently large fraction of clients or know the data distribution of other honest clients. In many cases, the trigger inserted is often visually apparent, and the backdoor effect is quickly diluted if the adversary is removed from the training process. To address these limitations, 
we propose a novel backdoor attack framework in FL, \dung{the \textbf{Irreversible Backdoor Attack} (\texttt{IBA})}, that jointly learns the optimal and visually stealthy trigger and then gradually implants the backdoor into a global model. This approach allows the adversary to execute a backdoor attack that can evade both human and machine inspections. 
Additionally, we enhance the efficiency and durability of the proposed attack by selectively poisoning the model's parameters that are least likely updated by the main task's learning process and constraining the poisoned model update to the vicinity of the global model.
Finally, we evaluate the proposed attack framework on several benchmark datasets, including MNIST, CIFAR-10, and Tiny ImageNet, and achieved high success rates while simultaneously bypassing existing backdoor defenses and achieving a more durable backdoor effect compared to other backdoor attacks. Overall, \texttt{IBA}\footnote{Code for this paper is published at \url{https://github.com/sail-research/iba}.}  offers a more effective, stealthy, and durable approach to backdoor attacks in FL.",https://api2.openreview.net/pdf/12bd09d91452cd6c57fbfa6fbf074704732e1aaf.pdf,optimization;zero_few-shot;federated learning;search;personalization;action detection
SAME: Uncovering GNN Black Box with Structure-aware Shapley-based Multipiece Explanations,2023,NIPS,"'Ziyuan Ye', 'Rihan Huang', 'Qilin Wu', 'Quanying Liu'",poster,,"Post-hoc explanation techniques on graph neural networks (GNNs) provide economical solutions for opening the black-box graph models without model retraining. Many GNN explanation variants have achieved state-of-the-art explaining results on a diverse set of benchmarks, while they rarely provide theoretical analysis for their inherent properties and explanatory capability. In this work, we propose $\underline{\text{S}}$tructure-$\underline{\text{A}}$ware Shapley-based $\underline{\text{M}}$ultipiece $\underline{\text{E}}$xplanation (SAME) method to address the structure-aware feature interactions challenges for GNNs explanation. Specifically, SAME leverages an expansion-based Monte Carlo tree search to explore the multi-grained structure-aware connected substructure. Afterward, the explanation results are encouraged to be informative of the graph properties by optimizing the combination of distinct single substructures. With the consideration of fair feature interactions in the process of investigating multiple connected important substructures, the explanation provided by SAME has the potential to be as explainable as the theoretically optimal explanation obtained by the Shapley value within polynomial time. Extensive experiments on real-world and synthetic benchmarks show that SAME improves the previous state-of-the-art fidelity performance by 12.9\% on BBBP, 7.01\% on MUTAG, 42.3\% on Graph-SST2, 38.9\% on Graph-SST5, 11.3\% on BA-2Motifs and 18.2\% on BA-Shapes under the same testing condition. Code is available at https://github.com/same2023neurips/same.",https://api2.openreview.net/pdf/91c952460cbbd8925236e5690ab808f9bb0236eb.pdf,graph;monte carlo;explainable AI;search;action detection;black-box
Can You Rely on Your Model Evaluation? Improving Model Evaluation with Synthetic Test Data,2023,NIPS,"'Boris van Breugel', 'Nabeel Seedat', 'Fergus Imrie', 'Mihaela van der Schaar'",poster,,"Evaluating the performance of machine learning models on diverse and underrepresented subgroups is essential for ensuring fairness and reliability in real-world applications. However, accurately assessing model performance becomes challenging due to two main issues: (1) a scarcity of test data, especially for small subgroups, and (2) possible distributional shifts in the model's deployment setting, which may not align with the available test data.  In this work, we introduce 3S Testing, a deep generative modeling framework to facilitate model evaluation by generating synthetic test sets for small subgroups and simulating distributional shifts. Our experiments demonstrate that 3S-Testing outperforms traditional baselines---including real test data alone---in estimating model performance on minority subgroups and under plausible distributional shifts. In addition, 3S offers intervals around its performance estimates, exhibiting superior coverage of the ground truth compared to existing approaches.  Overall, these results raise the question of whether we need a paradigm shift away from limited real test data towards synthetic test data.",https://api2.openreview.net/pdf/a1f3a21731b39eec479905189efd8fe6fd98f4c3.pdf,graph;generative model;alignment
Meta-learning families of plasticity rules in recurrent spiking networks using simulation-based inference,2023,NIPS,"'Basile Confavreux', 'Poornima Ramesh', 'Pedro J. Goncalves', 'Jakob H. Macke', 'Tim P. Vogels'",poster,,"There is substantial experimental evidence that learning and memory-related behaviours rely on local synaptic changes, but the search for distinct plasticity rules has been driven by human intuition, with limited success for multiple, co-active plasticity rules in biological networks. More recently, automated meta-learning approaches have been used in simplified settings, such as rate networks and small feed-forward spiking networks. Here, we develop a simulation-based inference (SBI) method for sequentially filtering plasticity rules through an increasingly fine mesh of constraints that can be modified on-the-fly. This method, _filter SBI_, allows us to infer entire families of complex and co-active plasticity rules in spiking networks. We first consider flexibly parameterized doublet (Hebbian) rules, and find that the set of inferred rules contains solutions that extend and refine -and also reject- predictions from mean-field theory. Next, we expand the search space of plasticity rules by modelling them as multi-layer perceptrons that combine several plasticity-relevant factors, such as weight, voltage, triplets and co-dependency. Out of the millions of possible rules, we identify thousands of unique rule combinations that satisfy biological constraints like plausible activity and weight dynamics. The resulting rules can be used as a starting point for further investigations into specific network computations, and already suggest refinements and predictions for classical experimental approaches on plasticity. This flexible approach for principled exploration of complex plasticity rules in large recurrent spiking networks presents the most advanced search tool to date for enabling robust predictions and deep insights into the plasticity mechanisms underlying brain function.",https://api2.openreview.net/pdf/ae626e5dbc1e3da11a157ca6f43dfec9ffc214c7.pdf,optimization;zero_few-shot;inference;meta-learning;active learning;llm;search
Certification of Distributional Individual Fairness,2023,NIPS,"'Matthew Robert Wicker', 'Vihari Piratla', 'Adrian Weller'",poster,,"Providing formal guarantees of algorithmic fairness is of paramount importance to socially responsible deployment of machine learning algorithms. In this work, we study formal guarantees, i.e., certificates, for individual fairness (IF) of neural networks. We start by introducing a novel convex approximation of IF constraints that exponentially decreases the computational cost of providing formal guarantees of local individual fairness. We highlight that prior methods are constrained by their focus on global IF certification and can therefore only scale to models with a few dozen hidden neurons, thus limiting their practical impact. We propose to certify \textit{distributional} individual fairness which ensures that for a given empirical distribution and all distributions within a $\gamma$-Wasserstein ball, the neural network has guaranteed individually fair predictions. Leveraging developments in quasi-convex optimization, we provide novel and efficient certified bounds on distributional individual fairness and show that our method allows us to certify and regularize neural networks that are several orders of magnitude larger than those considered by prior works. Moreover, we study real-world distribution shifts and find our bounds to be a scalable, practical, and sound source of IF guarantees.",https://api2.openreview.net/pdf/39dad4b456b25e0f34385dfe1f2904b23001618c.pdf,graph;optimization;zero_few-shot;distribution shifts
Attacks on Online Learners: a Teacher-Student Analysis,2023,NIPS,"'Riccardo Giuseppe Margiotta', 'Sebastian Goldt', 'Guido Sanguinetti'",poster,,"Machine learning models are famously vulnerable to adversarial attacks: small ad-hoc perturbations of the data that can catastrophically alter the model predictions. While a large literature has studied the case of test-time attacks on pre-trained models, the important case of attacks in an online learning setting has received little attention so far. In this work, we use a control-theoretical perspective to study the scenario where an attacker may perturb data labels to manipulate the learning dynamics of an online learner. We perform a theoretical analysis of the problem in a teacher-student setup, considering different attack strategies, and obtaining analytical results for the steady state of simple linear learners. These results enable us to prove that a discontinuous transition in the learner's accuracy occurs when the attack strength exceeds a critical threshold. We then study empirically attacks on learners with complex architectures using real data, confirming the insights of our theoretical analysis. Our findings show that greedy attacks can be extremely efficient, especially when data stream in small batches.",https://api2.openreview.net/pdf/14eae83c84f9866d6cf39ec5d4fa4afa16af5fb7.pdf,transformer;online learning;streaming
Injecting Multimodal Information into Rigid Protein Docking via Bi-level Optimization,2023,NIPS,"'Ruijia Wang', 'YiWu Sun', 'Yujie Luo', 'Shaochuan Li', 'Cheng Yang', 'Xingyi Cheng', 'Hui Li', 'Chuan Shi', 'Le Song'",poster,,"The structure of protein-protein complexes is critical for understanding binding dynamics, biological mechanisms, and intervention strategies. Rigid protein docking, a fundamental problem in this field, aims to predict the 3D structure of complexes from their unbound states without conformational changes. In this scenario, we have access to two types of valuable information: sequence-modal information, such as coevolutionary data obtained from multiple sequence alignments, and structure-modal information, including the 3D conformations of rigid structures. However, existing docking methods typically utilize single-modal information, resulting in suboptimal predictions. In this paper, we propose xTrimoBiDock (or BiDock for short), a novel rigid docking model that effectively integrates sequence- and structure-modal information through bi-level optimization. Specifically, a cross-modal transformer combines multimodal information to predict an inter-protein distance map. To achieve rigid docking, the roto-translation transformation is optimized to align the docked pose with the predicted distance map. In order to tackle this bi-level optimization problem, we unroll the gradient descent of the inner loop and further derive a better initialization for roto-translation transformation based on spectral estimation. Compared to baselines, BiDock achieves a promising result of a maximum 234% relative improvement in challenging antibody-antigen docking problem.",https://api2.openreview.net/pdf/788583be334b6e71c9b3d0f13831c592eca62938.pdf,graph;optimization;transformer;multimodal;3d;3d vision;alignment
Disentangling Cognitive Diagnosis with Limited Exercise Labels,2023,NIPS,"'Xiangzhi Chen', 'Le Wu', 'Fei Liu', 'Lei Chen', 'Kun Zhang', 'Richang Hong', 'Meng Wang'",poster,,"Cognitive diagnosis is an important task in intelligence education, which aims at measuring students’ proficiency in specific knowledge concepts. Given a fully labeled exercise-concept matrix, most existing models focused on mining students' response records for cognitive diagnosis. Despite their success, due to the huge cost of labeling exercises, a more practical scenario is that limited exercises are labeled with concepts. Performing cognitive diagnosis with limited exercise labels is under-explored and remains pretty much open.
 In this paper, we propose Disentanglement based Cognitive Diagnosis (DCD) to address the challenges of limited exercise labels. Specifically, we utilize students' response records to model student proficiency, exercise difficulty and exercise label distribution.  
 Then, we introduce two novel modules - group-based disentanglement and limited-labeled alignment modules - to disentangle the factors relevant to concepts and align them with real limited labels. 
 Particularly, we introduce the tree-like structure of concepts with negligible cost for group-based disentangling, as concepts of different levels exhibit different independence relationships.
Extensive experiments on widely used benchmarks demonstrate the superiority of our proposed model.",https://api2.openreview.net/pdf/254ca3e9b9183b7eb5252d46c5eecc8da1f24b00.pdf,entangle;alignment
An Improved Relaxation for Oracle-Efficient Adversarial Contextual Bandits,2023,NIPS,"'Kiarash Banihashem', 'MohammadTaghi Hajiaghayi', 'Suho Shin', 'Max Springer'",poster,,"We present an oracle-efficient relaxation
  for the adversarial contextual bandits problem,
  where the contexts are sequentially drawn i.i.d from a known distribution and the cost sequence is chosen by an online adversary.
  Our algorithm has a regret bound of $O(T^{\frac{2}{3}}(K\log(|\Pi|))^{\frac{1}{3}})$ and makes at most $O(K)$ calls per round to an offline optimization oracle,
  where $K$ denotes the number of actions, $T$ denotes the number of rounds and $\Pi$ denotes 
  the set of policies.
  This is the first result to improve the prior best bound of $O((TK)^{\frac{2}{3}}(\log(|\Pi|))^{\frac{1}{3}})$ as obtained by 
  Syrgkanis et al.
  at NeurIPS 2016, and the first to match the original bound of 
  Langford and Zhang at NeurIPS 2007
  which was obtained for the stochastic case.",https://api2.openreview.net/pdf/3524e7bf7b06cf3a4c91b3c8663c8acae21d2138.pdf,reinforcement learning;offline reinforcement learning;graph;optimization;online learning;rl;action detection
Switching Temporary Teachers for Semi-Supervised Semantic Segmentation,2023,NIPS,"'Jaemin Na', 'Jung-Woo Ha', 'Hyung Jin Chang', 'Dongyoon Han', 'Wonjun Hwang'",poster,,"The teacher-student framework, prevalent in semi-supervised semantic segmentation, mainly employs the exponential moving average (EMA) to update a single teacher's weights based on the student's. However, EMA updates raise a problem in that the weights of the teacher and student are getting coupled, causing a potential performance bottleneck. Furthermore, this problem may become more severe when training with more complicated labels such as segmentation masks but with few annotated data. This paper introduces Dual Teacher, a simple yet effective approach that employs dual temporary teachers aiming to alleviate the coupling problem for the student. The temporary teachers work in shifts and are progressively improved, so consistently prevent the teacher and student from becoming excessively close. Specifically, the temporary teachers periodically take turns generating pseudo-labels to train a student model and maintain the distinct characteristics of the student model for each epoch. Consequently, Dual Teacher achieves competitive performance on the PASCAL VOC, Cityscapes, and ADE20K benchmarks with remarkably shorter training times than state-of-the-art methods. Moreover, we demonstrate that our approach is model-agnostic and compatible with both CNN- and Transformer-based models. Code is available at https://github.com/naver-ai/dual-teacher.",https://api2.openreview.net/pdf/cf0a60868072b9d11eed87440fd130844394c74c.pdf,transformer;segmentation
Use perturbations when learning from explanations,2023,NIPS,"'Juyeon Heo', 'Vihari Piratla', 'Matthew Robert Wicker', 'Adrian Weller'",poster,,"Machine learning from explanations (MLX) is an approach to learning that uses human-provided explanations of relevant or irrelevant features for each input to ensure that model predictions are right for the right reasons. Existing MLX approaches rely on local model interpretation methods and require strong model smoothing to align model and human explanations, leading to sub-optimal performance. We recast MLX as a robustness problem, where human explanations specify a lower dimensional manifold from which perturbations can be drawn, and show both theoretically and empirically how this approach alleviates the need for strong model smoothing. We consider various approaches to achieving robustness, leading to improved performance over prior MLX methods. Finally, we show how to combine robustness with an earlier MLX method, yielding state-of-the-art results on both synthetic and real-world benchmarks.",https://api2.openreview.net/pdf/a4e7f3fccd39bfb2c653e04994c3892f72db381f.pdf,zero_few-shot;explainable AI;alignment
