Title,Year,Source,Authors,Class,topic
DFAC Framework: Factorizing the Value Function via Quantile Mixture for Multi-Agent Distributional Q-Learning,2021,ICML,In Algorithms 1,Panagiotis Eustratiadis · Henry Gouk · Da Li · Timothy Hospedales,reinforcement learning/multi-agent
Weight-covariance alignment for adversarially robust neural networks,2021,ICML,In Optimization and Algorithms 2,Ehsan Kazemi · shervin minaee · Moran Feldman · Amin Karbasi,
Regularized Submodular Maximization at Scale,2021,ICML,In Optimization and Algorithms 2,Amnon Catav · Boyang Fu · Yazeed Zoabi · Ahuva Weiss Meilik · Noam Shomron · Jason Ernst · Sriram Sankararaman · Ran Gilad-Bachrach,
Marginal Contribution Feature Importance - an Axiomatic Approach for Explaining Data,2021,ICML,In Reinforcement Learning 6,Jim Fan · Guanzhi Wang · De-An Huang · Zhiding Yu · Li Fei-Fei · Yuke Zhu · Anima Anandkumar,
SECANT: Self-Expert Cloning for Zero-Shot Generalization of Visual Policies,2021,ICML,In Reinforcement Learning 5,Yiwei Liu · Jiamou Liu · Kaibin Wan · Zhan Qin · Zijian Zhang · Bakhadyr Khoussainov · Liehuang Zhu,zero_few-shot
From Local to Global Norm Emergence: Dissolving Self-reinforcing Substructures with Incremental Social Instruments,2021,ICML,In Deep Generative Model 4,Tomoki Watanabe · Paolo Favaro,
A Unified Generative Adversarial Network Training via Self-Labeling and Self-Attention,2021,ICML,In Algorithms 1,Xue Yang · Junchi Yan · Qi Ming · Wentao Wang · xiaopeng zhang · Qi Tian,transformer/generative model
Rethinking Rotated Object Detection with Gaussian Wasserstein Distance Loss,2021,ICML,In Reinforcement Learning 7,Chuan Wen · Jierui Lin · Jianing Qian · Yang Gao · Dinesh Jayaraman,
Keyframe-Focused Visual Imitation Learning,2021,ICML,In Optimization (Stochastic),Honglin Yuan · Manzil Zaheer · Sashank Jakkam Reddi,imitation learning
Federated Composite Optimization,2021,ICML,In Deep Learning Algorithms and Applications,Sumedh Sontakke · Arash Mehrjou · Laurent Itti · Bernhard Schölkopf,optimization
Causal Curiosity: RL Agents Discovering Self-supervised Experiments for Causal Representation Learning,2021,ICML,In Deep Generative Model 4,Sahil Sidheekh · Aroof Aimen · Narayanan Chatapuram Krishnan,reinforcement learning/zero_few-shot/representation
On Characterizing GAN Convergence Through Proximal Duality Gap,2021,ICML,In Algorithms 1,Xiang Li · Shusen Wang · Kun Chen · Zhihua Zhang,
Communication-Efficient Distributed SVD via Local Power Iterations,2021,ICML,In Optimization (Stochastic),Guanhua Fang · Ping Li,
On Estimation in Latent Variable Models,2021,ICML,In Optimization and Algorithms 2,Michal Moshkovitz · Yao-Yuan Yang · Kamalika Chaudhuri,
Connecting Interpretability and Robustness in Decision Trees through Separation,2021,ICML,In Reinforcement Learning 7,Yi Wan · Abhishek Naik · Richard Sutton,
Learning and Planning in Average-Reward Markov Decision Processes,2021,ICML,In Deep Learning Algorithms and Applications,Trung Le · Tuan Nguyen · Nhat Ho · Hung Bui · Dinh Phung,
LAMDA: Label Matching Deep Domain Adaptation,2021,ICML,In Reinforcement Learning 5,Qiaomin Xie · Zhuoran Yang · Zhaoran Wang · Andreea Minca,
Learning While Playing in Mean-Field Games: Convergence and Optimality,2021,ICML,In Reinforcement Learning 6,Daniel Nam · Younghoon Kim · Chan Youn Park,
GMAC: A Distributional Perspective on Actor-Critic Framework,2021,ICML,In Deep Generative Model 4,Marin Biloš · Stephan Günnemann,
Scalable Normalizing Flows for Permutation Invariant Densities,2021,ICML,In Deep Learning Algorithms and Applications,Xueqing Wu · Lewen Wang · Yingce Xia · Weiqing Liu · Lijun Wu · Shufang Xie · Tao Qin · Tie-Yan Liu,zero_few-shot/flow
Temporally Correlated Task Scheduling for Sequence Learning,2021,ICML,In Reinforcement Learning 5,Matthieu Zimmer · Claire Glanois · Umer Siddique · Paul Weng,
Learning Fair Policies in Decentralized Cooperative Multi-Agent Reinforcement Learning,2021,ICML,In Optimization and Algorithms 2,Flavio Chierichetti · Ravi Kumar · Andrew Tomkins,reinforcement learning/multi-agent
Light RUMs,2021,ICML,In Optimization (Stochastic),Rotem Zamir Aviv · Ido Hakimi · Assaf Schuster · Kfir Levy,
Asynchronous Distributed Learning : Adapting to Gradient Delays without Prior Knowledge,2021,ICML,In Algorithms 1,Minhui Huang · Shiqian Ma · Lifeng Lai,
A Riemannian Block Coordinate Descent Method for Computing the Projection Robust Wasserstein Distance,2021,ICML,In Reinforcement Learning 7,Kaixin Wang · Kuangqi Zhou · Qixin Zhang · Jie Shao · Bryan Hooi · Jiashi Feng,
Towards Better Laplacian Representation in Reinforcement Learning with Generalized Graph Drawing,2021,ICML,In Reinforcement Learning 6,Elliot Chane-Sane · Cordelia Schmid · Ivan Laptev,reinforcement learning/graph/representation
Goal-Conditioned Reinforcement Learning with Imagined Subgoals,2021,ICML,In AutoML,Chaoyu Guan · Xin Wang · wenwu zhu,reinforcement learning
AutoAttend: Automated Attention Representation Search,2021,ICML,In Reinforcement Learning 6,Zaynah Javed · Daniel Brown · Satvik Sharma · Jerry Zhu · Ashwin Balakrishna · Marek Petrik · Anca Dragan · Ken Goldberg,transformer/representation
Policy Gradient Bayesian Robust Optimization for Imitation Learning,2021,ICML,In Reinforcement Learning 7,Johan Björck · Xiangyu Chen · Christopher De Sa · Carla Gomes · Kilian Weinberger,optimization/bayesian/imitation learning
Low-Precision Reinforcement Learning: Running Soft Actor-Critic in Half Precision,2021,ICML,In Algorithms 1,Zixin Zhong · Wang Chi Cheung · Vincent Tan,reinforcement learning/zero_few-shot
Probabilistic Sequential Shrinking: A Best Arm Identification Algorithm for Stochastic Bandits with Corruptions,2021,ICML,k,-System Constraint,
Randomized Algorithms for Submodular Function Maximization with a,2021,ICML,In Deep Generative Model 4,Vivek Jayaram · John Thickstun,
Parallel and Flexible Sampling from Autoregressive Models via Langevin Dynamics,2021,ICML,In Deep Learning Algorithms and Applications,Peiyuan Liao · Han Zhao · Keyulu Xu · Tommi Jaakkola · Geoff Gordon · Stefanie Jegelka · Ruslan Salakhutdinov,
Information Obfuscation of Graph Neural Networks,2021,ICML,In AutoML,Xingchen Wan · Vu Nguyen · Huong Ha · Binxin Ru · Cong Lu · Michael A Osborne,graph
Think Global and Act Local: Bayesian Optimisation over High-Dimensional Categorical and Mixed Search Spaces,2021,ICML,In Optimization and Algorithms 2,Georgios Amanatidis · Federico Fusco · Philip Lazos · Stefano Leonardi · Alberto Marchetti-Spaccamela · Rebecca Reiffenhäuser,bayesian
Submodular Maximization subject to a Knapsack Constraint: Combinatorial Algorithms with Near-optimal Adaptive Complexity,2021,ICML,In Reinforcement Learning 5,Philip Ball · Cong Lu · Jack Parker-Holder · Stephen Roberts,optimization/adaptive
Augmented World Models Facilitate Zero-Shot Dynamics Generalization From a Single Offline Environment,2021,ICML,In Reinforcement Learning 5,Q&A,zero_few-shot/augmentation
CombOptNet: Fit the Right NP-Hard Problem by Learning Integer Programming Constraints,2021,ICML,In Deep Generative Model 4,Aditya Ramesh · Mikhail Pavlov · Gabriel Goh · Scott Gray · Chelsea Voss · Alec Radford · Mark Chen · Ilya Sutskever,optimization
Zero-Shot Text-to-Image Generation,2021,ICML,In Reinforcement Learning 7,Ray Jiang · Tom Zahavy · Zhongwen Xu · Adam White · Matteo Hessel · Charles Blundell · Hado van Hasselt,zero_few-shot/generative model
Emphatic Algorithms for Deep Reinforcement Learning,2021,ICML,In Reinforcement Learning 6,Ethan Brooks · Janarthanan Rajendran · Richard Lewis · Satinder Singh,reinforcement learning
Reinforcement Learning of Implicit and Explicit Control Flow Instructions,2021,ICML,In Optimization (Stochastic),Yi-Rui Yang · Wu-Jun Li,reinforcement learning/zero_few-shot/flow
BASGD: Buffered Asynchronous SGD for Byzantine Learning,2021,ICML,In AutoML,Yonggan Fu · Yongan Zhang · Yang Zhang · David Cox · Yingyan Lin,
"Auto-NBA: Efficient and Effective Search Over the Joint Space of Networks, Bitwidths, and Accelerators",2021,ICML,In Algorithms 1,Catherine Wong · Kevin Ellis · Josh Tenenbaum · Jacob Andreas,
Leveraging Language to Learn Program Abstractions and Search Heuristics,2021,ICML,In Deep Generative Model 4,Q&A,
Out-of-Distribution Generalization via Risk Extrapolation (REx),2021,ICML,In Optimization 4,Bahar Taskesen · Man Chung Yue · Jose Blanchet · Daniel Kuhn · Viet Anh Nguyen,
Sequential Domain Adaptation by Synthesizing Distributionally Robust Experts,2021,ICML,In Reinforcement Learning 8,Daniel Jarrett · Alihan Hüyük · Mihaela van der Schaar,
Inverse Decision Modeling: Learning Interpretable Representations of Behavior,2021,ICML,In Reinforcement Learning 9,Léonard Hussenot · Marcin Andrychowicz · Damien Vincent · Robert Dadashi · Anton Raichuk · Sabela Ramos · Nikola Momchev · Sertan Girgin · Raphael Marinier · Lukasz Stafiniak · Emmanuel Orsini · Olivier Bachem · Matthieu Geist · Olivier Pietquin,representation
Hyperparameter Selection for Imitation Learning,2021,ICML,In Optimization (Convex) 2,TaeHo Yoon · Ernest Ryu,imitation learning
Accelerated Algorithms for Smooth Convex-Concave Minimax Problems with O(1/k^2) Rate on Squared Gradient Norm,2021,ICML,In AutoML and Neural Network Architectures 2,Dilin Wang · Chengyue Gong · Meng Li · Qiang Liu · Vikas Chandra,
AlphaNet: Improved Training of Supernets with Alpha-Divergence,2021,ICML,In Large Scale Optimization,Jianfei Chen · Lianmin Zheng · Zhewei Yao · Dequan Wang · Ion Stoica · Michael Mahoney · Joseph E Gonzalez,
ActNN: Reducing Training Memory Footprint via 2-Bit Activation Compressed Training,2021,ICML,In Deep Learning Algorithms 8,Evan Liu · Behzad Haghgoo · Annie Chen · Aditi Raghunathan · Pang Wei Koh · Shiori Sagawa · Percy Liang · Chelsea Finn,
Just Train Twice: Improving Group Robustness without Training Group Information,2021,ICML,In Deep Reinforcement Learning 3,Iou-Jen Liu · Unnat Jain · Raymond Yeh · Alex Schwing,
Cooperative Exploration for Multi-Agent Deep Reinforcement Learning,2021,ICML,In Deep Learning Algorithms 7,Peize Sun · Yi Jiang · Enze Xie · Wenqi Shao · Zehuan Yuan · Changhu Wang · Ping Luo,reinforcement learning/multi-agent
What Makes for End-to-End Object Detection?,2021,ICML,In Reinforcement Learning 8,Saurabh Garg · Joshua Zhanson · Emilio Parisotto · Adarsh Prasad · Zico Kolter · Zachary Lipton · Sivaraman Balakrishnan · Ruslan Salakhutdinov · Pradeep Ravikumar,
On Proximal Policy Optimization's Heavy-tailed Gradients,2021,ICML,In Optimization (Convex) 2,Foivos Alimisis · Peter Davies · Dan Alistarh,optimization
Communication-Efficient Distributed Optimization with Quantized Preconditioners,2021,ICML,In AutoML and Neural Network Architectures 2,Jared Quincy Davis · Albert Gu · Krzysztof Choromanski · Tri Dao · Christopher Re · Chelsea Finn · Percy Liang,optimization
Catformer: Designing Stable Transformers via Sensitivity Analysis,2021,ICML,In Deep Learning Algorithms 8,Keyulu Xu · Mozhi Zhang · Stefanie Jegelka · Kenji Kawaguchi,transformer
Optimization of Graph Neural Networks: Implicit Acceleration by Skip Connections and More Depth,2021,ICML,In Large Scale Optimization,Jyotikrishna Dass · Rabi Mahapatra,graph/optimization
Householder Sketch for Accurate and Accelerated Least-Mean-Squares Solvers,2021,ICML,λ,) for Modern Reinforcement Learning,
Revisiting Peng's Q(,2021,ICML,In Optimization 4,Zhao Song · Zheng Yu,
Oblivious Sketching-based Central Path Method for Linear Programming,2021,ICML,In Deep Reinforcement Learning 3,Scott Fujimoto · David Meger · Doina Precup,
A Deep Reinforcement Learning Approach to Marginalized Importance Sampling with the Successor Representation,2021,ICML,In Reinforcement Learning 8,Hiroki Furuta · Tatsuya Matsushima · Tadashi Kozuno · Yutaka Matsuo · Sergey Levine · Ofir Nachum · Shixiang Gu,reinforcement learning/representation
Policy Information Capacity: Information-Theoretic Measure for Task Complexity in Deep Reinforcement Learning,2021,ICML,In Deep Learning Algorithms 8,Tianle Cai · Shengjie Luo · Keyulu Xu · Di He · Tie-Yan Liu · Liwei Wang,reinforcement learning
GraphNorm: A Principled Approach to Accelerating Graph Neural Network Training,2021,ICML,In Optimization 4,Aryan Deshwal · Syrine Belakaria · Jana Doppa,graph
Bayesian Optimization over Hybrid Spaces,2021,ICML,In AutoML and Neural Network Architectures 2,Jintai Chen · Hongyun Yu · Chengde Qian · Danny Z Chen · Jian Wu,optimization/bayesian
A Receptor Skeleton for Capsule Neural Networks,2021,ICML,In Deep Reinforcement Learning 3,Yunke Wang · Chang Xu · Bo Du · Honglak Lee,
Learning to Weight Imperfect Demonstrations,2021,ICML,In Reinforcement Learning 9,yuankun jiang · Chenglin Li · Wenrui Dai · Junni Zou · Hongkai Xiong,
Monotonic Robust Policy Optimization with Model Discrepancy,2021,ICML,In Optimization (Convex) 2,Aadirupa Saha · Nagarajan Natarajan · Praneeth Netrapalli · Prateek Jain,optimization
Optimal regret algorithm for Pseudo-1d Bandit Convex Optimization,2021,ICML,In Deep Learning Algorithms 7,Hao Yuan · Haiyang Yu · Jie Wang · Kang Li · Shuiwang Ji,optimization
On Explainability of Graph Neural Networks via Subgraph Explorations,2021,ICML,In Large Scale Optimization,Huiping Zhuang · Zhenyu Weng · Fulin Luo · Kar-Ann Toh · Haizhou Li · Zhiping Lin,graph
Accumulated Decoupled Learning with Gradient Staleness Mitigation for Convolutional Neural Networks,2021,ICML,In Deep Reinforcement Learning 3,Daochen Zha · Jingru Xie · Wenye Ma · Sheng Zhang · Xiangru Lian · Xia Hu · Ji Liu,
DouZero: Mastering DouDizhu with Self-Play Deep Reinforcement Learning,2021,ICML,In Deep Learning Algorithms 7,Avi Schwarzschild · Micah Goldblum · Arjun Gupta · John P Dickerson · Tom Goldstein,reinforcement learning
Just How Toxic is Data Poisoning? A Unified Benchmark for Backdoor and Data Poisoning Attacks,2021,ICML,In Reinforcement Learning 8,Jongwook Choi · Archit Sharma · Honglak Lee · Sergey Levine · Shixiang Gu,
Variational Empowerment as Representation Learning for Goal-Conditioned Reinforcement Learning,2021,ICML,In Optimization 4,Fan Bao · Kun Xu · Chongxuan Li · Lanqing Hong · Jun Zhu · Bo Zhang,reinforcement learning/representation
Variational (Gradient) Estimate of the Score Function in Energy-based Latent Variable Models,2021,ICML,In Reinforcement Learning 9,Yunhao Tang · Mark Rowland · Remi Munos · Michal Valko,
Taylor Expansion of Discount Factors,2021,ICML,In Deep Learning Algorithms 8,Zehao Xiao · Jiayi Shen · Xiantong Zhen · Ling Shao · Cees Snoek,
A Bit More Bayesian: Domain-Invariant Learning with Uncertainty,2021,ICML,In Optimization (Convex) 2,Radu Alexandru Dragomir · Mathieu Even · Hadrien Hendrikx,bayesian
Fast Stochastic Bregman Gradient Methods: Sharp Analysis and Variance Reduction,2021,ICML,In Large Scale Optimization,Guohao Li · Matthias Müller · Bernard Ghanem · Vladlen Koltun,
Training Graph Neural Networks with 1000 Layers,2021,ICML,In AutoML and Neural Network Architectures 2,Shengzhou Xiong · Yihua Tan · Guoyou Wang,graph
Explore Visual Concept Formation for Image Classification,2021,ICML,In Optimization 4,Amir Bar · Roi Herzig · Xiaolong Wang · Anna Rohrbach · Gal Chechik · Trevor Darrell · Amir Globerson,
Compositional Video Synthesis with Action Graphs,2021,ICML,In AutoML and Neural Network Architectures 2,Xiu Su · Shan You · Mingkai Zheng · Fei Wang · Chen Qian · Changshui Zhang · Chang Xu,graph
K-shot NAS: Learnable Weight-Sharing for NAS with K-shot Supernets,2021,ICML,In Large Scale Optimization,Hanlin Tang · Shaoduo Gan · Ammar Ahmad Awan · Samyam Rajbhandari · Conglong Li · Xiangru Lian · Ji Liu · Ce Zhang · Yuxiong He,
1-bit Adam: Communication Efficient Large-Scale Training with Adam's Convergence Speed,2021,ICML,In Deep Reinforcement Learning 3,Kevin Li · Abhishek Gupta · Ashwin D Reddy · Vitchyr Pong · Aurick Zhou · Justin Yu · Sergey Levine,
MURAL: Meta-Learning Uncertainty-Aware Rewards for Outcome-Driven Reinforcement Learning,2021,ICML,In Deep Learning Algorithms 8,James Morrill · Cristopher Salvi · Patrick Kidger · James Foster,reinforcement learning/meta-learning
Neural Rough Differential Equations for Long Time Series,2021,ICML,f,-divergences,
Moreau-Yosida,2021,ICML,In Reinforcement Learning 9,Hao Hu · Jianing Ye · Guangxiang Zhu · Zhizhou Ren · Chongjie Zhang,
Generalizable Episodic Memory for Deep Reinforcement Learning,2021,ICML,In Deep Learning Algorithms 7,Renkun Ni · Micah Goldblum · Amr Sharaf · Kezhi Kong · Tom Goldstein,reinforcement learning
Data Augmentation for Meta-Learning,2021,ICML,In Reinforcement Learning 8,Ying Jin · Zhuoran Yang · Zhaoran Wang,meta-learning/augmentation
Is Pessimism Provably Efficient for Offline RL?,2021,ICML,In Deep Learning Algorithms 8,Neha Wadia · Daniel Duckworth · Samuel Schoenholz · Ethan Dyer · Jascha Sohl-Dickstein,
"Whitening and Second Order Optimization Both Make Information in the Dataset Unusable During Training, and Can Reduce or Prevent Generalization",2021,ICML,In Optimization 4,Zeshan Hussain · Rahul G. Krishnan · David Sontag,optimization
Neural Pharmacodynamic State Space Modeling,2021,ICML,In Reinforcement Learning 8,Wesley Chung · Valentin Thomas · Marlos C. Machado · Nicolas Le Roux,
Beyond Variance Reduction: Understanding the True Impact of Baselines on Policy Optimization,2021,ICML,In AutoML and Neural Network Architectures 2,Andy Brock · Soham De · Samuel Smith · Karen Simonyan,optimization
High-Performance Large-Scale Image Recognition Without Normalization,2021,ICML,In Deep Learning Algorithms 7,Piotr Teterwak · Chiyuan Zhang · Dilip Krishnan · Michael Mozer,
Understanding Invariance via Feedforward Inversion of Discriminatively Trained Classifiers,2021,ICML,In Deep Reinforcement Learning 3,Rutav Shah · Vikash Kumar,
RRL: Resnet as representation for Reinforcement Learning,2021,ICML,In Large Scale Optimization,Zhuoning Yuan · Zhishuai Guo · Yi Xu · Yiming Ying · Tianbao Yang,reinforcement learning/representation
Federated Deep AUC Maximization for Hetergeneous Data with a Constant Communication Complexity,2021,ICML,In Optimization (Convex) 2,Thomas Kerdreux · Lewis Liu · Simon Lacoste-Julien · Damien Scieur,
Affine Invariant Analysis of Frank-Wolfe on Strongly Convex Sets,2021,ICML,In Reinforcement Learning 9,Mengjiao Yang · Ofir Nachum,
Representation Matters: Offline Pretraining for Sequential Decision Making,2021,ICML,In Reinforcement Learning 8,Zengyi Qin · Yuxiao Chen · Chuchu Fan,representation
Density Constrained Reinforcement Learning,2021,ICML,In Deep Reinforcement Learning 3,Xiangjun Wang · Junxiao SONG · Penghui Qi · Peng Peng · Zhenkun Tang · Wei Zhang · Weimin Li · Xiongjun Pi · Jujie He · Chao Gao · Haitao Long · Quan Yuan,reinforcement learning/optimization
SCC: an efficient deep reinforcement learning agent mastering the game of StarCraft II,2021,ICML,In Optimization (Convex) 2,Sergey Guminov · Pavel Dvurechenskii · Nazarii Tupitsa · Alexander Gasnikov,reinforcement learning
On a Combination of Alternating Minimization and Nesterov's Momentum,2021,ICML,In Large Scale Optimization,Tian Li · Shengyuan Hu · Ahmad Beirami · Virginia Smith,
Ditto: Fair and Robust Federated Learning Through Personalization,2021,ICML,In Reinforcement Learning 9,Adrien Ecoffet · Joel Lehman,federated learning
Reinforcement Learning Under Moral Uncertainty,2021,ICML,In Deep Learning Algorithms 8,Zalan Fabian · Reinhard Heckel · Mahdi Soltanolkotabi,reinforcement learning
Data augmentation for deep learning based accelerated MRI reconstruction with limited data,2021,ICML,In AutoML and Neural Network Architectures 2,George Dasoulas · Kevin Scaman · Aladin Virmaux,augmentation
Lipschitz normalization for self-attention layers with application to graph neural networks,2021,ICML,In Deep Learning Algorithms 7,Luca Biggio · Tommaso Bendinelli · Alexander Neitz · Aurelien Lucchi · Giambattista Parascandolo,graph/transformer
Three Operator Splitting with a Nonconvex Loss Function,2021,ICML,In Reinforcement Learning 8,Q&A,
Cryospheric Science and Emergence of Machine Learning,2021,ICML,In Poster Session 2,Zongyu Guo · Zhizheng Zhang · Runsen Feng · Zhibo Chen,
Poster Session 2,2021,ICML,In Reinforcement Learning 10,Dripta S. Raychaudhuri · Sujoy Paul · Jeroen Vanbaar · Amit Roy-Chowdhury,
Cross-domain Imitation from Observations,2021,ICML,In Supervised Learning 1,Zhiyong Yang · Qianqian Xu · Shilong Bao · Yuan He · Xiaochun Cao · Qingming Huang,
When All We Need is a Piece of the Pie: A Generic Framework for Optimizing Two-way Partial AUC,2021,ICML,In Reinforcement Learning 11,Hao Liu · Pieter Abbeel,
APS: Active Pretraining with Successor Features,2021,ICML,In Learning Theory 1,Zhang Zihan · Simon Du · Xiangyang Ji,active learning
Near Optimal Reward-Free Reinforcement Learning,2021,ICML,In Deep Learning Theory 2,Carles Domingo-Enrich · Alberto Bietti · Eric Vanden-Eijnden · Joan Bruna,reinforcement learning
On Energy-Based Models with Overparametrized Shallow Neural Networks,2021,ICML,In Learning Theory 3,Ya-Ping Hsieh · Panayotis Mertikopoulos · Volkan Cevher,zero_few-shot
The Limits of Min-Max Optimization Algorithms: Convergence to Spurious Non-Critical Sets,2021,ICML,In Learning Theory 2,Ayush Jain · Alon Orlitsky,optimization
Robust Density Estimation from Batches: The Best Things in Life are (Nearly) Free,2021,ICML,In Probabilistic Methods 1,Yangjun Ruan · Karen Ullrich · Daniel Severo · James Townsend · Ashish Khisti · Arnaud Doucet · Alireza Makhzani · Chris Maddison,
Improving Lossless Compression Rates via Monte Carlo Bits-Back Coding,2021,ICML,In Optimization (Nonconvex),Mathieu Carrière · Frederic Chazal · Marc Glisse · Yuichi Ike · Hariprasad Kannan · Yuhei Umeda,
Optimizing persistent homology based functions,2021,ICML,In Optimization (Nonconvex),Valerii Likhosherstov · Xingyou Song · Krzysztof Choromanski · Jared Quincy Davis · Adrian Weller,
Debiasing a First-order Heuristic for Approximate Bi-level Optimization,2021,ICML,In Reinforcement Learning 11,Gabriele Libardi · Gianni De Fabritiis · Sebastian Dittert,optimization
Guided Exploration with Proximal Policy Optimization using a Single Demonstration,2021,ICML,In Probabilistic Methods 1,Zhibin Duan · Dongsheng Wang · Bo Chen · CHAOJIE WANG · Wenchao Chen · yewen li · Jie Ren · Mingyuan Zhou,optimization
Sawtooth Factorial Topic Embeddings Guided Gamma Belief Network,2021,ICML,In Deep Learning Theory 2,Ruili Feng · Zhouchen Lin · jiapeng zhu · Deli Zhao · Jingren Zhou · Zheng-Jun Zha,
Uncertainty Principles of Encoding GANs,2021,ICML,In Learning Theory 2,Pierre Laforgue · Guillaume Staerman · Stephan Clémençon,
Generalization Bounds in the Presence of Outliers: a Median-of-Means Study,2021,ICML,In Learning Theory 1,Tengyang Xie · Nan Jiang,
Batch Value-function Approximation with Only Realizability,2021,ICML,In Reinforcement Learning 10,Kimin Lee · Michael Laskin · Aravind Srinivas · Pieter Abbeel,
SUNRISE: A Simple Unified Framework for Ensemble Learning in Deep Reinforcement Learning,2021,ICML,In Learning Theory 3,Gen Li · Yuantao Gu,reinforcement learning
Theory of Spectral Method for Union of Subspaces-Based Random Geometry Graph,2021,ICML,In Supervised Learning 1,Kunal Dahiya · Ananye Agarwal · Deepak Saini · Gururaj K · Jian Jiao · Amit Singh · Sumeet Agarwal · Purushottam Kar · Manik Varma,graph
SiameseXML: Siamese Networks meet Extreme Classifiers with 100M Labels,2021,ICML,In Learning Theory 2,Qian Zhang · Yilin Zheng · Jean Honorio,
Meta Learning for Support Recovery in High-dimensional Precision Matrix Estimation,2021,ICML,In Optimization (Nonconvex),Trang Tran · Lam Nguyen · Quoc Tran-Dinh,meta-learning
SMG: A Shuffling Gradient-Based Method with Momentum,2021,ICML,In Reinforcement Learning 10,Evan Liu · Aditi Raghunathan · Percy Liang · Chelsea Finn,
Decoupling Exploration and Exploitation for Meta-Reinforcement Learning without Sacrifices,2021,ICML,In Reinforcement Learning 11,Theresa Eimer · André Biedenkapp · Frank Hutter · Marius Lindauer,reinforcement learning/meta-learning
Self-Paced Context Evaluation for Contextual Reinforcement Learning,2021,ICML,In Learning Theory 1,Yanjun Han · Yining Wang · Xi Chen,reinforcement learning
Adversarial Combinatorial Bandits with General Non-linear Reward Functions,2021,ICML,In Supervised Learning 1,Ankit Singh Rawat · Aditya Menon · Wittawat Jitkrittum · Sadeep Jayasumana · Felix Xinnan Yu · Sashank Jakkam Reddi · Sanjiv Kumar,
Disentangling Sampling and Labeling Bias for Learning in Large-output Spaces,2021,ICML,In Learning Theory 3,Nadav Barak · Sivan Sabato,
Approximating a Distribution Using Weight Queries,2021,ICML,In Probabilistic Methods 1,Mohammad Mahdi Derakhshani · Xiantong Zhen · Ling Shao · Cees Snoek,
Kernel Continual Learning,2021,ICML,In Deep Learning Theory 2,Quynh Nguyen,
On the Proof of Global Convergence of Gradient Descent for Deep ReLU Networks with Linear Widths,2021,ICML,α,-Rank from A Few Entries with Low Rank Matrix Completion,
Estimating,2021,ICML,In Learning Theory 1,David Bruns-Smith,
Model-Free and Model-Based Policy Evaluation when Causality is Uncertain,2021,ICML,In Deep Learning Theory 2,Quynh Nguyen · Marco Mondelli · Guido Montufar,
Tight Bounds on the Smallest Eigenvalue of the Neural Tangent Kernel for Deep ReLU Networks,2021,ICML,In Probabilistic Methods 1,Fan Ding · Jianzhu Ma · Jinbo Xu · Yexiang Xue,
XOR-CD: Linearly Convergent Constrained Structure Generation,2021,ICML,In Reinforcement Learning 11,Jaekyeom Kim · Seohong Park · Gunhee Kim,optimization/generative model
Unsupervised Skill Discovery with Bottleneck Option Learning,2021,ICML,In Reinforcement Learning 10,Yang Li · Junier Oliva,
Active Feature Acquisition with Generative Surrogate Models,2021,ICML,In Learning Theory 2,Y. Samuel Wang · Si Kai Lee · Panos Toulis · Mladen Kolar,generative model/active learning
Robust Inference for High-Dimensional Linear Models via Residual Randomization,2021,ICML,In Optimization (Nonconvex),Nadav Hallak · Panayotis Mertikopoulos · Volkan Cevher,inference
Regret Minimization in Stochastic Non-Convex Learning via a Proximal-Gradient Approach,2021,ICML,In Supervised Learning 1,Hedda Cohen Indelman · Tamir Hazan,
Learning Randomly Perturbed Structured Predictors for Direct Loss Minimization,2021,ICML,In Optimization (Nonconvex),Eduard Gorbunov · Konstantin Burlachenko · Zhize Li · Peter Richtarik,
MARINA: Faster Non-Convex Distributed Learning with Compression,2021,ICML,In Reinforcement Learning 10,Junfeng Wen · Saurabh Kumar · Ramki Gummadi · Dale Schuurmans,
Characterizing the Gap Between Actor-Critic and Policy Gradient,2021,ICML,In Supervised Learning 1,Ryan Henderson · Djork-Arné Clevert · Floriane Montanari,
Improving Molecular Graph Neural Network Explainability with Orthonormalization and Induced Sparsity,2021,ICML,In Deep Learning Theory 2,Valentin Khrulkov · Artem Babenko · Ivan Oseledets,graph
Functional Space Analysis of Local GAN Convergence,2021,ICML,In Learning Theory 3,Yuan Deng · Sébastien Lahaie · Vahab Mirrokni · Song Zuo,
Revenue-Incentive Tradeoffs in Dynamic Reserve Pricing,2021,ICML,In Learning Theory 2,Yu Bai · Song Mei · Huan Wang · Caiming Xiong,
Don’t Just Blame Over-parametrization for Over-confidence: Theoretical Analysis of Calibration in Binary Classification,2021,ICML,In Reinforcement Learning 11,Clément Romac · Rémy Portelas · Katja Hofmann · Pierre-Yves Oudeyer,
TeachMyAgent: a Benchmark for Automatic Curriculum Learning in Deep RL,2021,ICML,In Learning Theory 1,Botao Hao · Xiang Ji · Yaqi Duan · Hao Lu · Csaba Szepesvari · Mengdi Wang,reinforcement learning
Bootstrapping Fitted Q-Evaluation for Off-Policy Inference,2021,ICML,In Probabilistic Methods 1,Alek Dimitriev · Mingyuan Zhou,reinforcement learning/inference
ARMS: Antithetic-REINFORCE-Multi-Sample Gradient for Binary Variables,2021,ICML,In Deep Learning Theory 2,Zitong Yang · Yu Bai · Song Mei,
