title,year,source,authors,class,keywords,abstract,pdf_link
Hierarchical Few-Shot Imitation with Skill Transition Models,2021,ICML,"['Kourosh Hakhamaneshi', 'Ruihan Zhao', 'Albert Zhan', 'Pieter Abbeel', 'Michael Laskin']",poster,"['behavioral priors', 'skill extraction', 'imitation learning', 'few-shot learning']","A desirable property of autonomous agents is the ability to both solve long-horizon problems and generalize to unseen tasks. Recent advances in data-driven skill learning have shown that extracting behavioral priors from offline data can enable agents to solve challenging long-horizon tasks with reinforcement learning. However, generalization to tasks unseen during behavioral prior training remains an outstanding challenge. To this end, we present Few-shot Imitation with Skill Transition Models (FIST), an algorithm that extracts skills from offline data and utilizes them to generalize to unseen tasks given a few downstream demonstrations. FIST learns an inverse skill dynamics model and utilizes a semi-parametric approach for imitation. We show that FIST is capable of generalizing to new tasks and substantially outperforms prior baselines in navigation experiments requiring traversing unseen parts of a large maze and 7-DoF robotic arm experiments requiring manipulating previously unseen objects in a kitchen.",https://api.openreview.net/pdf/17e249608aa40177504c2ddb174d8b5d5ab4f9b6.pdf
Exploration and preference satisfaction trade-off in reward-free learning,2021,ICML,"['Noor Sajid', 'Panagiotis Tigas', 'Alexey Zakharov', 'Zafeirios Fountas', 'Karl Friston']",poster,[],"Biological agents have meaningful interactions with their environment despite the absence of immediate reward signals. In such instances, the agent can learn preferred modes of behaviour that lead to predictable states - necessary for survival. In this paper, we pursue the notion that this learnt behaviour can be a consequence of reward-free preference learning that ensures an appropriate trade-off between exploration and preference satisfaction. For this, we introduce a model-based Bayesian agent equipped with a preference learning mechanism (pepper) using conjugate priors. These conjugate priors are used to augment the expected free energy planner for learning preferences over states (or outcomes) across time. Importantly, our approach enables the agent to learn preferences that encourage adaptive behaviour at test time. We illustrate this in the OpenAI Gym FrozenLake and the 3D mini-world environments -- with and without volatility. Given a constant environment, these agents learn confident (i.e., precise) preferences and act to satisfy them. Conversely, in a volatile setting, perpetual preference uncertainty maintains exploratory behaviour. Our experiments suggest that learnable (reward-free) preferences entail a trade-off between exploration and preference satisfaction. Pepper offers a straightforward framework suitable for designing adaptive agents when reward functions cannot be predefined as in real environments. ",https://api.openreview.net/pdf/3472fef25f645bd2c6a462b66afb2be03b1dfb9d.pdf
Direct then Diffuse: Incremental Unsupervised Skill Discovery for State Covering and Goal Reaching,2021,ICML,"['Pierre-Alexandre Kamienny', 'Jean Tarbouriech', 'Alessandro Lazaric', 'Ludovic Denoyer']",poster,[],"Learning meaningful behaviors in the absence of a task-specific reward function is a challenging problem in reinforcement learning. A desirable unsupervised objective is to learn a set of diverse skills that provide a thorough coverage of the state space while being directed, i.e., reliably reaching distinct regions of the environment. At test time, an agent could then leverage these skills to solve sparse reward problems by performing efficient exploration and finding an effective goal-directed policy with little-to-no additional learning. Unfortunately, it is challenging to learn skills with such properties, as diffusing (e.g., stochastic policies performing good coverage) skills are not reliable in targeting specific states, whereas directed (e.g., goal-based policies) skills provide limited coverage. In this paper, inspired by the mutual information framework, we propose a novel algorithm designed to maximize coverage while ensuring a constraint on the directedness of each skill. In particular, we design skills with a decoupled policy structure, with a first part trained to be directed and a second diffusing part that ensures local coverage. Furthermore, we leverage the directedness constraint to adaptively add or remove skills as well as incrementally compose them along a tree that is grown to achieve a thorough coverage of the environment. We illustrate how our learned skills enable to efficiently solve sparse-reward downstream tasks in navigation environments, comparing favorably with existing baselines.",https://api.openreview.net/pdf/d3252c97646a41f435fdd3901c4ed9e0b989e530.pdf
Beyond Fine-Tuning: Transferring Behavior in Reinforcement Learning,2021,ICML,"['Víctor Campos', 'Pablo Sprechmann', 'Steven Stenberg Hansen', 'Andre Barreto', 'Steven Kapturowski', 'Alex Vitvitskyi', 'Adria Puigdomenech Badia', 'Charles Blundell']",poster,"['deep reinforcement learning', 'transfer learning', 'unsupervised learning', 'exploration']","Designing agents that acquire knowledge autonomously and use it to solve new tasks efficiently is an important challenge in reinforcement learning. Knowledge acquired during an unsupervised pre-training phase is often transferred by fine-tuning neural network weights once rewards are exposed, as is common practice in supervised domains. Given the nature of the reinforcement learning problem, we argue that standard fine-tuning strategies alone are not enough for efficient transfer in challenging domains. We introduce Behavior Transfer (BT), a technique that leverages pre-trained policies for exploration and that is complementary to transferring neural network weights. Our experiments show that, when combined with large-scale pre-training in the absence of rewards, existing intrinsic motivation objectives can lead to the emergence of complex behaviors. These pre-trained policies can then be leveraged by BT to discover better solutions than without pre-training, and combining BT with standard fine-tuning strategies results in additional benefits. The largest gains are generally observed in domains requiring structured exploration, including settings where the behavior of the pre-trained policies is misaligned with the downstream task. ",https://api.openreview.net/pdf/2ddb1a16f61fdbdcccb3576e5ffc6d39959fc939.pdf
Learning to Explore Multiple Environments without Rewards,2021,ICML,"['Mirco Mutti', 'Mattia Mancassola', 'Marcello Restelli']",poster,"['Reward-free reinforcement learning', 'Maximum state entropy exploration']","Several recent works have been dedicated to the pure exploration of a single reward-free environment. Along this line, we address the problem of learning to explore a class of multiple reward-free environments with a unique general strategy, which aims to provide a universal initialization to subsequent reinforcement learning problems specified over the same class. Notably, the problem is inherently multi-objective as we can trade off the exploration performance between environments in many ways. In this work, we foster an exploration strategy that is sensitive to the most adverse cases within the class. Hence, we cast the exploration problem as the maximization of the mean of a critical percentile of the state visitation entropy induced by the exploration strategy over the class of environments. Then, we present a policy gradient algorithm, MEMENTO, to optimize the introduced objective through mediated interactions with the class. Finally, we empirically demonstrate the ability of the algorithm in learning to explore challenging classes of continuous environments and we show that reinforcement learning greatly benefits from the pre-trained exploration strategy when compared to learning from scratch.",https://api.openreview.net/pdf/801072427dad052b47c81329cb02e63de7a1de13.pdf
Reward-Free Policy Space Compression for Reinforcement Learning,2021,ICML,"['Mirco Mutti', 'Stefano Del Col', 'Marcello Restelli']",poster,"['Markov Decision Processes', 'Reward-Free Pre-Training', 'Policy Space Compression']","In reinforcement learning, we encode the potential behaviors of an agent interacting with an environment into an infinite set of policies, called policy space, typically represented by a family of parametric functions. Dealing with such a policy space is a hefty challenge, which often causes sample and computational inefficiencies. However, we argue that a limited number of policies is actually relevant when we also account for the structure of the environment and of the policy parameterization, as many of them would induce very similar interactions, i.e., state-action distributions. In this paper, we seek for a reward-free compression of the policy space into a finite set of representative policies, such that, given any policy $\pi$, the minimum Rényi divergence between the state-action distributions of the representative policies and the state-action distribution of $\pi$ is bounded. We show that this compression of the policy space can be formulated as a set cover problem, and it is inherently NP-hard. Nonetheless, we propose a game-theoretic reformulation for which a locally optimal solution can be efficiently found by iteratively stretching the compressed space to cover the most challenging policy. Finally, we provide an empirical evaluation to illustrate the compression procedure in simple domains, and its ripple effects in reinforcement learning.",https://api.openreview.net/pdf/f864a3bdddff1b3fd331c8a1ac95e748f32da83c.pdf
The Importance of Non-Markovianity in Maximum State Entropy Exploration,2021,ICML,"['Mirco Mutti', 'Riccardo De Santi', 'Marcello Restelli']",poster,"['Controlled Markov processes', 'Maximum state entropy exploration', 'Non-Markovian exploration']","In the maximum state entropy exploration framework, an agent interacts with a reward-free environment to learn a policy that maximizes the entropy of the expected state visitations it is inducing. Hazan et al. (2019) noted that the class of Markovian stochastic policies is sufficient for the maximum state entropy objective, and exploiting non-Markovianity is generally considered pointless in this setting. In this paper, we argue that non-Markovianity is instead paramount for maximum state entropy exploration in a finite-sample regime. Especially, we recast the objective to target the expected entropy of the induced state visitations in a single trial. Then, we show that the class of non-Markovian deterministic policies is sufficient for the introduced objective, while Markovian policies suffer non-zero regret in general. However, we prove that the problem of finding an optimal non-Markovian policy is NP-hard. Despite this negative result, we discuss avenues to address the problem in a tractable way and how non-Markovian exploration could benefit the sample efficiency of online reinforcement learning in future works.",https://api.openreview.net/pdf/b00e788b6eabae8aae5defe73bd120c08ad5f1dd.pdf
Stabilizing Deep Q-Learning with ConvNets and Vision Transformers under Data Augmentation,2021,ICML,"['Nicklas Hansen', 'Hao Su', 'Xiaolong Wang']",poster,"['reinforcement learning', 'generalization', 'data augmentation']","While agents trained by Reinforcement Learning (RL) can solve increasingly challenging tasks directly from visual observations, generalizing learned skills to novel environments remains very challenging. Extensive use of data augmentation is a promising technique for improving generalization in RL, but it is often found to decrease sample efficiency and can even lead to divergence. In this paper, we investigate causes of instability when using data augmentation in common off-policy RL algorithms. We identify two problems, both rooted in high-variance Q-targets. Based on our findings, we propose a simple yet effective technique for stabilizing this class of algorithms under augmentation. We perform extensive empirical evaluation of image-based RL using both ConvNets and Vision Transformers (ViT) on a family of benchmarks based on DeepMind Control Suite, as well as in robotic manipulation tasks. Our method greatly improves stability and sample efficiency of ConvNets under augmentation, and achieves generalization results competitive with state-of-the-art methods for image-based RL. We further show that our method scales to RL with ViT-based architectures, and that data augmentation may be especially important in this setting. Code and videos: https://nicklashansen.github.io/SVEA",https://api.openreview.net/pdf/9fd366557f101b176c436842a6bd1dd03bba561d.pdf
Pretrained Encoders are All You Need,2021,ICML,"['Mina Khan', 'Advait Prashant Rane', 'Srivatsa P', 'Shriram Chenniappa', 'Rishabh Anand', 'Sherjil Ozair', 'Patricia Maes']",poster,"['Unsupervised Representation Learning', 'Atari', 'Reinforcement Learning', 'Pretrained Models']","Data-efficiency and generalization are key challenges in deep learning and deep reinforcement learning as many models are trained on large-scale, domain-specific, and expensive-to-label datasets. Self-supervised models trained on large-scale uncurated datasets have shown successful transfer to diverse settings. We investigate using pretrained image representations and spatio-temporal attention for state representation learning in Atari. We also explore fine-tuning pretrained representations with self-supervised techniques, i.e., contrastive predictive coding, spatio-temporal contrastive learning, and augmentations. Our results show that pretrained representations are at par with state-of-the-art self-supervised methods trained on domain-specific data. Pretrained representations, thus, yield data and compute-efficient state representations.",https://api.openreview.net/pdf/f7808ed24eb174542cff98a887b9b3aa45f314ae.pdf
Visualizing MuZero Models,2021,ICML,"['joery de Vries', 'Ken Voskuil', 'Thomas M. Moerland', 'Aske Plaat']",poster,"['Model-based reinforcement learning', 'value equivalent models', 'representation learning', 'latent models']","MuZero, a model-based reinforcement learning algorithm that uses a value equivalent dynamics model, achieved state-of-the-art performance in Chess, Shogi and the game of Go. In contrast to standard forward dynamics models that predict a full next state, value equivalent models are trained to predict a future value, thereby emphasizing value relevant information in the representations. While value equivalent models have shown strong empirical success, there is no research yet that visualizes and  investigates what types of representations these models actually learn. Therefore, in this paper we visualize the latent representation of MuZero agents. We find that action trajectories may diverge between observation embeddings and internal state transition dynamics, which could lead to instability during planning. Based on this insight, we propose two regularization techniques to stabilize MuZero's performance. Additionally, we provide an open-source implementation of MuZero along with an interactive visualizer of learned representations, which may aid further investigation of value equivalent algorithms.",https://api.openreview.net/pdf/5291aeee6cdca5380d0e16d0c999ef187d0a00cf.pdf
Did I do that? Blame as a means to identify controlled effects in reinforcement learning,2021,ICML,"['Oriol Corcoll Andreu', 'Raul Vicente']",poster,"['reinforcement learning', 'causality', 'unsupervised learning']","Modeling controllable aspects of the environment enable better prioritization of interventions and has become a popular exploration strategy in reinforcement learning methods. Despite repeatedly achieving State-of-the-Art results, this approach has only been studied as a proxy to a reward-based task and has not yet been evaluated on its own. We show that solutions relying on action prediction fail to model important events. Humans, on the other hand, assign blame to their actions to decide what they controlled. Here we propose Controlled Effect Network (CEN), an unsupervised method based on counterfactual measures of blame. CEN is evaluated in a wide range of environments showing that it can identify controlled effects better than popular models based on action prediction.",https://api.openreview.net/pdf/68ba75bc11ef9e4b5873e1023ba4b6df417969de.pdf
Diffeomorphic Explanations with Normalizing Flows,2021,ICML,"['Ann-Kathrin Dombrowski', 'Jan E Gerken', 'Pan Kessel']",oral,"['normalizing flows', 'explanations', 'data manifold']","Normalizing flows are diffeomorphisms which are parameterized by neural networks. As a result, they can induce coordinate transformations in the tangent space of the data manifold. In this work, we demonstrate that such transformations can be used to generate interpretable explanations for decisions of neural networks. More specifically, we perform gradient ascent in the base space of the flow to generate counterfactuals which are classified with great confidence as a specified target class. We analyze this generation process theoretically using Riemannian differential geometry and establish a rigorous theoretical connection between gradient ascent on the data manifold and in the base space of the flow.",https://api.openreview.net/pdf/ebad8bb4870ed872df648764094106a44eb45139.pdf
Efficient Bayesian Sampling Using Normalizing Flows to Assist Markov Chain Monte Carlo Methods,2021,ICML,"['Marylou Gabrié', 'Grant M. Rotskoff', 'Eric Vanden-Eijnden']",oral,"['MCMC', 'normalizing flows', 'Bayesian inference']","Normalizing flows can generate complex target distributions and thus show promise in many applications in Bayesian statistics as an alternative or complement to MCMC for sampling posteriors.
Since no data set from the target posterior distribution is available beforehand, the flow is typically trained using the reverse Kullback-Leibler (KL) divergence that only requires samples from a base distribution. This strategy  may perform poorly when the posterior is complicated and hard to sample with an untrained normalizing flow. 
Here we explore a distinct training strategy, using the direct KL divergence as loss, in which samples from  the posterior are generated by (i) assisting a local MCMC algorithm on the posterior with a normalizing flow to accelerate its mixing rate and (ii) using the data generated this way to train the flow. 
The method only requires a limited amount of \textit{a~priori} input about the posterior, and can be used to estimate the evidence required for model validation, as we illustrate on  examples.",https://api.openreview.net/pdf/2a67d9240685dff7e1d9d5e33938ab3a78921503.pdf
Distilling the Knowledge from Conditional Normalizing Flows,2021,ICML,"['Dmitry Baranchuk', 'Vladimir Aliev', 'Artem Babenko']",spotlight,[],"Normalizing flows are a powerful class of generative models demonstrating strong performance in several speech and vision problems. In contrast to other generative models, normalizing flows are latent variable models with tractable likelihoods and allow for stable training. However, they have to be carefully designed to represent invertible functions with efficient Jacobian determinant calculation. In practice, these requirements lead to overparameterized and sophisticated architectures that are inferior to alternative feed-forward models in terms of inference time and memory consumption. In this work, we investigate whether one can distill flow-based models into more efficient alternatives. We provide a positive answer to this question by proposing a simple distillation approach and demonstrating its effectiveness on state-of-the-art conditional flow-based models for image super-resolution and speech synthesis.",https://api.openreview.net/pdf/0e4fead03f8b99829f8c26d242b7beea5a701a92.pdf
Universal Approximation for Log-concave Distributions using Well-conditioned Normalizing Flows,2021,ICML,"['Holden Lee', 'Chirag Pabbaraju', 'Anish Prasad Sevekari', 'Andrej Risteski']",spotlight,"['affine couplings', 'representational power', 'conditioning', 'Langevin', 'dynamical systems']","Affine-coupling models (Dinh et al., 2014; 2016)are a particularly common type of normalizing flows,  for  which  the  Jacobian  of  the  latent-to-observable-variable transformation is triangular, allowing  the  likelihood  to  be  computed  in  linear time. Despite the widespread usage of affinecouplings, the special structure of the architecture makes understanding their representational power  challenging.   The  question  of  universal approximation  was  only  recently  resolved  by three parallel papers (Huang et al., 2020; Zhanget al., 2020; Koehler et al., 2020) – who showed reasonably regular distributions can be approximated arbitrarily well using affine couplings –albeit with networks with a nearly-singular Jacobian.  As ill-conditioned Jacobians are an obstacle  for  likelihood-based  training,  the  funda-mental question remains: which distributions can be approximated using well-conditioned affine coupling flows? In this paper, we show that any log-concave distribution can be approximated using well-conditioned affine-coupling flows.   Interms of proof techniques, we uncover and lever-age deep connections between affine coupling architectures, underdamped Langevin dynamics (a stochastic differential equation often used to sample from Gibbs measures) and H ́enon maps (a structured dynamical system that appears in the study of symplectic diffeomorphisms). In terms of informing practice, we approximate a padded version of the input distribution with iid Gaussians – a strategy which (Koehler et al., 2020) empirically observed to result in better-conditioned flows, but had hitherto no theoretical grounding. Our proof can thus be seen as providing theoretical evidence for the benefits of Gaussian padding when training normalizing flows.",https://api.openreview.net/pdf/639205294154e7c96a849f58771388d9a4dc6afe.pdf
Task-agnostic Continual Learning with Hybrid Probabilistic Models,2021,ICML,"['Polina Kirichenko', 'Mehrdad Farajtabar', 'Dushyant Rao', 'Balaji Lakshminarayanan', 'Nir Levine', 'Ang Li', 'Huiyi Hu', 'Andrew Gordon Wilson', 'Razvan Pascanu']",spotlight,"['continual learning', 'normalizing flows', 'generative models']","Learning new tasks continuously without forgetting on a constantly changing data distribution is essential for real-world problems but extremely challenging for modern deep learning. In this work we propose HCL, a Hybrid generative-discriminative approach to Continual Learning for classification. We model the distribution of each task and each class with a normalizing flow. The flow is used to learn the data distribution, perform classification, identify task changes and avoid forgetting, all leveraging the invertibility and exact likelihood which are uniquely enabled by the normalizing flow model. We use the generative capabilities of the flow to avoid catastrophic forgetting through generative replay and a novel functional regularization technique. For task identification, we use state-of-the-art anomaly detection techniques based on measuring the typicality of model's statistics. We demonstrate the strong performance of HCL on a range of continual learning benchmarks such as split-MNIST, split-CIFAR and SVHN-MNIST.",https://api.openreview.net/pdf/f0a9661ca2c5b450cc0f2f48c8ffc70e20a15f79.pdf
Conformal Embedding Flows: Tractable Density Estimation on Learned Manifolds,2021,ICML,"['Brendan Leigh Ross', 'Jesse C Cresswell']",spotlight,"['generative modelling', 'normalizing flows', 'injective flows', 'image generation', 'manifold learning']","Normalizing flows are generative models that provide tractable density estimation by transforming a simple distribution into a complex one. However, flows cannot directly model data supported on an unknown low-dimensional manifold. We propose Conformal Embedding Flows, which learn low-dimensional manifolds with tractable densities. We argue that composing a standard flow with a trainable conformal embedding is the most natural way to model manifold-supported data. To this end, we present a series of conformal building blocks and demonstrate experimentally that flows can model manifold-supported distributions without sacrificing tractable likelihoods.",https://api.openreview.net/pdf/5263cc8a29c2340c0ff79aa268a329db1d53c82a.pdf
Why be adversarial? Let's cooperate!: Cooperative Dataset Alignment via JSD Upper Bound,2021,ICML,"['Wonwoong Cho', 'Ziyu Gong', 'David I. Inouye']",spotlight,"['Unsupervised dataset alignment', 'Invertible flows']","Unsupervised dataset alignment estimates a transformation that maps two or more source domains to a shared aligned domain given only the domain datasets. This task has many applications including generative modeling, unsupervised domain adaptation, and socially aware learning. Most prior works use adversarial learning (i.e., min-max optimization), which can be challenging to optimize and evaluate. A few recent works explore non-adversarial flow-based (i.e., invertible) approaches, but they lack a unified perspective. Therefore, we propose to unify and generalize previous flow-based approaches under a single non-adversarial framework, which we prove is equivalent to minimizing an upper bound on the Jensen-Shannon Divergence (JSD). Importantly, our problem reduces to a min-min, i.e., cooperative, problem and can provide a natural evaluation metric for unsupervised dataset alignment.",https://api.openreview.net/pdf/e2a8743e99cc15246724d0f695b58bb2d8e7a3be.pdf
Sliced Iterative Normalizing Flows,2021,ICML,"['Biwei Dai', 'Uros Seljak']",spotlight,"['Generative Models', 'Normalizing Flow', 'Optimal Transport', 'Sliced Wasserstein Distance']","We develop an iterative (greedy) deep learning algorithm which is able to transform an arbitrary probability distribution function (PDF) into the target PDF. The model is based on iterative Optimal Transport of a series of 1D slices, matching on each slice the marginal PDF to the target.  As special cases of this algorithm, we introduce two sliced iterative Normalizing Flow (SINF) models, which map from the data to the latent space (GIS) and vice versa (SIG). We show that SIG is able to generate high quality samples of image datasets, which match the GAN benchmarks. GIS obtains competitive results on density estimation tasks compared to the density trained NFs. SINF has very few hyperparameters and is very stable during training. When trained on small training sets it is both faster and achieves higher $p(x)$ than current alternatives. ",https://api.openreview.net/pdf/f8811256872baa97d65a7671002cbfe80ea0c93c.pdf
Representational aspects of depth and conditioning in normalizing flows,2021,ICML,"['Frederic Koehler', 'Viraj Mehta', 'Andrej Risteski']",spotlight,"['normalizing flows', 'representation', 'function approximation', 'depth', 'conditioning']","Normalizing flows are among the most popular paradigms in generative modeling, especially for images, primarily because we can efficiently evaluate the likelihood of a data point. Training normalizing flows can be difficult because models which produce good samples typically need to be extremely deep and can often be poorly conditioned: since they are parametrized as invertible maps from $\mathbb{R}^d \to \mathbb{R}^d$, and typical training data like images intuitively is lower-dimensional, the learned maps often have Jacobians that are close to being singular. In our paper, we tackle representational aspects around depth and conditioning of normalizing flows: both for general invertible architectures, and for a particular common architecture, affine couplings. We prove that $\Theta(1)$ affine coupling layers suffice to exactly represent a permutation or $1 \times 1$ convolution, as used in GLOW, showing that representationally the choice of partition is not a bottleneck for depth. We also show that shallow affine coupling networks are universal approximators in Wasserstein distance if ill-conditioning is allowed, and experimentally investigate related phenomena involving padding. Finally, we show a depth lower bound for general flow architectures with few neurons per layer and bounded Lipschitz constant.",https://api.openreview.net/pdf/5850e46a57ad4db7eba7b774d15141264be85ddd.pdf
Interpreting diffusion score matching using normalizing flow,2021,ICML,"['Wenbo Gong', 'Yingzhen Li']",spotlight,"['normalizing flow', 'score matching', 'Stein discrepancy']","Scoring matching (SM), and its related counterpart, Stein discrepancy (SD) have achieved great success in model training and evaluations. However, recent research shows their limitations when dealing with certain types of distributions. One possible fix is incorporating the original score matching (or Stein discrepancy) with a diffusion matrix, which is called diffusion score matching (DSM) (or diffusion Stein discrepancy (DSD)) . However, the lack of the interpretation of the diffusion limits its usage within simple distributions and manually chosen matrix. In this work, we plan to fill this gap by interpreting the diffusion matrix using normalizing flows. Specifically, we theoretically prove that DSM (or DSD) is equivalent to the original score matching (or score matching) evaluated in the transformed space defined by the normalizing flow, where the diffusion matrix is the inverse of the flow's Jacobian matrix. In addition, we also build its connection to Riemannian manifolds, and further extend it to continuous flows, where the change of DSM is characterized by an ODE. ",https://api.openreview.net/pdf/2d3c030fb097e76bcc4d18044b65e546a9775bed.pdf
Rectangular Flows for Manifold Learning,2021,ICML,"['Anthony L. Caterini', 'Gabriel Loaiza-Ganem', 'Geoff Pleiss', 'John Patrick Cunningham']",spotlight,"['Normalizing Flows', 'Injective Flows', 'Manifold Learning', 'Density Estimation']","Normalizing flows allow for tractable maximum likelihood estimation of their parameters but are incapable of modelling low-dimensional manifold structure in observed data. Flows which injectively map from low- to high-dimensional space provide promise for fixing this issue, but the resulting likelihood-based objective becomes more challenging to evaluate. Current approaches avoid computing the entire objective -- which may induce pathological behaviour -- or assume the manifold structure is known beforehand and thus are not widely applicable. Instead, we propose two methods relying on tricks from automatic differentiation and numerical linear algebra to either evaluate or approximate the full likelihood objective, performing end-to-end manifold learning and density estimation. We study the trade-offs between our methods, demonstrate improved results over previous injective flows, and show promising results on out-of-distribution detection.",https://api.openreview.net/pdf/0edc3b7e0da7cdab9a3a0d70ec8074b851c86485.pdf
Discrete Denoising Flows,2021,ICML,"['Alexandra Lindt', 'Emiel Hoogeboom']",spotlight,"['Discrete Flows', 'Lossless Compression']","Discrete flow-based models are a recently proposed class of generative models that learn invertible transformations for discrete random variables. Since they do not require data dequantization and maximize an exact likelihood objective, they can be used in a straight-forward manner for lossless compression. In this paper, we introduce a new discrete flow-based model for categorical random variables: Discrete Denoising Flows (DDFs). In contrast with other discrete flow-based models, our model can be locally trained without introducing gradient bias. We show that DDFs outperform Discrete Flows on modelling a toy example, binary MNIST and Cityscapes segmentation maps, measured in log-likelihood.

",https://api.openreview.net/pdf/add2b673e0ac3b1e3b43eb346358d1ce1920d14f.pdf
On Fast Sampling of Diffusion Probabilistic Models,2021,ICML,"['Zhifeng Kong', 'Wei Ping']",spotlight,"['Fast sampling', 'diffusion probabilistic models', 'image generation', 'audio synthesis']","In this work, we propose FastDPM, a unified framework for fast sampling in diffusion probabilistic models. FastDPM generalizes previous methods and gives rise to new algorithms with improved sample quality. We systematically investigate the fast sampling methods under this framework across different domains, on different datasets, and with different amount of conditional information provided for generation. We find the performance of a particular method depends on data domains (e.g., image or audio), the trade-off between sampling speed and sample quality, and the amount of conditional information. We further provide insights and recipes on the choice of methods for practitioners.",https://api.openreview.net/pdf/6840c6d98e6bb25c6eda6ce73ceee69519d3a91a.pdf
Universal Approximation of Residual Flows in Maximum Mean Discrepancy,2021,ICML,"['Zhifeng Kong', 'Kamalika Chaudhuri']",spotlight,"['Residual flows', 'normalizing flows', 'Maximum Mean Discrepancy', 'universal approximation', 'expressiveness']","Normalizing flows are a class of flexible deep generative models that offer easy likelihood computation. Despite their empirical success, there is little theoretical understanding of their expressiveness. In this work, we study residual flows, a class of normalizing flows composed of Lipschitz residual blocks. We prove residual flows are universal approximators in maximum mean discrepancy. We provide upper bounds on the number of residual blocks to achieve approximation under different assumptions. ",https://api.openreview.net/pdf/6cc0168080deffc789c17ecac9f1854906338cb3.pdf
Discovering and Achieving Goals with World Models,2021,ICML,"['Russell Mendonca', 'Oleh Rybkin', 'Kostas Daniilidis', 'Danijar Hafner', 'Deepak Pathak']",oral,"['unsupervised goal reaching', 'unsupervised rl', 'goal-conditioned rl', 'exploration', 'model-based rl', 'world models']","How can an artificial agent learn to solve a wide range of tasks in a complex visual environment in the absence of external supervision? We decompose this question into two problems, global exploration of the environment and learning to reliably reach situations found during exploration. We introduce the Explore Achieve Network (ExaNet), a unified solution to these by learning a world model from the high-dimensional images and using it to train an explorer and an achiever policy from imagined trajectories. Unlike prior methods that explore by reaching previously visited states, our explorer plans to discover unseen surprising states through foresight, which are then used as diverse targets for the achiever. After the unsupervised phase, ExaNet solves tasks specified by goal images without any additional learning. We introduce a challenging benchmark spanning across four standard robotic manipulation and locomotion domains with a total of over 40 test tasks. Our agent substantially outperforms previous approaches to unsupervised goal reaching and achieves goals that require interacting with multiple objects in sequence. Finally, to demonstrate the scalability and generality of our approach, we train a single general agent across four distinct environments. For videos, see https://sites.google.com/view/exanet/home.",https://api.openreview.net/pdf/f72ed04798d1db0963d3667b2caaf400148edc8d.pdf
Learning Task Agnostic Skills with Data-driven Guidance,2021,ICML,"['Even Klemsdal', 'Sverre Herland', 'Abdulmajid Murad']",oral,"['Artificial Intelligence', 'Unsupervised Reinforcement Learning', 'Reinforcement Learning', 'Skill discovery']","To increase autonomy in reinforcement learning, agents need to learn useful behaviours without reliance on manually designed reward functions. To that end, skill discovery methods have been used to learn the intrinsic options available to an agent using task-agnostic objectives. However, without the guidance of task-specific rewards, emergent behaviours are generally useless due to the under-constrained problem of skill discovery in complex and high-dimensional spaces. This paper proposes a framework for guiding the skill discovery towards the subset of expert-visited states using a learned state projection. We apply our method in various reinforcement learning (RL) tasks and show that such a projection results in more useful behaviours.",https://api.openreview.net/pdf/cfb3d77df95f7646dd0260a4d8a374f7497c6036.pdf
Planning from Pixels in Environments with Combinatorially Hard Search Spaces,2021,ICML,"['Marco Bagatella', 'Miroslav Olšák', 'Michal Rolinek', 'Georg Martius']",oral,"['World Model', 'Representation Learning', 'Model-Based Reinforcement Learning']","The ability to form complex plans based on raw visual input is a litmus test for current capabilities of artificial intelligence, as it requires a seamless combination of visual processing and abstract algorithmic execution, two traditionally separate areas of computer science. A recent surge of interest in this field brought advances that yield good performance in tasks ranging from arcade games to continuous control; these methods however do not come without significant issues, such as limited generalization capabilities and difficulties when dealing with combinatorially hard planning instances. Our contribution is two-fold: (i) we present a method that learns to represent its environment as a latent graph and leverages state reidentification to reduce the complexity of finding a good policy from exponential to linear (ii) we introduce a set of lightweight environments with an underlying discrete combinatorial structure in which planning is challenging even for humans. Moreover, we show that our methods achieves strong empirical generalization to variations in the environment, even across highly disadvantaged regimes, such as “one-shot” planning, or in an offline RL paradigm which only provides low-quality trajectories.",https://api.openreview.net/pdf/50ddd9bd8e605fdeacf6cfe1dff541cb702b0afb.pdf
Automated Discovery of Adaptive Attacks on Adversarial Defenses,2021,ICML,"['Chengyuan Yao', 'Pavol Bielik', 'Petar Tsankov', 'Martin Vechev']",oral,[],"Reliable evaluation of adversarial defenses is a challenging task, currently limited to an expert who manually crafts attacks that exploit the defense’s inner workings, or to approaches based on ensemble of fixed attacks, none of which may be effective for the specific defense at hand. Our key observation is that custom attacks are composed from a set of reusable building blocks, such as fine-tuning relevant attack parameters, network transformations, and custom loss functions. Based on this observation, we present an extensible framework that defines a search space over these reusable building blocks and automatically discovers an effective attack on a given model with an unknown defense by searching over suitable combinations of these blocks. We evaluated our framework on 23 adversarial defenses and showed it outperforms AutoAttack, the current state-of-the-art tool for reliable evaluation of adversarial defenses: our discovered attacks are either stronger, producing 3.0%-50.8% additional adversarial examples (10 cases), or are typically 2x faster while enjoying similar adversarial robustness (13 cases).",https://api.openreview.net/pdf/e755a2178bf687543a257452a5f0fe96a072f5ba.pdf
