title,year,source,authors,class,keywords,abstract,pdf_link,topic,google_scholar_link
A Continuous Time Framework for Discrete Denoising Models,2022,NIPS,"['Andrew Campbell', 'Joe Benton', 'Valentin De Bortoli', 'Tom Rainforth', 'George Deligiannidis', 'Arnaud Doucet']",poster,"['diffusion', 'score-based', 'score', 'markov chain', 'markov', 'continuous time']",We provide the first complete continuous time framework for denoising diffusion models of discrete data. This is achieved by formulating the forward noising process and corresponding reverse time generative process as Continuous Time Markov Chains (CTMCs). The model can be efficiently trained using a continuous time version of the ELBO. We simulate the high dimensional CTMC using techniques developed in chemical physics and exploit our continuous time framework to derive high performance samplers that we show can outperform discrete time methods for discrete data. The continuous time treatment also enables us to derive a novel theoretical result bounding the error between the generated sample distribution and the true data distribution.,https://api.openreview.net/pdf/46bfe0f57debf7104404250e39e9a5a81c5d9d4a.pdf,generative model;diffusion models,https://scholar.google.com/scholar?q=A+Continuous+Time+Framework+for+Discrete+Denoising+Models
LION: Latent Point Diffusion Models for 3D Shape Generation,2022,NIPS,"['Xiaohui Zeng', 'Arash Vahdat', 'Francis Williams', 'Zan Gojcic', 'Or Litany', 'Sanja Fidler', 'Karsten Kreis']",poster,"['3D Shape Synthesis', 'Generative Learning', 'Diffusion Models', 'Point Cloud Generation', 'Denoising Diffusion', 'Variational Autoencoder']","Denoising diffusion models (DDMs) have shown promising results in 3D point cloud synthesis. To advance 3D DDMs and make them useful for digital artists, we require (i) high generation quality, (ii) flexibility for manipulation and applications such as conditional synthesis and shape interpolation, and (iii) the ability to output smooth surfaces or meshes. To this end, we introduce the hierarchical Latent Point Diffusion Model (LION) for 3D shape generation. LION is set up as a variational autoencoder (VAE) with a hierarchical latent space that combines a global shape latent representation with a point-structured latent space. For generation, we train two hierarchical DDMs in these latent spaces. The hierarchical VAE approach boosts performance compared to DDMs that operate on point clouds directly, while the point-structured latents are still ideally suited for DDM-based modeling. Experimentally, LION achieves state-of-the-art generation performance on multiple ShapeNet benchmarks. Furthermore, our VAE framework allows us to easily use LION for different relevant tasks: LION excels at multimodal shape denoising and voxel-conditioned synthesis, and it can be adapted for text- and image-driven 3D generation. We also demonstrate shape autoencoding and latent shape interpolation, and we augment LION with modern surface reconstruction techniques to generate smooth 3D meshes. We hope that LION provides a powerful tool for artists working with 3D shapes due to its high-quality generation, flexibility, and surface reconstruction. Project page and code: https://nv-tlabs.github.io/LION.",https://api.openreview.net/pdf/ee4ea47be942e2d2dd1be8180aa6d9674d8beee4.pdf,zero_few-shot;representation;vae;generative model;multimodal;diffusion models;3d,https://scholar.google.com/scholar?q=LION:+Latent+Point+Diffusion+Models+for+3D+Shape+Generation
"MCVD - Masked Conditional Video Diffusion for Prediction, Generation, and Interpolation",2022,NIPS,"['Vikram Voleti', 'Alexia Jolicoeur-Martineau', 'Christopher Pal']",poster,"['score-based denoising diffusion', 'video prediction', 'video generation', 'video interpolation']","Video prediction is a challenging task. The quality of video frames from current state-of-the-art (SOTA) generative models tends to be poor and generalization beyond the training data is difficult. 
Furthermore, existing prediction frameworks are typically not capable of simultaneously handling other video-related tasks such as unconditional generation or interpolation. In this work, we devise a general-purpose framework called Masked Conditional Video Diffusion (MCVD) for all of these video synthesis tasks using a probabilistic conditional score-based denoising diffusion model, conditioned on past and/or future frames. We train the model in a manner where we randomly and independently mask all the past frames or all the future frames. This novel but straightforward setup allows us to train a single model that is capable of executing a broad range of video tasks, specifically: future/past prediction -- when only future/past frames are masked; unconditional generation -- when both past and future frames are masked; and interpolation -- when neither past nor future frames are masked. Our experiments show that this approach can generate high-quality frames for diverse types of videos. Our MCVD models are built from simple non-recurrent 2D-convolutional architectures, conditioning on blocks of frames and generating blocks of frames. We generate videos of arbitrary lengths autoregressively in a block-wise manner. Our approach yields SOTA results across standard video prediction and interpolation benchmarks, with computation times for training models measured in 1-12 days using $\le$ 4 GPUs. 

Project page: \url{https://mask-cond-video-diffusion.github.io}

Code: \url{https://mask-cond-video-diffusion.github.io/}",https://api.openreview.net/pdf/f743b397db99894c0814944df9e860c16db360a2.pdf,graph;zero_few-shot;generative model;diffusion models,"https://scholar.google.com/scholar?q=MCVD+-+Masked+Conditional+Video+Diffusion+for+Prediction,+Generation,+and+Interpolation"
Retrieval-Augmented Diffusion Models,2022,NIPS,"['Andreas Blattmann', 'Robin Rombach', 'Kaan Oktay', 'Jonas Müller', 'Björn Ommer']",poster,"['Image Synthesis', 'Deep Generative Models', 'Retrieval-Augmented Models']","Novel architectures have recently improved generative image synthesis leading to excellent visual quality in various tasks. Much of this success is due to the scalability of these architectures and hence caused by a dramatic increase in model complexity and in the computational resources invested in training these models. Our work questions the underlying paradigm of compressing large training data into ever growing parametric representations. We rather present an orthogonal, semi-parametric approach. We complement comparably small diffusion or autoregressive models with a separate image database and a retrieval strategy. During training we retrieve a set of nearest neighbors from this external database for each training instance and condition the generative model on these informative samples. While the retrieval approach is providing the (local) content, the model is focusing on learning the composition of scenes based on this content. As demonstrated by our experiments, simply swapping the database for one with different contents transfers a trained model post-hoc to a novel domain. The evaluation shows competitive performance on tasks which the generative model has not been trained on, such as class-conditional synthesis, zero-shot stylization or text-to-image synthesis without requiring paired text-image data. With negligible memory and computational overhead for the external database and retrieval we can significantly reduce the parameter count of the generative model and still outperform the state-of-the-art.",https://api.openreview.net/pdf/a15486040667eed798631d0def7fd4311e90b7af.pdf,zero_few-shot;representation;generative model;metric;transfer learning;augmentation;diffusion models,https://scholar.google.com/scholar?q=Retrieval-Augmented+Diffusion+Models
Photorealistic Text-to-Image Diffusion Models with Deep Language Understanding,2022,NIPS,"['Chitwan Saharia', 'William Chan', 'Saurabh Saxena', 'Lala Li', 'Jay Whang', 'Emily Denton', 'Seyed Kamyar Seyed Ghasemipour', 'Raphael Gontijo-Lopes', 'Burcu Karagol Ayan\u200e', 'Tim Salimans', 'Jonathan Ho', 'David J. Fleet', 'Mohammad Norouzi']",poster,"['text-to-image', 'generative models', 'diffusion models']","We present Imagen, a text-to-image diffusion model with an unprecedented degree of photorealism and a deep level of language understanding. Imagen builds on the power of large transformer language models in understanding text and hinges on the strength of diffusion models in high-fidelity image generation. Our key discovery is that generic large language models (e.g., T5), pretrained on text-only corpora, are surprisingly effective at encoding text for image synthesis: increasing the size of the language model in Imagen boosts both sample fidelity and image-text alignment much more than increasing the size of the image diffusion model. Imagen achieves a new state-of-the-art FID score of 7.27 on the COCO dataset, without ever training on COCO, and human raters find Imagen samples to be on par with the COCO data itself in image-text alignment. To assess text-to-image models in greater depth, we introduce DrawBench, a comprehensive and challenging benchmark for text-to-image models. With DrawBench, we compare Imagen with recent methods including VQ-GAN+CLIP, Latent Diffusion Models, and DALL-E 2, and find that human raters prefer Imagen over other models in side-by-side comparisons, both in terms of sample quality and image-text alignment.",https://api.openreview.net/pdf/3c56da71deacc9029fd7714d9e2ecaccc0c38a37.pdf,graph;transformer;generative model;diffusion models;llm,https://scholar.google.com/scholar?q=Photorealistic+Text-to-Image+Diffusion+Models+with+Deep+Language+Understanding
Generative Visual Prompt: Unifying Distributional Control of Pre-Trained Generative Models,2022,NIPS,"['Chen Henry Wu', 'Saman Motamed', 'Shaunak Srivastava', 'Fernando De la Torre']",poster,"['generative models', 'energy-based models', 'normalizing flows', 'generative adversarial networks', 'diffusion models', 'amortized inference']","Generative models (e.g., GANs, diffusion models) learn the underlying data distribution in an unsupervised manner. However, many applications of interest require sampling from a particular region of the output space or sampling evenly over a range of characteristics. For efficient sampling in these scenarios, we propose Generative Visual Prompt (PromptGen), a framework for distributional control over pre-trained generative models by incorporating knowledge of other off-the-shelf models. PromptGen defines control as energy-based models (EBMs) and samples images in a feed-forward manner by approximating the EBM with invertible neural networks, avoiding optimization at inference. Our experiments demonstrate how PromptGen can efficiently sample from several unconditional generative models (e.g., StyleGAN2, StyleNeRF, diffusion autoencoder, NVAE) in a controlled or/and de-biased manner using various off-the-shelf models: (1) with the CLIP model as control, PromptGen can sample images guided by text, (2) with image classifiers as control, PromptGen can de-bias generative models across a set of attributes or attribute combinations, and (3) with inverse graphics models as control, PromptGen can sample images of the same identity in different poses. (4) Finally, PromptGen reveals that the CLIP model shows a ""reporting bias"" when used as control, and PromptGen can further de-bias this controlled distribution in an iterative manner. The code is available at https://github.com/ChenWu98/Generative-Visual-Prompt.",https://api.openreview.net/pdf/a661a2f31f6dfc89508deaa6f64534cbcc46f69d.pdf,graph;optimization;vae;generative model;inference;diffusion models;llm,https://scholar.google.com/scholar?q=Generative+Visual+Prompt:+Unifying+Distributional+Control+of+Pre-Trained+Generative+Models
Video Diffusion Models,2022,NIPS,"['Jonathan Ho', 'Tim Salimans', 'Alexey A. Gritsenko', 'William Chan', 'Mohammad Norouzi', 'David J. Fleet']",poster,"['diffusion', 'score', 'video', 'generative', 'text-to-video']","Generating temporally coherent high fidelity video is an important milestone in generative modeling research. We make progress towards this milestone by proposing a diffusion model for video generation that shows very promising initial results. Our model is a natural extension of the standard image diffusion architecture, and it enables jointly training from image and video data, which we find to reduce the variance of minibatch gradients and speed up optimization. To generate long and higher resolution videos we introduce a new conditional sampling technique for spatial and temporal video extension that performs better than previously proposed methods. We present the first results on a large text-conditioned video generation task, as well as state-of-the-art results on established benchmarks for video prediction and unconditional video generation. Supplementary material is available at https://video-diffusion.github.io/.",https://api.openreview.net/pdf/18c5870889ea3c88015ded3092711233c64de8e2.pdf,optimization;generative model;diffusion models,https://scholar.google.com/scholar?q=Video+Diffusion+Models
Efficient Spatially Sparse Inference for Conditional GANs and Diffusion Models,2022,NIPS,"['Muyang Li', 'Ji Lin', 'Chenlin Meng', 'Stefano Ermon', 'song han', 'Jun-Yan Zhu']",poster,"['Sparse', 'Generative Models', 'Diffusion Models', 'GANs', 'Efficiency']","During image editing, existing deep generative models tend to re-synthesize the entire output from scratch, including the unedited regions. This leads to a significant waste of computation, especially for minor editing operations. In this work, we present Spatially Sparse Inference (SSI), a general-purpose technique that selectively performs computation for edited regions and accelerates various generative models, including both conditional GANs and diffusion models. Our key observation is that users tend to make gradual changes to the input image. This motivates us to cache and reuse the feature maps of the original image. Given an edited image, we sparsely apply the convolutional filters to the edited regions while reusing the cached features for the unedited regions. Based on our algorithm, we further propose Sparse Incremental Generative Engine (SIGE) to convert the computation reduction to latency reduction on off-the-shelf hardware. With 1.2%-area edited regions, our method reduces the computation of DDIM by $7.5\times$ and GauGAN by $18\times$  while preserving the visual fidelity. With SIGE, we accelerate the inference time of DDIM by $3.0\times$ on RTX 3090 and $6.6\times$ on Apple M1 Pro CPU, and GauGAN by $4.2\times$ on RTX 3090 and $14\times$ on Apple M1 Pro CPU.",https://api.openreview.net/pdf/3fcb8c077b7dcef758244270b7529d68d78212cf.pdf,graph;generative model;inference;sparse;diffusion models,https://scholar.google.com/scholar?q=Efficient+Spatially+Sparse+Inference+for+Conditional+GANs+and+Diffusion+Models
GeoDiff: A Geometric Diffusion Model for Molecular Conformation Generation,2022,ICLR,"['Minkai Xu', 'Lantao Yu', 'Yang Song', 'Chence Shi', 'Stefano Ermon', 'Jian Tang']",oral,"['molecular conformation generation', 'deep generative models', 'diffusion probabilistic models']","Predicting molecular conformations from molecular graphs is a fundamental problem in cheminformatics and drug discovery. Recently, significant progress has been achieved with machine learning approaches, especially with deep generative models. Inspired by the diffusion process in classical non-equilibrium thermodynamics where heated particles will diffuse from original states to a noise distribution, in this paper, we propose a novel generative model named GeoDiff for molecular conformation prediction. GeoDiff treats each atom as a particle and learns to directly reverse the diffusion process (i.e., transforming from a noise distribution to stable conformations) as a Markov chain. Modeling such a generation process is however very challenging as the likelihood of conformations should be roto-translational invariant. We theoretically show that Markov chains evolving with equivariant Markov kernels can induce an invariant distribution by design, and further propose building blocks for the Markov kernels to preserve the desirable equivariance property. The whole framework can be efficiently trained in an end-to-end fashion by optimizing a weighted variational lower bound to the (conditional) likelihood. Experiments on multiple benchmarks show that GeoDiff is superior or comparable to existing state-of-the-art approaches, especially on large molecules. ",https://api.openreview.net/pdf/d6be0299d7f2d2bf947d450fffe98c8395458c75.pdf,graph;zero_few-shot;generative model;metric;diffusion models,https://scholar.google.com/scholar?q=GeoDiff:+A+Geometric+Diffusion+Model+for+Molecular+Conformation+Generation
Diffusion-Based Voice Conversion with Fast Maximum Likelihood Sampling Scheme,2022,ICLR,"['Vadim Popov', 'Ivan Vovk', 'Vladimir Gogoryan', 'Tasnima Sadekova', 'Mikhail Sergeevich Kudinov', 'Jiansheng Wei']",oral,"['speech', 'voice conversion', 'diffusion models', 'stochastic differential equations']","Voice conversion is a common speech synthesis task which can be solved in different ways depending on a particular real-world scenario. The most challenging one often referred to as one-shot many-to-many voice conversion consists in copying target voice from only one reference utterance in the most general case when both source and target speakers do not belong to the training dataset. We present a scalable high-quality solution based on diffusion probabilistic modeling and demonstrate its superior quality compared to state-of-the-art one-shot voice conversion approaches. Moreover, focusing on real-time applications, we investigate general principles which can make diffusion models faster while keeping synthesis quality at a high level. As a result, we develop a novel Stochastic Differential Equations solver suitable for various diffusion model types and generative tasks as shown through empirical studies and justify it by theoretical analysis.",https://api.openreview.net/pdf/468145b46e459c5ba69e7017b6ef4eaece277e94.pdf,graph;generative model;diffusion models,https://scholar.google.com/scholar?q=Diffusion-Based+Voice+Conversion+with+Fast+Maximum+Likelihood+Sampling+Scheme
Learning Fast Samplers for Diffusion Models by Differentiating Through Sample Quality,2022,ICLR,"['Daniel Watson', 'William Chan', 'Jonathan Ho', 'Mohammad Norouzi']",poster,[],"Diffusion models have emerged as an expressive family of generative models rivaling GANs in sample quality and autoregressive models in likelihood scores. Standard diffusion models typically require hundreds of forward passes through the model to generate a single high-fidelity sample. We introduce Differentiable Diffusion Sampler Search (DDSS): a method that optimizes fast samplers for any pre-trained diffusion model by differentiating through sample quality scores. We also present Generalized Gaussian Diffusion Models (GGDM), a family of flexible non-Markovian samplers for diffusion models. We show that optimizing the degrees of freedom of GGDM samplers by maximizing sample quality scores via gradient descent leads to improved sample quality. Our optimization procedure backpropagates through the sampling process using the reparametrization trick and gradient rematerialization. DDSS achieves strong results on unconditional image generation across various datasets (e.g., FID scores on LSUN church 128x128 of 11.6 with only 10 inference steps, and 4.82 with 20 steps, compared to 51.1 and 14.9 with strongest DDPM/DDIM baselines). Our method is compatible with any pre-trained diffusion model without fine-tuning or re-training required.",https://api.openreview.net/pdf/56f0145dd15f32bd53f6dba7efde74914a88f663.pdf,optimization;generative model;inference;diffusion models,https://scholar.google.com/scholar?q=Learning+Fast+Samplers+for+Diffusion+Models+by+Differentiating+Through+Sample+Quality
Autoregressive Diffusion Models,2022,ICLR,"['Emiel Hoogeboom', 'Alexey A. Gritsenko', 'Jasmijn Bastings', 'Ben Poole', 'Rianne van den Berg', 'Tim Salimans']",poster,"['diffusion', 'autoregressive models', 'lossless compression']","We introduce Autoregressive Diffusion Models (ARDMs), a model class encompassing and generalizing order-agnostic autoregressive models (Uria et al., 2014) and absorbing discrete diffusion (Austin et al., 2021), which we show are special cases of ARDMs under mild assumptions. ARDMs are simple to implement and easy to train. Unlike standard ARMs, they do not require causal masking of model representations, and can be trained using an efficient objective similar to modern probabilistic diffusion models that scales favourably to highly-dimensional data. At test time, ARDMs support parallel generation which can be adapted to fit any given generation budget. We find that ARDMs require significantly fewer steps than discrete diffusion models to attain the same performance. Finally, we apply ARDMs to lossless compression, and show that they are uniquely suited to this task. Contrary to existing approaches based on bits-back coding, ARDMs obtain compelling results not only on complete datasets, but also on compressing single data points. Moreover, this can be done using a modest number of network calls for (de)compression due to the model's adaptable parallel generation.",https://api.openreview.net/pdf/1e4e9d350d86450e306f14f662b9cdf718fce184.pdf,representation;generative model;diffusion models,https://scholar.google.com/scholar?q=Autoregressive+Diffusion+Models
PriorGrad: Improving Conditional Denoising Diffusion Models with Data-Dependent Adaptive Prior,2022,ICLR,"['Sang-gil Lee', 'Heeseung Kim', 'Chaehun Shin', 'Xu Tan', 'Chang Liu', 'Qi Meng', 'Tao Qin', 'Wei Chen', 'Sungroh Yoon', 'Tie-Yan Liu']",poster,"['diffusion-based model', 'generative model', 'speech synthesis']","Denoising diffusion probabilistic models have been recently proposed to generate high-quality samples by estimating the gradient of the data density. The framework assumes the prior noise as a standard Gaussian distribution, whereas the corresponding data distribution may be more complicated than the standard Gaussian distribution, which potentially introduces inefficiency in denoising the prior noise into the data sample because of the discrepancy between the data and the prior. In this paper, we propose PriorGrad to improve the efficiency of the conditional diffusion model (for example, a vocoder using a mel-spectrogram as the condition) by applying an adaptive prior derived from the data statistics based on the conditional information. We formulate the training and sampling procedures of PriorGrad and demonstrate the advantages of an adaptive prior through a theoretical analysis. Focusing on the audio domain, we consider the recently proposed diffusion-based audio generative models based on both the spectral and time domains and show that PriorGrad achieves faster convergence and superior performance, leading to an improved perceptual quality and tolerance to a smaller network capacity, and thereby demonstrating the efficiency of a data-dependent adaptive prior.",https://api.openreview.net/pdf/0e602657a19a26315b3e07434feb9b84217302e6.pdf,generative model;adaptive;diffusion models,https://scholar.google.com/scholar?q=PriorGrad:+Improving+Conditional+Denoising+Diffusion+Models+with+Data-Dependent+Adaptive+Prior
Label-Efficient Semantic Segmentation with Diffusion Models,2022,ICLR,"['Dmitry Baranchuk', 'Andrey Voynov', 'Ivan Rubachev', 'Valentin Khrulkov', 'Artem Babenko']",poster,[],"Denoising diffusion probabilistic models have recently received much research attention since they outperform alternative approaches, such as GANs, and currently provide state-of-the-art generative performance. The superior performance of diffusion models has made them an appealing tool in several applications, including inpainting, super-resolution, and semantic editing. In this paper, we demonstrate that diffusion models can also serve as an instrument for semantic segmentation, especially in the setup when labeled data is scarce. In particular, for several pretrained diffusion models, we investigate the intermediate activations from the networks that perform the Markov step of the reverse diffusion process. We show that these activations effectively capture the semantic information from an input image and appear to be excellent pixel-level representations for the segmentation problem. Based on these observations, we describe a simple segmentation method, which can work even if only a few training images are provided. Our approach significantly outperforms the existing alternatives on several datasets for the same amount of human supervision. ",https://api.openreview.net/pdf/7f702e218df7a81da790cff07136c4f77297f473.pdf,transformer;representation;generative model;segmentation;diffusion models,https://scholar.google.com/scholar?q=Label-Efficient+Semantic+Segmentation+with+Diffusion+Models
SDEdit: Guided Image Synthesis and Editing with Stochastic Differential Equations,2022,ICLR,"['Chenlin Meng', 'Yutong He', 'Yang Song', 'Jiaming Song', 'Jiajun Wu', 'Jun-Yan Zhu', 'Stefano Ermon']",poster,[],"Guided image synthesis enables everyday users to create and edit photo-realistic images with minimum effort. The key challenge is balancing faithfulness to the user inputs (e.g., hand-drawn colored strokes) and realism of the synthesized images. Existing GAN-based methods attempt to achieve such balance using either conditional GANs or GAN inversions, which are challenging and often require additional training data or loss functions for individual applications. To address these issues, we introduce a new image synthesis and editing method, Stochastic Differential Editing (SDEdit), based on a diffusion model generative prior, which synthesizes realistic images by iteratively denoising through a stochastic differential equation (SDE). Given an input image with user guide in a form of manipulating RGB pixels, SDEdit first adds noise to the input, then subsequently denoises the resulting image through the SDE prior to increase its realism. SDEdit does not require task-specific training or inversions and can naturally achieve the balance between realism and faithfulness. SDEdit outperforms state-of-the-art GAN-based methods by up to 98.09% on realism and 91.72% on overall satisfaction scores, according to a human perception study, on multiple tasks, including stroke-based image synthesis and editing as well as image compositing.",https://api.openreview.net/pdf/e3d44fdd105753b51dcb91a908082d6317713ae9.pdf,graph;generative model;diffusion models,https://scholar.google.com/scholar?q=SDEdit:+Guided+Image+Synthesis+and+Editing+with+Stochastic+Differential+Equations
BDDM: Bilateral Denoising Diffusion Models for Fast and High-Quality Speech Synthesis,2022,ICLR,"['Max W. Y. Lam', 'Jun Wang', 'Dan Su', 'Dong Yu']",poster,"['Speech Synthesis', 'Vocoder', 'Generative Model', 'Diffusion Model']","Diffusion probabilistic models (DPMs) and their extensions have emerged as competitive generative models yet confront challenges of efficient sampling. We propose a new bilateral denoising diffusion model (BDDM) that parameterizes both the forward and reverse processes with a schedule network and a score network, which can train with a novel bilateral modeling objective. We show that the new surrogate objective can achieve a lower bound of the log marginal likelihood tighter than a conventional surrogate. We also find that BDDM allows inheriting pre-trained score network parameters from any DPMs and consequently enables speedy and stable learning of the schedule network and optimization of a noise schedule for sampling.
Our experiments demonstrate that BDDMs can generate high-fidelity audio samples with as few as three sampling steps. Moreover, compared to other state-of-the-art diffusion-based neural vocoders, BDDMs produce comparable or higher quality samples indistinguishable from human speech, notably with only seven sampling steps (143x faster than WaveGrad and 28.6x faster than DiffWave). We release our code at https://github.com/tencent-ailab/bddm.",https://api.openreview.net/pdf/8ac09c0c92b7fc2905b7bbd470f4a2a4607be605.pdf,graph;optimization;zero_few-shot;generative model;diffusion models,https://scholar.google.com/scholar?q=BDDM:+Bilateral+Denoising+Diffusion+Models+for+Fast+and+High-Quality+Speech+Synthesis
Pseudo Numerical Methods for Diffusion Models on Manifolds,2022,ICLR,"['Luping Liu', 'Yi Ren', 'Zhijie Lin', 'Zhou Zhao']",poster,"['diffusion model', 'generative model', 'numerical method', 'manifold']","Denoising Diffusion Probabilistic Models (DDPMs) can generate high-quality samples such as image and audio samples. However, DDPMs require hundreds to thousands of iterations to produce a sample. Several prior works have successfully accelerated DDPMs through adjusting the variance schedule (e.g., Improved Denoising Diffusion Probabilistic Models) or the denoising equation (e.g., Denoising Diffusion Implicit Models (DDIMs)). However, these acceleration methods cannot maintain the quality of samples and even introduce new noise at high speedup rate, which limit their practicability. To accelerate the inference process while keeping the sample quality, we provide a new perspective that DDPMs should be treated as solving differential equations on manifolds. Under such a perspective, we propose pseudo numerical methods for diffusion models (PNDMs). Specifically, we figure out how to solve differential equations on manifolds and show that DDIMs are simple cases of pseudo numerical methods. We change several classical numerical methods to corresponding pseudo numerical methods and find that pseudo linear multi-step method is the best method in most situations. According to our experiments, by directly using pre-trained models on Cifar10, CelebA and LSUN, PNDMs can generate higher quality synthetic images with only 50 steps compared with 1000-step DDIMs (20x speedup), significantly outperform DDIMs with 250 steps (by around 0.4 in FID) and have good generalization on different variance schedules.",https://api.openreview.net/pdf/08c071f50f706076294158af529e4f1a2556df41.pdf,inference;diffusion models,https://scholar.google.com/scholar?q=Pseudo+Numerical+Methods+for+Diffusion+Models+on+Manifolds
Score-Based Generative Modeling with Critically-Damped Langevin Diffusion,2022,ICLR,"['Tim Dockhorn', 'Arash Vahdat', 'Karsten Kreis']",spotlight,"['Score-based generative modeling', 'denoising diffusion models', 'image synthesis']","Score-based generative models (SGMs) have demonstrated remarkable synthesis quality. SGMs rely on a diffusion process that gradually perturbs the data towards a tractable distribution, while the generative model learns to denoise. The complexity of this denoising task is, apart from the data distribution itself, uniquely determined by the diffusion process. We argue that current SGMs employ overly simplistic diffusions, leading to unnecessarily complex denoising processes, which limit generative modeling performance. Based on connections to statistical mechanics, we propose a novel critically-damped Langevin diffusion (CLD) and show that CLD-based SGMs achieve superior performance. CLD can be interpreted as running a joint diffusion in an extended space, where the auxiliary variables can be considered ""velocities"" that are coupled to the data variables as in Hamiltonian dynamics. We derive a novel score matching objective for CLD and show that the model only needs to learn the score function of the conditional distribution of the velocity given data, an easier task than learning scores of the data directly. We also derive a new sampling scheme for efficient synthesis from CLD-based diffusion models. We find that CLD outperforms previous SGMs in synthesis quality for similar network architectures and sampling compute budgets. We show that our novel sampler for CLD significantly outperforms solvers such as Euler–Maruyama. Our framework provides new insights into score-based denoising diffusion models and can be readily used for high-resolution image synthesis. Project page and code: https://nv-tlabs.github.io/CLD-SGM.",https://api.openreview.net/pdf/b0abf219a709e60170ee3d79e0068b682e8696dd.pdf,generative model;diffusion models,https://scholar.google.com/scholar?q=Score-Based+Generative+Modeling+with+Critically-Damped+Langevin+Diffusion
Progressive Distillation for Fast Sampling of Diffusion Models,2022,ICLR,"['Tim Salimans', 'Jonathan Ho']",spotlight,"['Diffusion Models', 'Generative Models', 'fast sampling']","Diffusion models have recently shown great promise for generative modeling, outperforming GANs on perceptual quality and autoregressive models at density estimation. A remaining downside is their slow sampling time: generating high quality samples takes many hundreds or thousands of model evaluations. Here we make two contributions to help eliminate this downside: First, we present new parameterizations of diffusion models that provide increased stability when using few sampling steps, compared to models in the literature. Second, we present a method to distill a trained deterministic diffusion sampler, using many steps, into a new diffusion model that takes half as many sampling steps. We then keep progressively applying this distillation procedure to our model, halving the number of required sampling steps each time. On standard image generation benchmarks like CIFAR-10, ImageNet, and LSUN, we start out with (near) state-of-the-art samplers taking 1024 or 8192 steps, and are able to distill down to models taking as little as 4 steps without losing much perceptual quality; achieving, for example, a FID of 3.0 on CIFAR-10 in 4 steps. Finally, we show that the full progressive distillation procedure does not take more time than it takes to train the original model, thus representing an efficient solution for generative modeling using diffusion at both train and test time.",https://api.openreview.net/pdf/3b30857a628099896b6123e85d6cf04c59abe77b.pdf,graph;zero_few-shot;generative model;distillation;diffusion models,https://scholar.google.com/scholar?q=Progressive+Distillation+for+Fast+Sampling+of+Diffusion+Models
Tackling the Generative Learning Trilemma with Denoising Diffusion GANs,2022,ICLR,"['Zhisheng Xiao', 'Karsten Kreis', 'Arash Vahdat']",spotlight,[],"A wide variety of deep generative models has been developed in the past decade. Yet, these models often struggle with simultaneously addressing three key requirements including: high sample quality, mode coverage, and fast sampling. We call the challenge imposed by these requirements the generative learning trilemma, as the existing models often trade some of them for others. Particularly, denoising diffusion models have shown impressive sample quality and diversity, but their expensive sampling does not yet allow them to be applied in many real-world applications. In this paper, we argue that slow sampling in these models is fundamentally attributed to the Gaussian assumption in the denoising step which is justified only for small step sizes. To enable denoising with large steps, and hence, to reduce the total number of denoising steps, we propose to model the denoising distribution using a complex multimodal distribution. We introduce denoising diffusion generative adversarial networks (denoising diffusion GANs) that model each denoising step using a multimodal conditional GAN. Through extensive evaluations, we show that denoising diffusion GANs obtain sample quality and diversity competitive with original diffusion models while being 2000$\times$ faster on the CIFAR-10 dataset. Compared to traditional GANs, our model exhibits better mode coverage and sample diversity. To the best of our knowledge, denoising diffusion GAN is the first model that reduces sampling cost in diffusion models to an extent that allows them to be applied to real-world applications inexpensively.",https://api.openreview.net/pdf/6570cfc5a990e77af23d8a4c6b934ac249ba4426.pdf,graph;zero_few-shot;generative model;multimodal;diffusion models,https://scholar.google.com/scholar?q=Tackling+the+Generative+Learning+Trilemma+with+Denoising+Diffusion+GANs
Protein Sequence and Structure Co-Design with Equivariant Translation,2023,ICLR,"['Chence Shi', 'Chuanrui Wang', 'Jiarui Lu', 'Bozitao Zhong', 'Jian Tang']",poster,"['protein design', 'sequence structure co-design', 'equivariant translation', 'geometric deep learning']","Proteins are macromolecules that perform essential functions in all living organisms. Designing novel proteins with specific structures and desired functions has been a long-standing challenge in the field of bioengineering. Existing approaches generate both protein sequence and structure using either autoregressive models or diffusion models, both of which suffer from high inference costs. In this paper, we propose a new approach capable of protein sequence and structure co-design, which iteratively translates both protein sequence and structure into the desired state from random initialization, based on context features given a priori. Our model consists of a trigonometry-aware encoder that reasons geometrical constraints and interactions from context features, and a roto-translation equivariant decoder that translates protein sequence and structure interdependently. Notably, all protein amino acids are updated in one shot in each translation step, which significantly accelerates the inference process. Experimental results across multiple tasks show that our model outperforms previous state-of-the-art baselines by a large margin, and is able to design proteins of high fidelity as regards both sequence and structure, with running time orders of magnitude less than sampling-based methods.",https://api.openreview.net/pdf/eb4c9a122dd34e10a2a9eb419a4ba937bd7b32e5.pdf,graph;optimization;inference;metric;diffusion models,https://scholar.google.com/scholar?q=Protein+Sequence+and+Structure+Co-Design+with+Equivariant+Translation
