title,year,source,authors,class,keywords,abstract,pdf_link,topic,google_scholar_link
Federated Learning Based on Dynamic Regularization,2021,ICLR,"['Durmus Alp Emre Acar', 'Yue Zhao', 'Ramon Matas', 'Matthew Mattina', 'Paul Whatmough', 'Venkatesh Saligrama']",poster,"['Federated Learning', 'Deep Neural Networks', 'Distributed Optimization']","We propose a novel federated learning method for distributively training neural network models, where the server orchestrates cooperation between a subset of randomly chosen devices in each round. We view Federated Learning problem primarily from a communication perspective and allow more device level computations to save transmission costs. We point out a fundamental dilemma, in that the minima of the local-device level empirical loss are inconsistent with those of the global empirical loss. Different from recent prior works, that either attempt inexact minimization or utilize devices for parallelizing gradient computation, we propose a dynamic regularizer for each device at each round, so that in the limit the global and device solutions are aligned. We demonstrate both through empirical results on real and synthetic data as well as analytical results that our scheme leads to efficient training, in both convex and non-convex settings, while being fully agnostic to device heterogeneity and robust to large number of devices, partial participation and unbalanced data.",/pdf/d5d8224518e951c4f83d7ee7338ee5862ea09a04.pdf,zero_few-shot;federated learning;multimodal,https://scholar.google.com/scholar?q=Federated+Learning+Based+on+Dynamic+Regularization
Watching the World Go By: Representation Learning from Unlabeled Videos,2021,ICLR,"['Daniel Gordon', 'Kiana Ehsani', 'Dieter Fox', 'Ali Farhadi']",poster,"['Representation Learning', 'Unsupervised Learning', 'Video Analytics']","Recent unsupervised representation learning techniques show remarkable success on many single image tasks by using instance discrimination:  learning to differentiate between two augmented versions of the same image and a large batch of unrelated images.  Prior work uses artificial data augmentation techniques such as cropping, and color jitter which can only affect the image in superficial waysand are not aligned with how objects actually change e.g. occlusion, deformation,viewpoint change.  We argue that videos offer this natural augmentation for free.Videos can provide entirely new views of objects,  show deformation,  and even connect semantically similar but visually distinct concepts.We propose Video Noise Contrastive Estimation,  a method for using unlabeled video to learnstrong, transferable, single image representations.We demonstrate improvements over recent unsupervised single image techniques,as well as over fully supervised ImageNet pretraining, across temporal and non-temporal tasks.",/pdf/4ffe4e853c95333eeab980c0e58d33cc89776a18.pdf,representation;contrastive learning;transfer learning;augmentation;multimodal,https://scholar.google.com/scholar?q=Watching+the+World+Go+By:+Representation+Learning+from+Unlabeled+Videos
Self-Supervised Learning of Compressed Video Representations,2021,ICLR,"['Youngjae Yu', 'Sangho Lee', 'Gunhee Kim', 'Yale Song']",poster,"['Compressed videos', 'self-supervised learning']","Self-supervised learning of video representations has received great attention. Existing methods typically require frames to be decoded before being processed, which increases compute and storage requirements and ultimately hinders large-scale training. In this work, we propose an efficient self-supervised approach to learn video representations by eliminating the expensive decoding step. We use a three-stream video architecture that encodes I-frames and P-frames of a compressed video. Unlike existing approaches that encode I-frames and P-frames individually, we propose to jointly encode them by establishing bidirectional dynamic connections across streams. To enable self-supervised learning, we propose two pretext tasks that leverage the multimodal nature (RGB, motion vector, residuals) and the internal GOP structure of compressed videos. The first task asks our network to predict zeroth-order motion statistics in a spatio-temporal pyramid; the second task asks correspondence types between I-frames and P-frames after applying temporal transformations. We show that our approach achieves competitive performance on compressed video recognition both in supervised and self-supervised regimes. 
",/pdf/32a283d43ef9e69a3039580759776862664a9146.pdf,zero_few-shot;transformer;representation;multimodal,https://scholar.google.com/scholar?q=Self-Supervised+Learning+of+Compressed+Video+Representations
Discriminative Cross-Modal Data Augmentation for Medical Imaging Applications,2021,ICLR,"['Yue Yang', 'Pengtao Xie']",poster,"['Deep learning', 'Medical imaging', 'Cross-Modal Learning']","While deep learning methods have shown great success in medical image analysis, they require a number of medical images to train. Due to data privacy concerns and unavailability of medical annotators, it is oftentimes very difficult to obtain a lot of labeled medical images for model training. In this paper, we study cross-modality data augmentation to mitigate the data deficiency issue in medical imaging domain. We propose a discriminative unpaired image-to-image translation model which translate images in source modality into images in target modality where the translation task is conducted jointly with the downstream prediction task and the translation is guided by the prediction. Experiments on two applications demonstrate the effectiveness of our method. ",/pdf/8fb6967f0b15eb8138cdacade03b26fe04371ae8.pdf,graph;augmentation;multimodal,https://scholar.google.com/scholar?q=Discriminative+Cross-Modal+Data+Augmentation+for+Medical+Imaging+Applications
Structural Landmarking and Interaction Modelling: on Resolution Dilemmas in Graph Classification,2021,ICLR,"['Kai Zhang', 'Yaokang Zhu', 'Jun Wang', 'Haibin Ling', 'Jie Zhang', 'Hongyuan Zha']",poster,"['Graph Pooling', 'Graph Classiciation', 'Interaction Preserving Graph Pooling', 'Structure Landmarking']","Graph neural networks are promising architecture for learning and inference with graph-structured data. However, generating informative graph level features has long been a challenge.  Current practice of  graph-pooling typically summarizes a graph by squeezing it into a single vector. This may lead to significant loss of predictive, iterpretable structural information, because properties of a complex system are believed to arise largely from the interaction among its components. In this paper, we analyze the intrinsic difficulty in graph classification under the unified concept of ``""resolution dilemmas"" and propose `SLIM, an inductive neural network model for Structural Landmarking and Interaction Modelling, to remedy the information loss in graph pooling. We show that, by projecting graphs onto end-to-end optimizable, and well-aligned substructure landmarks (representatives), the resolution dilemmas can be resolved effectively, so that explicit interacting relation between component parts of a graph can be leveraged directly in explaining its complexity and predicting its property. Empirical evaluations, in comparison with state-of-the-art, demonstrate promising results of our approach on a number of benchmark datasets for graph classification.
",/pdf/7469d918ea04138141acfd7b4b2e7f8fd3df8a65.pdf,graph;inference;multimodal,https://scholar.google.com/scholar?q=Structural+Landmarking+and+Interaction+Modelling:+on+Resolution+Dilemmas+in+Graph+Classification
Variational Dynamic Mixtures,2021,ICLR,"['Chen Qiu', 'Stephan Mandt', 'Maja Rudolph']",poster,['sequential latent variable models'],"Deep probabilistic time series forecasting models have become an integral part of machine learning. While several powerful generative models have been proposed, we provide evidence that their associated inference models are oftentimes too limited and cause the generative model to predict mode-averaged dynamics. Mode-averaging is problematic since many real-world sequences are highly multi-modal, and their averaged dynamics are unphysical (e.g., predicted taxi trajectories might run through buildings on the street map). To better capture multi-modality, we develop variational dynamic mixtures (VDM): a new variational family to infer sequential latent variables. The VDM approximate posterior at each time step is a mixture density network, whose parameters come from propagating multiple samples through a recurrent architecture. This results in an expressive  multi-modal posterior approximation. In an empirical study, we show that VDM outperforms competing approaches on highly multi-modal datasets from different domains. ",/pdf/294d0de17b0d93c0ab68551335362535f2c5816e.pdf,graph;generative model;inference;multimodal,https://scholar.google.com/scholar?q=Variational+Dynamic+Mixtures
Explicit Connection Distillation,2021,ICLR,"['Lujun Li', 'Yikai Wang', 'Anbang Yao', 'Yi Qian', 'Xiao Zhou', 'Ke He']",poster,[],"One effective way to ease the deployment of deep neural networks on resource constrained devices is Knowledge Distillation (KD), which boosts the accuracy of a low-capacity student model by mimicking the learnt information of a high-capacity teacher (either a single model or a multi-model ensemble). Although great progress has been attained on KD research, existing efforts are primarily invested to design better distillation losses by using soft logits or intermediate feature representations of the teacher as the extra supervision. In this paper, we present Explicit Connection Distillation (ECD), a new KD framework, which addresses the knowledge distillation problem in a novel perspective of bridging dense intermediate feature connections between a student network and its corresponding teacher generated automatically in the training, achieving knowledge transfer goal via direct cross-network layer-to-layer gradients propagation. ECD has two interdependent modules. In the first module, given a student network, an auxiliary teacher architecture is temporarily generated conditioned on strengthening feature representations of basic convolutions of the student network via replacing them with dynamic additive convolutions and keeping the other layers unchanged in structure. The teacher generated in this way guarantees its superior capacity and makes a perfect feature alignment (both in input and output dimensions) to the student at every convolutional layer. In the second module, dense feature connections between the aligned convolutional layers from the student to its auxiliary teacher are introduced, which allows explicit layer-to-layer gradients propagation from the teacher to the student via the merged model training from scratch. Intriguingly, as feature connection direction is one-way, all feature connections together with the auxiliary teacher merely exist during training phase. Experiments on popular image classification tasks validate the effectiveness of our method. Code will be made publicly available.",/pdf/ab053bf673bacba208f889cf35ee87a0b83616bb.pdf,graph;optimization;zero_few-shot;representation;transfer learning;distillation;multimodal,https://scholar.google.com/scholar?q=Explicit+Connection+Distillation
ADIS-GAN: Affine Disentangled GAN,2021,ICLR,"['Letao Liu', 'Martin Saerbeck', 'Justin Dauwels']",poster,"['Deep Learning', 'Disentangled Representation', 'Generative Adversarial Network', 'Computer Vision']","This paper proposes Affine Disentangled GAN (ADIS-GAN), which is a Generative Adversarial Network that can explicitly disentangle affine transformations in a self-supervised and rigorous manner.  The objective is inspired by InfoGAN, where an additional affine regularizer acts as the inductive bias.  The affine regularizer is rooted in the affine transformation properties of images, changing some properties of the underlying images, while leaving all other properties invariant. We derive the affine regularizer by decomposing the affine matrix into separate transformation matrices and inferring the transformation parameters by maximum-likelihood estimation.  Unlike the disentangled representations learned by existing approaches, the features learned by ADIS-GAN are axis-aligned and scalable, where transformations such as rotation, horizontal and vertical zoom, horizontal and vertical skew,  horizontal and vertical translation can be explicitly selected and learned. ADIS-GAN successfully disentangles these features on the MNIST, CelebA, and dSprites datasets.",/pdf/7fdabffbb7873150d6097dac467869b53b2e118c.pdf,graph;zero_few-shot;representation;generative model;multimodal,https://scholar.google.com/scholar?q=ADIS-GAN:+Affine+Disentangled+GAN
Learning Cross-Domain Correspondence for Control with Dynamics Cycle-Consistency,2021,ICLR,"['Qiang Zhang', 'Tete Xiao', 'Alexei A Efros', 'Lerrel Pinto', 'Xiaolong Wang']",poster,"['self-supervised learning', 'robotics']","At the heart of many robotics problems is the challenge of learning correspondences across domains. For instance, imitation learning requires obtaining correspondence between humans and robots; sim-to-real requires correspondence between physics simulators and real hardware; transfer learning requires correspondences between different robot environments. In this paper, we propose to learn correspondence across such domains emphasizing on differing modalities (vision and internal state), physics parameters (mass and friction), and morphologies (number of limbs). Importantly, correspondences are learned using unpaired and randomly collected data from the two domains. We propose dynamics cycles that align dynamic robotic behavior across two domains using a cycle consistency constraint. Once this correspondence is found, we can directly transfer the policy trained on one domain to the other, without needing any additional fine-tuning on the second domain. We perform experiments across a variety of problem domains, both in simulation and on real robots. Our framework is able to align uncalibrated monocular video of a real robot arm to dynamic state-action trajectories of a simulated arm without paired data. Video demonstrations of our results are available at: https://sites.google.com/view/cycledynamics .",/pdf/2d895dd1e0137048768cefacc5fe9d81daa35d58.pdf,optimization;transfer learning;multimodal;imitation learning,https://scholar.google.com/scholar?q=Learning+Cross-Domain+Correspondence+for+Control+with+Dynamics+Cycle-Consistency
Diverse Video Generation using a Gaussian Process Trigger,2021,ICLR,"['Gaurav Shrivastava', 'Abhinav Shrivastava']",poster,"['video synthesis', 'future frame generation', 'video generation', 'gaussian process priors', 'diverse video generation']","Generating future frames given a few context (or past) frames is a challenging task. It requires modeling the temporal coherence of videos as well as multi-modality in terms of diversity in the potential future states. Current variational approaches for video generation tend to marginalize over multi-modal future outcomes. Instead, we propose to explicitly model the multi-modality in the future outcomes and leverage it to sample diverse futures. Our approach, Diverse Video Generator, uses a GP to learn priors on future states given the past and maintains a probability distribution over possible futures given a particular sample. We leverage the changes in this distribution over time to control the sampling of diverse future states by estimating the end of on-going sequences. In particular, we use the variance of GP over the output function space to trigger a change in the action sequence. We achieve state-of-the-art results on diverse future frame generation in terms of reconstruction quality and diversity of the generated sequences.",/pdf/fa17e9ba0b11fb7c0b424feda300e370d82df3eb.pdf,graph;generative model;multimodal,https://scholar.google.com/scholar?q=Diverse+Video+Generation+using+a+Gaussian+Process+Trigger
Non-Attentive Tacotron: Robust and controllable neural TTS synthesis including unsupervised duration modeling,2021,ICLR,"['Jonathan Shen', 'Ye Jia', 'Mike Chrzanowski', 'Yu Zhang', 'Isaac Elias', 'Heiga Zen', 'Yonghui Wu']",poster,"['tts', 'text-to-speech']","This paper presents Non-Attentive Tacotron based on the Tacotron 2 text-to-speech model, replacing the attention mechanism with an explicit duration predictor. This improves robustness significantly as measured by unaligned duration ratio and word deletion rate, two metrics introduced in this paper for large-scale robustness evaluation using a pre-trained speech recognition model. With the use of Gaussian upsampling, Non-Attentive Tacotron achieves a 5-scale mean opinion score for naturalness of 4.41, slightly outperforming Tacotron 2. The duration predictor enables both utterance-wide and per-phoneme control of duration at inference time. When accurate target durations are scarce or unavailable in the training data, we propose a method using a fine-grained variational auto-encoder to train the duration predictor in a semi-supervised or unsupervised manner, with results almost as good as supervised training.",/pdf/1868713d01e66c6f590aeb4eeb35dff5848ec601.pdf,transformer;inference;metric;multimodal,https://scholar.google.com/scholar?q=Non-Attentive+Tacotron:+Robust+and+controllable+neural+TTS+synthesis+including+unsupervised+duration+modeling
Language Controls More Than Top-Down Attention: Modulating Bottom-Up Visual Processing with Referring Expressions,2021,ICLR,"['Ozan Arkan Can', 'Ilker Kesen', 'Deniz Yuret']",poster,"['Referring Expression Understanding', 'Language-Vision Problems', 'Grounded Language Understanding']","How to best integrate linguistic and perceptual processing in multimodal tasks is an important open problem. In this work we argue that the common technique of using language to direct visual attention over high-level visual features may not be optimal. Using language throughout the bottom-up visual pathway, going from pixels to high-level features, may be necessary. Our experiments on several English referring expression datasets show significant improvements when language is used to control the filters for bottom-up visual processing in addition to top-down attention.",/pdf/4ab86a642f612cffb87fd273aa47be6991f83cc0.pdf,transformer;multimodal,https://scholar.google.com/scholar?q=Language+Controls+More+Than+Top-Down+Attention:+Modulating+Bottom-Up+Visual+Processing+with+Referring+Expressions
Single Layers of Attention Suffice to Predict Protein Contacts,2021,ICLR,"['Nick Bhattacharya', 'Neil Thomas', 'Roshan Rao', 'Justas Daupras', 'Peter K Koo', 'David Baker', 'Yun S. Song', 'Sergey Ovchinnikov']",poster,"['Protein Structure', 'Proteins', 'Contact Prediction', 'Representation Learning', 'Language Modeling', 'Attention', 'Transformer', 'BERT', 'Markov Random Fields', 'Potts Models', 'Self-supervised learning']","The established approach to unsupervised protein contact prediction estimates coevolving positions using undirected graphical models. This approach trains a Potts model on a Multiple Sequence Alignment, then predicts that the edges with highest weight correspond to contacts in the 3D structure. On the other hand, increasingly large Transformers are being pretrained on protein sequence databases but have demonstrated mixed results for downstream tasks, including contact prediction. This has sparked discussion about the role of scale and attention-based models in unsupervised protein representation learning. We argue that attention is a principled model of protein interactions, grounded in real properties of protein family data. We introduce a simplified attention layer, factored attention, and show that it achieves comparable performance to Potts models, while sharing parameters both within and across families. Further, we extract contacts from the attention maps of a pretrained Transformer and show they perform competitively with the other two approaches. This provides evidence that large-scale pretraining can learn meaningful protein features when presented with unlabeled and unaligned data. We contrast factored attention with the Transformer to indicate that the Transformer leverages hierarchical signal in protein family databases not captured by our single-layer models. This raises the exciting possibility for the development of powerful structured models of protein family databases.",/pdf/31cd8f234cb9c568d12cebd3756d42c58197276a.pdf,graph;transformer;representation;multimodal;3d,https://scholar.google.com/scholar?q=Single+Layers+of+Attention+Suffice+to+Predict+Protein+Contacts
Deep Gated Canonical Correlation Analysis,2021,ICLR,"['Ofir Lindenbaum', 'Moshe Salhov', 'Amir Averbuch', 'Yuval Kluger']",poster,[],"Canonical Correlation Analysis (CCA) models can extract informative correlated representations from multimodal unlabelled data. Despite their success, CCA models may break if the number of variables exceeds the number of samples. We propose Deep Gated-CCA, a method for learning correlated representations based on a sparse subset of variables from two observed modalities. The proposed procedure learns two non-linear transformations and simultaneously gates the input variables to identify a subset of most correlated variables. The non-linear transformations are learned by training two neural networks to maximize a shared correlation loss defined based on their outputs. Gating is obtained by adding an approximate $\ell_0$ regularization term applied to the input variables. This approximation relies on a recently proposed continuous Gaussian based relaxation for Bernoulli variables which act as gates. We demonstrate the efficacy of the method using several synthetic and real examples. Most notably, the method outperforms other linear and non-linear CCA models.",/pdf/aff1b325a1bd037b901d645892a8d84204e8085f.pdf,representation;sparse;multimodal,https://scholar.google.com/scholar?q=Deep+Gated+Canonical+Correlation+Analysis
Generalized Multimodal ELBO,2021,ICLR,"['Thomas M. Sutter', 'Imant Daunhawer', 'Julia E Vogt']",poster,"['Multimodal', 'VAE', 'ELBO', 'self-supervised', 'generative learning']","Multiple data types naturally co-occur when describing real-world phenomena and learning from them is a long-standing goal in machine learning research. However, existing self-supervised generative models approximating an ELBO are not able to fulfill all desired requirements of multimodal models: their posterior approximation functions lead to a trade-off between the semantic coherence and the ability to learn the joint data distribution. We propose a new, generalized ELBO formulation for multimodal data that overcomes these limitations. The new objective encompasses two previous methods as special cases and combines their benefits without compromises. In extensive experiments, we demonstrate the advantage of the proposed method compared to state-of-the-art models in self-supervised, generative learning tasks.",/pdf/2cfd5fea6a35d4586487da796743d75dacc7118c.pdf,zero_few-shot;generative model;multimodal,https://scholar.google.com/scholar?q=Generalized+Multimodal+ELBO
Model-based micro-data reinforcement learning: what are the crucial model properties and which model to choose?,2021,ICLR,"['Balázs Kégl', 'Gabriel Hurtado', 'Albert Thomas']",poster,"['model-based reinforcement learning', 'generative models', 'mixture density nets', 'dynamic systems', 'heteroscedasticity']","We contribute to micro-data model-based reinforcement learning (MBRL) by rigorously comparing popular generative models using a fixed (random shooting) control agent. We find that on an environment that requires multimodal posterior predictives, mixture density nets outperform all other models by a large margin. When multimodality is not required, our surprising finding is that we do not need probabilistic posterior predictives: deterministic models are on par, in fact they consistently (although non-significantly) outperform their probabilistic counterparts. We also found that heteroscedasticity at training time, perhaps acting as a regularizer, improves predictions at longer horizons. At the methodological side, we design metrics and an experimental protocol which can be used to evaluate the various models, predicting their asymptotic performance when using them on the control problem. Using this framework, we improve the state-of-the-art sample complexity of MBRL on Acrobot by two to four folds, using an aggressive training schedule which is outside of the hyperparameter interval usually considered.",/pdf/04313ea0678f51bf6e97525219f5b92003b041b9.pdf,reinforcement learning;graph;generative model;metric;multimodal,https://scholar.google.com/scholar?q=Model-based+micro-data+reinforcement+learning:+what+are+the+crucial+model+properties+and+which+model+to+choose?
Set Prediction without Imposing Structure as Conditional Density Estimation,2021,ICLR,"['David W Zhang', 'Gertjan J. Burghouts', 'Cees G. M. Snoek']",poster,"['set prediction', 'energy based models']","Set prediction is about learning to predict a collection of unordered variables with unknown interrelations. Training such models with set losses imposes the structure of a metric space over sets. We focus on stochastic and underdefined cases, where an incorrectly chosen loss function leads to implausible predictions. Example tasks include conditional point-cloud reconstruction and predicting future states of molecules. In this paper we propose an alternative to training via set losses, by viewing learning as conditional density estimation. Our learning framework fits deep energy-based models and approximates the intractable likelihood with gradient-guided sampling. Furthermore, we propose a stochastically augmented prediction algorithm that enables multiple predictions, reflecting the possible variations in the target set. We empirically demonstrate on a variety of datasets the capability to learn multi-modal densities and produce different plausible predictions. Our approach is competitive with previous set prediction models on standard benchmarks. More importantly, it extends the family of addressable tasks beyond those that have unambiguous predictions.",/pdf/04c489674227569994e57717321c907597b1355c.pdf,metric;augmentation;multimodal,https://scholar.google.com/scholar?q=Set+Prediction+without+Imposing+Structure+as+Conditional+Density+Estimation
Coverage as a Principle for Discovering Transferable Behavior in Reinforcement Learning,2021,ICLR,"['Víctor Campos', 'Pablo Sprechmann', 'Steven Stenberg Hansen', 'Andre Barreto', 'Charles Blundell', 'Alex Vitvitskyi', 'Steven Kapturowski', 'Adria Puigdomenech Badia']",poster,"['deep reinforcement learning', 'transfer learning', 'unsupervised learning', 'exploration']","Designing agents that acquire knowledge autonomously and use it to solve new tasks efficiently is an important challenge in reinforcement learning. Unsupervised learning provides a useful paradigm for autonomous acquisition of task-agnostic knowledge. In supervised settings, representations discovered through unsupervised pre-training offer important benefits when transferred to downstream tasks. Given the nature of the reinforcement learning problem, we explore how to transfer knowledge through behavior instead of representations. The behavior of pre-trained policies may be used for solving the task at hand (exploitation), as well as for collecting useful data to solve the problem (exploration). We argue that pre-training policies to maximize coverage will result in behavior that is useful for both strategies. When using these policies for both exploitation and exploration, our agents discover solutions that lead to larger returns. The largest gains are generally observed in domains requiring structured exploration, including settings where the behavior of the pre-trained policies is misaligned with the downstream task.",/pdf/f61a0bd1bf18a7a4188cd8f8c9b04e5224b515ab.pdf,reinforcement learning;representation;transfer learning;multimodal,https://scholar.google.com/scholar?q=Coverage+as+a+Principle+for+Discovering+Transferable+Behavior+in+Reinforcement+Learning
Learning without Forgetting: Task Aware Multitask Learning for Multi-Modality Tasks,2021,ICLR,"['Sathish Reddy Indurthi', 'Mohd Abbas Zaidi', 'Nikhil Kumar Lakumarapu', 'Beomseok Lee', 'HyoJung Han', 'Sangha Kim', 'Inchul Hwang']",poster,"['Deep Learning', 'Joint Learning', 'Meta Learning', 'Multi-task Learning']","Existing joint learning strategies like multi-task or meta-learning focus more on shared learning and have little to no scope for task-specific learning. This creates the need for a distinct shared pretraining phase and a task-specific finetuning phase. The fine-tuning phase creates separate systems for each task, where improving the performance of a particular task necessitates forgetting some of the knowledge garnered in other tasks. Humans, on the other hand, perform task-specific learning in synergy with general domain-based learning. Inspired by these learning patterns in humans, we suggest a simple yet generic task aware framework to incorporate into existing joint learning strategies. The proposed framework computes task-specific representations to modulate model parameters during joint learning. Hence, it performs both shared and task-specific learning in a single-phase resulting in a single model for all the tasks. The single model itself achieves significant performance gains over the existing joint learning strategies.  For example, we train a model on Speech Translation (ST), Automatic Speech Recognition (ASR), and Machine Translation (MT) tasks using the proposed task aware joint learning approach. This single model achieves a performance of 28.64 BLEU score on ST MuST-C English-German, WER of 11.61 on ASR TEDLium v3, and BLEU score of 23.35 on MT WMT14 English-German tasks. This sets a new state-of-the-art performance (SOTA) on the ST task while outperforming the existing end-to-end ASR systems with a competitive performance on the MT task. ",/pdf/326b033b762bc36fb57cadabf56a9e2532de96b7.pdf,representation;meta-learning;multi-task;multimodal,https://scholar.google.com/scholar?q=Learning+without+Forgetting:+Task+Aware+Multitask+Learning+for+Multi-Modality+Tasks
Multimodal Variational Autoencoders for Semi-Supervised Learning: In Defense of Product-of-Experts,2021,ICLR,"['Svetlana Kutuzova', 'Oswin Krause', 'Douglas McCloskey', 'Mads Nielsen', 'Christian Igel']",poster,"['variational autoencoder', 'multimodal data', 'product-of-experts', 'semi-supervised learning']","Multimodal generative models should be able to learn a meaningful latent representation that enables a coherent joint generation of all modalities (e.g., images and text). Many applications also require the ability to accurately sample modalities conditioned on observations of a subset of the modalities. Often not all modalities may be observed for all training data points, so  semi-supervised learning should be possible.
In this study, we evaluate a family of product-of-experts (PoE) based variational autoencoders that have these desired properties. We include a novel PoE based architecture and training procedure. An empirical evaluation shows that the PoE based models can outperform an additive mixture-of-experts (MoE) approach.
Our experiments support the intuition that PoE models are more suited for a conjunctive combination of modalities while MoEs are more suited for a disjunctive fusion. ",/pdf/f5df283b136768f85d39a9bc755da5c9798f05f3.pdf,representation;vae;generative model;multimodal,https://scholar.google.com/scholar?q=Multimodal+Variational+Autoencoders+for+Semi-Supervised+Learning:+In+Defense+of+Product-of-Experts
Calibrated Adversarial Refinement for Stochastic Semantic Segmentation,2021,ICLR,"['Elias Kassapis', 'Georgi Dikov', 'Deepak Gupta', 'Cedric Nugteren']",poster,"['stochastic semantic segmentation', 'conditional generative models', 'adversarial training', 'calibration', 'uncertainty']","Ambiguities in images or unsystematic annotation can lead to multiple valid solutions in semantic segmentation. To learn a distribution over predictions, recent work has explored the use of probabilistic networks. However, these do not necessarily capture the empirical distribution accurately. In this work, we aim to learn a calibrated multimodal predictive distribution, where the empirical frequency of the sampled predictions closely reflects that of the corresponding labels in the training set. To this end, we propose a novel two-stage, cascaded strategy for calibrated adversarial refinement. In the first stage, we explicitly model the data with a categorical likelihood. In the second, we train an adversarial network to sample from it an arbitrary number of coherent predictions. The model can be used independently or integrated into any black-box segmentation framework to facilitate learning of calibrated stochastic mappings. We demonstrate the utility and versatility of the approach by attaining state-of-the-art results on the multigrader LIDC dataset and a modified Cityscapes dataset. In addition, we use a toy regression dataset to show that our framework is not confined to semantic segmentation, and the core design can be adapted to other tasks requiring learning a calibrated predictive distribution.",/pdf/b1bdb0206f69f90685fd408c18777686459b0ad0.pdf,segmentation;multimodal,https://scholar.google.com/scholar?q=Calibrated+Adversarial+Refinement+for+Stochastic+Semantic+Segmentation
Multi-View Disentangled Representation,2021,ICLR,"['Zongbo Han', 'Changqing Zhang', 'Huazhu Fu', 'Qinghua Hu', 'Joey Tianyi Zhou']",poster,[],"Learning effective representations for data with multiple views is crucial in machine learning and pattern recognition. Recently great efforts have focused on learning unified or latent representations to integrate information from different views for specific tasks. These approaches generally assume simple or implicit relationships between different views and as a result are not able to flexibly and explicitly depict the correlations among these views. To address this, we firstly propose the definition and conditions for multi-view disentanglement providing general instructions for disentangling representations between different views. Furthermore, a novel objective function is derived to explicitly disentangle the multi-view data into a shared part across different views and a (private) exclusive part within each view. Experiments on a variety of multi-modal datasets demonstrate that our objective can effectively disentangle information from different views while satisfying the disentangling conditions.",/pdf/408a3026f62529c7dbcff93c4f2ce77a5c4744d4.pdf,representation;multimodal;multi-view,https://scholar.google.com/scholar?q=Multi-View+Disentangled+Representation
Sequence Metric Learning as Synchronization of Recurrent Neural Networks,2021,ICLR,"['Paul Compagnon', 'Grégoire Lefebvre', 'Stefan Duffner', 'Christophe Garcia']",poster,"['Metric learning', 'sequence processing', 'siamese recurrent neural network', 'dynamical systems']","Sequence metric learning is becoming a widely adopted approach for various applications dealing with sequential multi-variate data such as activity recognition or natural language processing and is most of the time tackled with sequence alignment approaches or representation learning. 
In this paper, we propose to study this subject from the point of view of dynamical system theory by drawing the analogy between synchronized trajectories produced by dynamical systems and the distance between similar sequences processed by a siamese recurrent neural network. 
Indeed, a siamese recurrent network comprises two identical sub-networks, two identical dynamical systems which can theoretically achieve complete synchronization if a coupling is introduced between them. 
We therefore propose a new neural network model that implements this coupling with a new gate integrated into the classical Gated Recurrent Unit architecture. This model is thus able to simultaneously learn a similarity metric and the synchronization of unaligned multi-variate sequences in a weakly supervised way.
Our experiments show that introducing such a coupling improves the performance of the siamese Gated Recurrent Unit architecture on an activity recognition dataset. ",/pdf/8bf2d1729e4cad904fdd23b2e92ceeea2ef8f903.pdf,zero_few-shot;representation;metric;multimodal;llm,https://scholar.google.com/scholar?q=Sequence+Metric+Learning+as+Synchronization+of+Recurrent+Neural+Networks
You Only Need Adversarial Supervision for Semantic Image Synthesis,2021,ICLR,"['Edgar Schönfeld', 'Vadim Sushko', 'Dan Zhang', 'Juergen Gall', 'Bernt Schiele', 'Anna Khoreva']",poster,"['Semantic Image Synthesis', 'GANs', 'Image Generation', 'Deep Learning']","Despite their recent successes, GAN models for semantic image synthesis still suffer from poor image quality when trained with only adversarial supervision. Historically, additionally employing the VGG-based perceptual loss has helped to overcome this issue, significantly improving the synthesis quality, but at the same time limiting the progress of GAN models for semantic image synthesis. In this work, we propose a novel, simplified GAN model, which needs only adversarial supervision to achieve high quality results. We re-design the discriminator as a semantic segmentation network, directly using the given semantic label maps as the ground truth for training. By providing stronger supervision to the discriminator as well as to the generator through spatially- and semantically-aware discriminator feedback, we are able to synthesize images of higher fidelity with better alignment to their input label maps, making the use of the perceptual loss superfluous. Moreover, we enable high-quality multi-modal image synthesis through global and local sampling of a 3D noise tensor injected into the generator, which allows complete or partial image change. We show that images synthesized by our model are more diverse and follow the color and texture distributions of real images more closely. We achieve an average improvement of $6$ FID and $5$ mIoU points over the state of the art across different datasets using only adversarial supervision.",/pdf/296a08e6901d8e9191af10b50555200a0efb3fc4.pdf,zero_few-shot;segmentation;multimodal;3d,https://scholar.google.com/scholar?q=You+Only+Need+Adversarial+Supervision+for+Semantic+Image+Synthesis
