,Title,Year,Source,Authors,Class,topic
312,On Implicit Bias in Overparameterized Bilevel Optimization,2022,ICML,In Reinforcement Learning: Deep/Batch/Offline,Evgenii Nikishin · Max Schwarzer · Pierluca D&#x27;Oro · Pierre-Luc Bacon · Aaron Courville,optimization
313,The Primacy Bias in Deep Reinforcement Learning,2022,ICML,In DL: Algorithms,Dixian Zhu · Gang Li · Bokun Wang · Xiaodong Wu · Tianbao Yang,reinforcement learning
314,When AUC meets DRO: Optimizing Partial AUC for Deep Learning with Non-Convex Convergence Guarantee,2022,ICML,"In SA: Accountability, Transparency and Interpretability",Ricardo Dominguez-Olmedo · Amir Karimi · Bernhard Schölkopf,
315,On the Adversarial Robustness of Causal Algorithmic Recourse,2022,ICML,In Session 2 Track 9,Qi Chen · Yifei Wang · Yisen Wang · Jiansheng Yang · Zhouchen Lin,
316,Optimization-Induced Graph Implicit Nonlinear Diffusion,2022,ICML,In Session 2 Track 5,Chen Qiu · Aodong Li · Marius Kloft · Maja Rudolph · Stephan Mandt,graph/optimization/online learning
317,Latent Outlier Exposure for Anomaly Detection with Contaminated Data,2022,ICML,In APP: Computer Vision,Zhou Daquan · Zhiding Yu · Enze Xie · Chaowei Xiao · Animashree Anandkumar · Jiashi Feng · Jose M. Alvarez,
318,Understanding The Robustness in Vision Transformers,2022,ICML,In Theory: Bandits/RL/Everything Else,Pavlo Melnyk · Michael Felsberg · Mårten Wadenbäck,transformer
319,Steerable 3D Spherical Neurons,2022,ICML,In Reinforcement Learning: Deep/Batch/Offline,Shentao Yang · Yihao Feng · Shujian Zhang · Mingyuan Zhou,
320,Regularizing a Model-based Policy Stationary Distribution to Stabilize Offline Reinforcement Learning,2022,ICML,In Theory,Malik TIOMOKO · Ekkehard Schnoor · Mohamed El Amine Seddik · Igor Colin · Aladin Virmaux,reinforcement learning
321,Deciphering Lasso-based Classification Through a Large Dimensional Analysis of the Iterative Soft-Thresholding Algorithm,2022,ICML,In Session 2 Track 2,Bodhisattwa Prasad Majumder · Oana-Maria Camburu · Thomas Lukasiewicz · Julian McAuley,
322,Knowledge-Grounded Self-Rationalization via Extractive and Natural Language Explanations,2022,ICML,,,active learning
323,Break,2022,ICML,Oral,,
324,Short Break,2022,ICML,In SA: Trustworthy Machine Learning,Yifei Ming · Ying Fan · Yixuan Li,
325,POEM: Out-of-Distribution Detection with Posterior Sampling,2022,ICML,In Theory,Tal Lancewicki · Aviv Rosenberg · Yishay Mansour,
326,Cooperative Online Learning in Stochastic and Adversarial MDPs,2022,ICML,In T: Learning/Deep Learning Theory,Pranjal Awasthi · Anqi Mao · Mehryar Mohri · Yutao Zhong,online learning
327,H-Consistency Bounds for Surrogate Loss Minimizers,2022,ICML,In PM: Monte Carlo and Sampling Methods,Insu Han · Mike Gartrell · Elvis Dohmatob · Amin Karbasi,
328,Scalable MCMC Sampling for Nonsymmetric Determinantal Point Processes,2022,ICML,Session,,metric
330,MISC: Causality,2022,ICML,Session,,
331,SA: Trustworthy Machine Learning,2022,ICML,Session,,
332,T: Learning/Deep Learning Theory,2022,ICML,Session,,
333,"APP: Neuroscience, Cognitive Science",2022,ICML,Session,,
334,PM: Monte Carlo and Sampling Methods,2022,ICML,Session,,
335,OPT: Non-Convex,2022,ICML,Session,,
336,RL: Multi-agent,2022,ICML,Session,,reinforcement learning/multi-agent
337,DL: Sequential Models,2022,ICML,Spotlight,,
339,Modeling Irregular Time Series with Continuous Recurrent Units,2022,ICML,In Session 3 Track 7,Jingzhao Zhang · Haochuan Li · Suvrit Sra · Ali Jadbabaie,
340,Neural Network Weights Do Not Converge to Stationary Points: An Invariant Measure Perspective,2022,ICML,In MISC: Causality,Nitai Fingerhut · Matteo Sesia · Yaniv Romano,
341,Coordinated Double Machine Learning,2022,ICML,In RL: Multi-agent,Christopher Lu · Timon Willi · Christian Schroeder de Witt · Jakob Foerster,
342,Model-Free Opponent Shaping,2022,ICML,In Deep Learning,Mycal Tucker · Julie Shah,
343,Prototype Based Classification from Hierarchy to Fairness,2022,ICML,"In APP: Neuroscience, Cognitive Science",Fan Yin · Jieying Jiao · Jun Yan · Guanyu Hu,
344,Bayesian Nonparametric Learning for Point Processes with Spatial Homogeneity: A Spatial Analysis of NBA Shot Locations,2022,ICML,In Session 3 Track 8,Boxiang Lyu · Zhaoran Wang · Mladen Kolar · Zhuoran Yang,bayesian/metric
345,Pessimism meets VCG: Learning Dynamic Mechanism Design via Offline Reinforcement Learning,2022,ICML,In MISC: Causality,Sorawit Saengkyongam · Leonard Henckel · Niklas Pfister · Jonas Peters,reinforcement learning
346,Exploiting Independent Instruments: Identification and Distribution Generalization,2022,ICML,"In APP: Neuroscience, Cognitive Science",Antonia Marcu · Adam Prugel-Bennett,
347,On the Effects of Artificial Data Modification,2022,ICML,In Session 3 Track 1,Zhaocheng Zhu · Mikhail Galkin · Zuobai Zhang · Jian Tang,
348,Neural-Symbolic Models for Logical Queries on Knowledge Graphs,2022,ICML,In Session 3 Track 9,Alexandre Drouin · Étienne Marcotte · Nicolas Chapados,graph
349,TACTiS: Transformer-Attentional Copulas for Time Series,2022,ICML,In OPT: Non-Convex,Peng Wang · Huikang Liu · Anthony Man-Cho So · Laura Balzano,transformer
350,Convergence and Recovery Guarantees of the K-Subspaces Method for Subspace Clustering,2022,ICML,O,(,
351,Restarted Nonconvex Accelerated Gradient Descent: No More Polylogarithmic Factor in the,2022,ICML,In DL: Sequential Models,Mingjie Li · Yisen Wang · Zhouchen Lin,
352,CerDEQ: Certifiable Deep Equilibrium Model,2022,ICML,In Deep Learning,Sheng Liu · Aakash Kaku · Weicheng Zhu · Matan Leibovich · Sreyas Mohan · Boyang Yu · Haoxiang Huang · Laure Zanna · Narges Razavian · Jonathan Niles-Weed · Carlos Fernandez-Granda,
353,Deep Probability Estimation,2022,ICML,In RL: Multi-agent,Pier Giuseppe Sessa · Maryam Kamgarpour · Andreas Krause,
354,Efficient Model-based Multi-agent Reinforcement Learning via Optimistic Equilibrium Computation,2022,ICML,In Session 3 Track 5,Alan J.X. Guo · Cong Liang · Qing-Hu Hou,reinforcement learning/multi-agent
355,Deep Squared Euclidean Approximation to the Levenshtein Distance for DNA Storage,2022,ICML,In MISC: Causality,Junzhe Zhang · Jin Tian · Elias Bareinboim,
356,Partial Counterfactual Identification from Observational and Experimental Data,2022,ICML,In DL: Sequential Models,Rui Wang · Robin Walters · Rose Yu,
357,Approximately Equivariant Networks for Imperfectly Symmetric Dynamics,2022,ICML,In Session 3 Track 2,Yonghan Jung · Shiva Kasiviswanathan · Jin Tian · Dominik Janzing · Patrick Bloebaum · Elias Bareinboim,metric
358,On Measuring Causal Contributions via do-interventions,2022,ICML,In Session 3 Track 1,Yilang Zhang · Mengchu Xu · Xiaojun Mao · Jian Wang,
359,Uncertainty Modeling in Generative Compressed Sensing,2022,ICML,In Session 3 Track 5,Ahmed Alaa · Boris van Breugel · Evgeny S. Saveliev · Mihaela van der Schaar,generative model
360,How Faithful is your Synthetic Data? Sample-level Metrics for Evaluating and Auditing Generative Models,2022,ICML,In OPT: Non-Convex,Kwangjun Ahn · Jingzhao Zhang · Suvrit Sra,generative model/metric
361,Understanding the unstable convergence of gradient descent,2022,ICML,In RL: Multi-agent,Kyunghwan Son · Junsu Kim · Sungsoo Ahn · Roben Delos Reyes · Yung Yi · Jinwoo Shin,
362,Disentangling Sources of Risk for Distributional Multi-Agent Reinforcement Learning,2022,ICML,In SA: Trustworthy Machine Learning,Minsu Cho · Ameya Joshi · Brandon Reagen · Siddharth Garg · Chinmay Hegde,reinforcement learning/multi-agent
363,Selective Network Linearization for Efficient Private Inference,2022,ICML,In PM: Monte Carlo and Sampling Methods,Lorenz Richter · Julius Berner,inference
364,Robust SDE-Based Variational Formulations for Solving Linear PDEs via Deep Learning,2022,ICML,In T: Learning/Deep Learning Theory,Ilias Diakonikolas · Vasilis Kontonis · Christos Tzamos · Nikos Zarifis,
365,Learning General Halfspaces with Adversarial Label Noise via Online Gradient Descent,2022,ICML,In Theory,Christopher Tosh · Daniel Hsu,online learning
366,Simple and near-optimal algorithms for hidden stratification and multi-group learning,2022,ICML,In RL: Multi-agent,Mathieu Lauriere · Sarah Perrin · Sertan Girgin · Paul Muller · Ayush Jain · Theophile Cabannes · Georgios Piliouras · Julien Perolat · Romuald Elie · Olivier Pietquin · Matthieu Geist,
367,Scalable Deep Reinforcement Learning Algorithms for Mean Field Games,2022,ICML,In OPT: Non-Convex,PRANAY SHARMA · Rohan Panda · Gauri Joshi · Pramod K Varshney,reinforcement learning
368,Federated Minimax Optimization: Improved Convergence Analyses and Algorithms,2022,ICML,In Deep Learning,Zhongyu Huang · Yingheng Wang · Chaozhuo Li · Huiguang He,optimization
369,Going Deeper into Permutation-Sensitive Graph Neural Networks,2022,ICML,In DL: Sequential Models,Tian Gao · DEBARUN BHATTACHARJYA · Elliot Nelson · Miao Liu · Yue Yu,graph
370,IDYNO: Learning Nonparametric DAGs from Interventional Dynamic Data,2022,ICML,"In APP: Neuroscience, Cognitive Science",Giorgia Dellaferrera · Gabriel Kreiman,metric
371,Error-driven Input Modulation: Solving the Credit Assignment Problem without a Backward Pass,2022,ICML,In Session 3 Track 2,Yinjie Jiang · Zhengyu Chen · Kun Kuang · Luotian Yuan · Xinhai Ye · Zhihua Wang · Fei Wu · Ying WEI,
372,The Role of Deconfounding in Meta-learning,2022,ICML,In Session 3 Track 4,Hong Qian · Xu-Hui Liu · Chen-Xi Su · Aimin Zhou · Yang Yu,meta-learning
373,The Teaching Dimension of Regularized Kernel Learners,2022,ICML,In Theory,Tyler Sypherd · Richard Nock · Lalitha Sankar,
374,Being Properly Improper,2022,ICML,In Session 3 Track 6,Ruilin Li · Hongyuan Zha · Molei Tao,
375,Hessian-Free High-Resolution Nesterov Acceleration For Sampling,2022,ICML,In Session 3 Track 3,Ping Xiong · Thomas Schnake · Grégoire Montavon · Klaus-robert Mueller · Shinichi Nakajima,
376,Efficient Computation of Higher-Order Subgraph Attribution via Message Passing,2022,ICML,"In APP: Neuroscience, Cognitive Science",Akhilan Boopathy · Ila R. Fiete,graph
377,How to Train Your Wide Neural Network Without Backprop: An Input-Weight Alignment Perspective,2022,ICML,In MISC: Causality,Phillip Lippe · Sara Magliacane · Sindy Löwe · Yuki Asano · Taco Cohen · Stratis Gavves,
378,CITRIS: Causal Identifiability from Temporal Intervened Sequences,2022,ICML,In Session 3 Track 8,Wei Fu · Chao Yu · Zelai Xu · Jiaqi Yang · Yi Wu,
379,Revisiting Some Common Practices in Cooperative Multi-Agent Reinforcement Learning,2022,ICML,In Session 3 Track 9,Zhongkai Hao · Chengyang Ying · Yinpeng Dong · Hang Su · Jian Song · Jun Zhu,reinforcement learning/multi-agent
380,GSmooth: Certified Robustness against Semantic Transformations via Generalized Randomized Smoothing,2022,ICML,In Session 3 Track 7,Pini Zilber · Boaz Nadler,
381,Inductive Matrix Completion: No Bad Local Minima and a Fast Algorithm,2022,ICML,In Session 3 Track 1,Tong Zhao · Gang Liu · Daheng Wang · Wenhao Yu · Meng Jiang,
382,Learning from Counterfactual Links for Link Prediction,2022,ICML,In OPT: Non-Convex,Davoud Ataee Tarzanagh · Mingchen Li · Christos Thrampoulidis · Samet Oymak,
383,"FedNest: Federated Bilevel, Minimax, and Compositional Optimization",2022,ICML,In Session 3 Track 8,Dongsheng Ding · Chen-Yu Wei · Kaiqing Zhang · Mihailo Jovanovic,optimization
384,"Independent Policy Gradient for Large-Scale Markov Potential Games: Sharper Rates, Function Approximation, and Game-Agnostic Convergence",2022,ICML,In DL: Sequential Models,Samuel Holt · Zhaozhi Qian · Mihaela van der Schaar,
385,Neural Laplace: Learning diverse classes of differential equations in the Laplace domain,2022,ICML,"In APP: Neuroscience, Cognitive Science",Adam Foster · Arpi Vezer · Craig Glastonbury · Páidí Creed · Sam Abujudeh · Aaron Sim,
386,"Contrastive Mixture of Posteriors for Counterfactual Inference, Data Integration and Fairness",2022,ICML,In Session 3 Track 10,Franco Pellegrini · Giulio Biroli,contrastive learning/inference
387,Neural Network Pruning Denoises the Features and Makes Local Connectivity Emerge in Visual Tasks,2022,ICML,In PM: Monte Carlo and Sampling Methods,EMANUELE SANSONE,
388,LSB: Local Self-Balancing MCMC in Discrete Spaces,2022,ICML,In Session 3 Track 3,Renzhe Xu · Xingxuan Zhang · Zheyan Shen · Tong Zhang · Peng Cui,
389,A Theoretical Analysis on Independence-driven Importance Weighting for Covariate-shift Generalization,2022,ICML,In Session 3 Track 4,Adarsh Barik · Jean Honorio,
390,Sparse Mixed Linear Regression with Guarantees: Taming an Intractable Problem with Invex Relaxation,2022,ICML,In Session 3 Track 2,David Arbour · Drew Dimmery · Tung Mai · Anup Rao,sparse
391,Online Balanced Experimental Design,2022,ICML,In Session 3 Track 1,Ting-Han Fan · Ta-Chung Chi · Alexander Rudnicky · Peter Ramadge,online learning
392,Training Discrete Deep Generative Models via Gapped Straight-Through Estimator,2022,ICML,In Deep Learning,Michael Zhang · Nimit Sohoni · Hongyang Zhang · Chelsea Finn · Christopher Re,generative model
393,Correct-N-Contrast: a Contrastive Approach for Improving Robustness to Spurious Correlations,2022,ICML,In MISC: Causality,Sina Akbari · Jalal Etesami · Negar Kiyavash,contrastive learning
394,Minimum Cost Intervention Design for Causal Effect Identification,2022,ICML,In SA: Trustworthy Machine Learning,Charles Marx · Shengjia Zhao · Willie Neiswanger · Stefano Ermon,
395,Modular Conformal Calibration,2022,ICML,In PM: Monte Carlo and Sampling Methods,Ruqi Zhang · Xingchao Liu · Qiang Liu,
396,A Langevin-like Sampler for Discrete Distributions,2022,ICML,In Theory,Lai Tian · Kaiwen Zhou · Anthony Man-Cho So,
397,On the Finite-Time Complexity and Practical Computation of Approximate Stationarity Concepts of Lipschitz Functions,2022,ICML,In T: Learning/Deep Learning Theory,Yi Hao · Ayush Jain · Alon Orlitsky · Vaishakh Ravindrakumar,
398,"TURF: Two-Factor, Universal, Robust, Fast Distribution Learning Algorithm",2022,ICML,In SA: Trustworthy Machine Learning,Yue Gao · Ilia Shumailov · Kassem Fawaz,
399,Rethinking Image-Scaling Attacks: The Interplay Between Vulnerabilities in Machine Learning Systems,2022,ICML,In T: Learning/Deep Learning Theory,Stefano Vigogna · Giacomo Meanti · Ernesto De Vito · Lorenzo Rosasco,transformer
400,Multiclass learning with margin: exponential rates with no bias-variance trade-off,2022,ICML,In PM: Monte Carlo and Sampling Methods,Niloy Biswas · Lester Mackey · Xiao-Li Meng,
401,Scalable Spike-and-Slab,2022,ICML,In Session 3 Track 10,Tianhao Wu · Yunchang Yang · Han Zhong · Liwei Wang · Simon Du · Jiantao Jiao,
402,Nearly Optimal Policy Optimization with Stable at Any Time Guarantee,2022,ICML,In Theory,Yinglun Zhu · Paul Mineiro,optimization
403,Contextual Bandits with Smooth Regret: Efficient Learning in Continuous Action Spaces,2022,ICML,In PM: Monte Carlo and Sampling Methods,Carol Mak · Fabian Zaiser · Luke Ong,
404,Nonparametric Involutive Markov Chain Monte Carlo,2022,ICML,In Session 3 Track 4,Tudor Manole · Nhat Ho,metric
405,Refined Convergence Rates for Maximum Likelihood Estimation under Finite Mixture Models,2022,ICML,In Session 3 Track 8,Qianlan Yang · Weijun Dong · Zhizhou Ren · Jianhao Wang · Tonghan Wang · Chongjie Zhang,
406,Self-Organized Polynomial-Time Coordination Graphs,2022,ICML,"In APP: Neuroscience, Cognitive Science",Ruiqi Zhong · Charlie Snell · Dan Klein · Jacob Steinhardt,graph
407,Describing Differences between Text Distributions with Natural Language,2022,ICML,In OPT: Non-Convex,Kimon Antonakopoulos · Panayotis Mertikopoulos · Georgios Piliouras · Xiao Wang,
408,AdaGrad Avoids Saddle Points,2022,ICML,In DL: Sequential Models,Sebastian Borgeaud · Arthur Mensch · Jordan Hoffmann · Trevor Cai · Eliza Rutherford · Katie Millican · George van den Driessche · Jean-Baptiste Lespiau · Bogdan Damoc · Aidan Clark · Diego de Las Casas · Aurelia Guy · Jacob Menick · Roman Ring · Tom Hennigan · Saffron Huang · Loren Maggiore · Chris Jones · Albin Cassirer · Andy Brock · Michela Paganini · Geoffrey Irving · Oriol Vinyals · Simon Osindero · Karen Simonyan · Jack Rae · Erich Elsen · Laurent Sifre,
409,Improving Language Models by Retrieving from Trillions of Tokens,2022,ICML,In Session 3 Track 7,Haiquan Qiu · Yao Wang · Shaojie Tang · Deyu Meng · QUANMING YAO,
410,Fast and Provable Nonconvex Tensor RPCA,2022,ICML,"In APP: Neuroscience, Cognitive Science",Ishita Dasgupta · Erin Grant · Thomas Griffiths,
411,Distinguishing rule- and exemplar-based generalization in learning systems,2022,ICML,In Session 3 Track 2,Kailash Budhathoki · Lenon Minorics · Patrick Bloebaum · Dominik Janzing,
412,Causal structure-based root cause analysis of outliers,2022,ICML,In Deep Learning,Edmond Cunningham · Adam Cobb · Susmit Jha,
413,Principal Component Flows,2022,ICML,In RL: Multi-agent,Li Wang · Yupeng Zhang · Yujing Hu · Weixun Wang · Chongjie Zhang · Yang Gao · Jianye Hao · Tangjie Lv · Changjie Fan,zero_few-shot/flow
414,Individual Reward Assisted Multi-Agent Reinforcement Learning,2022,ICML,In Session 3 Track 9,Iñigo Martinez · Elisabeth Viles · Igor G. Olaizola,reinforcement learning/multi-agent
415,Closed-Form Diffeomorphic Transformations for Time Series Alignment,2022,ICML,In SA: Trustworthy Machine Learning,Oliver Cobb · Arnaud Van Looveren,
416,Context-Aware Drift Detection,2022,ICML,In MISC: Causality,Anpeng Wu · Kun Kuang · Bo Li · Fei Wu,
417,Instrumental Variable Regression with Confounder Balancing,2022,ICML,"In APP: Neuroscience, Cognitive Science",Cristiano Capone · Cosimo Lupo · Paolo Muratore · Pier Stanislao Paolucci,
418,Burst-Dependent Plasticity and Dendritic Amplification Support Target-Based Learning and Hierarchical Imitation Learning,2022,ICML,In Deep Learning,Rui Shu · Stefano Ermon,imitation learning
419,Bit Prioritization in Variational Autoencoders via Progressive Coding,2022,ICML,In OPT: Non-Convex,Haochuan Li · Farzan Farnia · Subhro Das · Ali Jadbabaie,
420,On Convergence of Gradient Descent Ascent: A Tight Local Analysis,2022,ICML,In RL: Multi-agent,Darius Muglich · Luisa Zintgraf · Christian Schroeder de Witt · Shimon Whiteson · Jakob Foerster,
421,Generalized Beliefs for Cooperative AI,2022,ICML,In DL: Sequential Models,Haotao Wang · Aston Zhang · Shuai Zheng · Xingjian Shi · Mu Li · Zhangyang “Atlas” Wang,
422,Removing Batch Normalization Boosts Adversarial Training,2022,ICML,In T: Learning/Deep Learning Theory,Shaojie Li · Yong Liu,
423,High Probability Guarantees for Nonconvex Stochastic Gradient Descent with Heavy Tails,2022,ICML,In PM: Monte Carlo and Sampling Methods,Alexander Matthews · Michael Arbel · Danilo J. Rezende · Arnaud Doucet,
424,Continual Repeated Annealed Flow Transport Monte Carlo,2022,ICML,In Session 3 Track 10,Sujay Bhatt · Guanhua Fang · Ping Li · Gennady Samorodnitsky,zero_few-shot/flow
425,Minimax M-estimation under Adversarial Contamination,2022,ICML,In SA: Trustworthy Machine Learning,Guanchu Wang · Yu-Neng Chuang · Mengnan Du · Fan Yang · Quan Zhou · Pushkar Tripathi · Xuanting Cai · Xia Hu,
426,Accelerating Shapley Explanation via Contributive Cooperator Selection,2022,ICML,In OPT: Non-Convex,Kevin Scaman · Cedric Malherbe · Ludovic DOS SANTOS,
427,Convergence Rates of Non-Convex Stochastic Gradient Descent Under a Generic Lojasiewicz Condition and Local Smoothness,2022,ICML,"In APP: Neuroscience, Cognitive Science",Lukas Wolf · Ard Kastrati · Martyna Plomecka · Jieming Li · Dustin Klebe · Alexander Veicht · Roger Wattenhofer · Nicolas Langer,
428,A Deep Learning Approach for the Segmentation of Electroencephalography Data in Eye Tracking Applications,2022,ICML,In Session 3 Track 8,Haobo Fu · Ye Tian · Hongxiang Yu · Weiming Liu · Shuang Wu · Jiechao Xiong · Ying Wen · Kai Li · Junliang Xing · Qiang Fu · Wei Yang,graph/segmentation
429,Greedy when Sure and Conservative when Uncertain about the Opponents,2022,ICML,In Session 3 Track 1,Dinghuai Zhang · Nikolay Malkin · Zhen Liu · Alexandra Volokhova · Aaron Courville · Yoshua Bengio,
430,Generative Flow Networks for Discrete Probabilistic Modeling,2022,ICML,In DL: Sequential Models,Haeyong Kang · Rusty Mina · Sultan Rizky Hikmawan Madjid · Jaehong Yoon · Mark Hasegawa-Johnson · Sung Ju Hwang · Chang Yoo,zero_few-shot/generative model/flow
431,Forget-free Continual Learning with Winning Subnetworks,2022,ICML,In MISC: Causality,Valentyn Melnychuk · Dennis Frauen · Stefan Feuerriegel,
432,Causal Transformer for Estimating Counterfactual Outcomes,2022,ICML,In Session 3 Track 10,Jiatai Huang · Yan Dai · Longbo Huang,transformer
433,Adaptive Best-of-Both-Worlds Algorithm for Heavy-Tailed Multi-Armed Bandits,2022,ICML,In Session 3 Track 4,Emmanuel Abbe · Elisabetta Cornacchia · Jan Hazla · Christopher Marquis,adaptive
434,An Initial Alignment between Neural Network and Target is Needed for Gradient Descent to Learn,2022,ICML,In SA: Trustworthy Machine Learning,Sadegh Farhadkhani · Rachid Guerraoui · Lê-Nguyên Hoang · Oscar Villemaud,
435,An Equivalence Between Data Poisoning and Byzantine Gradient Attacks,2022,ICML,In Session 3 Track 6,Lucas Theis · Noureldin Yosri Yehia Ahmed,
436,Algorithms for the Communication of Samples,2022,ICML,In RL: Multi-agent,Jiahui Li · Kun Kuang · Baoxiang Wang · Furui Liu · Long Chen · Changjie Fan · Fei Wu · Jun Xiao,
437,Deconfounded Value Decomposition for Multi-Agent Reinforcement Learning,2022,ICML,In Deep Learning,Max Cohen · Guillaume QUISPE · Sylvain Le Corff · Charles Ollion · Eric Moulines,reinforcement learning/multi-agent
438,Diffusion bridges vector quantized variational autoencoders,2022,ICML,"In APP: Neuroscience, Cognitive Science",Alexander Meulemans · Matilde Tristany Farinha · Maria Cervera · João Sacramento · Benjamin F. Grewe,
439,Minimizing Control for Credit Assignment with Strong Feedback,2022,ICML,In DL: Sequential Models,Tian Zhou · Ziqing MA · Qingsong Wen · Xue Wang · Liang Sun · rong jin,
440,FEDformer: Frequency Enhanced Decomposed Transformer for Long-term Series Forecasting,2022,ICML,In Session 3 Track 7,Songtao Lu,transformer
441,A Single-Loop Gradient Descent and Perturbed Ascent Algorithm for Nonconvex Functional Constrained Optimization,2022,ICML,In MISC: Causality,Luigi Gresele · Julius von Kügelgen · Jonas Kübler · Elke Kirschbaum · Bernhard Schölkopf · Dominik Janzing,optimization
442,Causal Inference Through the Structural Causal Marginal Problem,2022,ICML,In PM: Monte Carlo and Sampling Methods,Ruqi Zhang · Andrew Wilson · Christopher De Sa,inference
443,Low-Precision Stochastic Gradient Langevin Dynamics,2022,ICML,In Session 3 Track 3,Zhaoxuan Wu · Yao Shu · Bryan Kian Hsiang Low,zero_few-shot
444,DAVINZ: Data Valuation using Deep Neural Networks at Initialization,2022,ICML,In Theory,Daniel Rosenkrantz · Abhijin Adiga · Madhav Marathe · Zirou Qiu · S. S. Ravi · Richard Stearns · Anil Vullikanti,
445,Efficiently Learning the Topology and Behavior of a Networked Dynamical System Via Active Queries,2022,ICML,In T: Learning/Deep Learning Theory,Benjamin Edelman · Surbhi Goel · Sham Kakade · Cyril Zhang,active learning
446,Inductive Biases and Variable Creation in Self-Attention Mechanisms,2022,ICML,l,p,transformer
447,Adversarial Robustness against Multiple and Single,2022,ICML,In OPT: Non-Convex,Antonio Orvieto · Hans Kersting · Frank Proske · Francis Bach · Aurelien Lucchi,
448,Anticorrelated Noise Injection for Improved Generalization,2022,ICML,In RL: Multi-agent,ZHIHAN LIU · Lu Miao · Zhaoran Wang · Michael Jordan · Zhuoran Yang,
449,Welfare Maximization in Competitive Equilibrium: Reinforcement Learning for Markov Exchange Economy,2022,ICML,"In APP: Neuroscience, Cognitive Science",Aditya Vaidya · Shailee Jain · Alexander Huth,reinforcement learning
450,Self-Supervised Models of Audio Effectively Explain Human Cortical Responses to Speech,2022,ICML,In MISC: Causality,Heiner Kremer · Jia-Jie Zhu · Krikamol Muandet · Bernhard Schölkopf,zero_few-shot
451,Functional Generalized Empirical Likelihood Estimation for Conditional Moment Restrictions,2022,ICML,In Deep Learning,Adrián Javaloy · Maryam Meghdadi · Isabel Valera,
452,Mitigating Modality Collapse in Multimodal VAEs via Impartial Optimization,2022,ICML,In Theory,Xin Liu · Jiayang Cheng · Yangqiu Song · Xin Jiang,optimization/multimodal
453,Boosting Graph Structure Learning with Dummy Nodes,2022,ICML,In SA: Trustworthy Machine Learning,Mohammad-Amin Charusaie · Hussein Mozannar · David Sontag · Samira Samadi,graph
454,Sample Efficient Learning of Predictors that Complement Humans,2022,ICML,In T: Learning/Deep Learning Theory,Tongtian Zhu · Fengxiang He · Lan Zhang · Zhengyang Niu · Mingli Song · Dacheng Tao,
455,Topology-aware Generalization of Decentralized SGD,2022,ICML,In PM: Monte Carlo and Sampling Methods,Gergely Flamich · Stratis Markou · Jose Miguel Hernandez-Lobato,
456,Fast Relative Entropy Coding with A* coding,2022,ICML,In MISC: Causality,Sai Srinivas Kancheti · Gowtham Reddy Abbavaram · Vineeth N Balasubramanian · Amit Sharma,
457,Matching Learned Causal Effects of Neural Networks with Domain Priors,2022,ICML,"In APP: Neuroscience, Cognitive Science",Maxence ERNOULT · Fabrice Normandin · Abhinav Moudgil · Sean Spinney · Eugene Belilovsky · Irina Rish · Blake Richards · Yoshua Bengio,
458,Towards Scaling Difference Target Propagation by Learning Backprop Targets,2022,ICML,In Session 3 Track 8,Siqi Liu · Marc Lanctot · Luke Marris · Nicolas Heess,transformer
459,Simplex Neural Population Learning: Any-Mixture Bayes-Optimality in Symmetric Zero-sum Games,2022,ICML,In Session 3 Track 1,Dongjun Kim · Seungjae Shin · Kyungwoo Song · Wanmo Kang · IL CHUL MOON,bayesian/metric
460,Soft Truncation: A Universal Training Technique of Score-based Diffusion Model for High Precision Score Estimation,2022,ICML,In DL: Sequential Models,Janis Postels · Mattia Segù · Tao Sun · Luca Daniel Sieber · Luc Van Gool · Fisher Yu · Federico Tombari,
461,On the Practicality of Deterministic Epistemic Uncertainty,2022,ICML,In Session 3 Track 10,Yue Gao · Abby Stevens · Garvesh Raskutti · Rebecca Willett,
462,Lazy Estimation of Variable Importance for Large Neural Networks,2022,ICML,In T: Learning/Deep Learning Theory,Sanjeev Arora · Zhiyuan Li · Abhishek Panigrahi,
463,Understanding Gradient Descent on the Edge of Stability in Deep Learning,2022,ICML,In Session 3 Track 6,Lantian Xu · Anna Korba · Dejan Slepcev,
464,Accurate Quantization of Measures via Interacting Particle-based Optimization,2022,ICML,In Session 3 Track 2,Sascha Xu · Osman Ali Mian · Alexander Marx · Jilles Vreeken,optimization
465,Inferring Cause and Effect in the Presence of Heteroscedastic Noise,2022,ICML,In Deep Learning,Ruize Gao · Jiongxiao Wang · Kaiwen Zhou · Feng Liu · Binghui Xie · Gang Niu · Bo Han · James Cheng,
466,Fast and Reliable Evaluation of Adversarial Robustness with Minimum-Margin Attack,2022,ICML,"In APP: Neuroscience, Cognitive Science",Sugandha Sharma · Sarthak Chandra · Ila R. Fiete,
467,Content Addressable Memory Without Catastrophic Forgetting by Heteroassociation with a Fixed Scaffold,2022,ICML,In Session 3 Track 8,Ziyi Chen · Yi Zhou · Rong-Rong Chen · Shaofeng Zou,
468,Sample and Communication-Efficient Decentralized Actor-Critic Algorithms with Finite-Time Analysis,2022,ICML,In Session 3 Track 9,Saachi Jain · Dimitris Tsipras · Aleksander Madry,
469,Combining Diverse Feature Priors,2022,ICML,In Poster Session 1,Xu Chu · Yujie Jin · Wenwu Zhu · Yasha Wang · Xin Wang · Shanghang Zhang · Hong Mei,
