,Title,Year,Source,Authors,Class,topic
486,Meta-StyleSpeech : Multi-Speaker Adaptive Text-to-Speech Generation,2021,ICML,In Optimization and Algorithms 1,Don Kurian Dennis · Tian Li · Virginia Smith,generative model/adaptive/meta-learning
487,Heterogeneity for the Win: One-Shot Federated Clustering,2021,ICML,In Deep Learning 2,Ilan Price · Jared Tanner,
488,Dense for the Price of Sparse: Improved Performance of Sparsely Initialized Networks via a Subspace Offset,2021,ICML,In Deep Generative Model 3,Yang Li · Junier Oliva,sparse
489,Partially Observed Exchangeable Modeling,2021,ICML,In Reinforcement Learning 4,James Kostas · Yash Chandak · Scott Jordan · Georgios Theocharous · Philip Thomas,
490,High Confidence Generalization for Reinforcement Learning,2021,ICML,In Deep Learning 2,Mitchell Wortsman · Maxwell Horton · Carlos Guestrin · Ali Farhadi · Mohammad Rastegari,reinforcement learning
491,Learning Neural Network Subspaces,2021,ICML,In Optimization 3,Burak Bartan · Mert Pilanci,
492,Training Quantized Neural Networks to Global Optimality via Semidefinite Programming,2021,ICML,In Deep Learning Algorithms 6,Hang ZHANG · Yeyun Gong · Yelong Shen · Weisheng Li · Jiancheng Lv · Nan Duan · Weizhu Chen,
493,Poolingformer: Long Document Modeling with Pooling Attention,2021,ICML,In Deep Generative Model 3,Lily Zhang · Mark Goldstein · Rajesh Ranganath,transformer
494,Understanding Failures in Out-of-Distribution Detection with Deep Generative Models,2021,ICML,In Reinforcement Learning 3,Tianhao Zhang · 岳珩 李 · Chen Wang · Guangming Xie · Zongqing Lu,generative model
495,FOP: Factorizing Optimal Joint Policy of Maximum-Entropy Multi-Agent Reinforcement Learning,2021,ICML,In Optimization and Algorithms 1,Yasaman Esfandiari · Sin Yong Tan · Zhanhong Jiang · Aditya Balu · Ethan Herron · Chinmay Hegde · Soumik Sarkar,reinforcement learning/multi-agent
496,Cross-Gradient Aggregation for Decentralized Learning from Non-IID Data,2021,ICML,In Reinforcement Learning and Planning 3,Mikel Landajuela Larma · Brenden Petersen · Sookyung Kim · Claudio Santiago · Ruben Glatt · Nathan Mundhenk · Jacob Pettit · Daniel Faissol,
497,Discovering symbolic policies with deep reinforcement learning,2021,ICML,In Deep Learning Algorithms 5,Xiaolong Yang · Xiaohong Jia · Dihong Gong · Dong-Ming Yan · Zhifeng Li · Wei Liu,reinforcement learning
498,LARNet: Lie Algebra Residual Network for Face Recognition,2021,ICML,In Reinforcement Learning 4,Susan Amin · Maziar Gomrokchi · Hossein Aboutalebi · Harsh Satija · Doina Precup,
499,Locally Persistent Exploration in Continuous Control Tasks with Sparse Rewards,2021,ICML,In Reinforcement Learning and Planning 3,Q&A,sparse
509,Generating images with sparse representations,2021,ICML,In Algorithms 1,Theo Diamandis · Yonina Eldar · Alireza Fallah · Farzan Farnia · Asuman Ozdaglar,representation/sparse
510,A Wasserstein Minimax Framework for Mixed Linear Regression,2021,ICML,In Optimization and Algorithms 2,Wei Chen · Xiaoming Sun · Jialin Zhang · Zhijie Zhang,
511,Network Inference and Influence Maximization from Samples,2021,ICML,In Optimization (Stochastic),Rohan Ghuge · Anupam Gupta · viswanath nagarajan,inference
512,The Power of Adaptivity for Stochastic Submodular Cover,2021,ICML,In Reinforcement Learning 6,Roberta Raileanu · Rob Fergus,
514,PEBBLE: Feedback-Efficient Interactive Reinforcement Learning via Relabeling Experience and Unsupervised Pre-training,2021,ICML,In Deep Learning Algorithms and Applications,Paul Vicol · Luke Metz · Jascha Sohl-Dickstein,reinforcement learning/active learning
515,Unbiased Gradient Estimation in Unrolled Computation Graphs with Persistent Evolution Strategies,2021,ICML,In Reinforcement Learning 5,Jiechuan Jiang · Zongqing Lu,graph
516,The Emergence of Individuality,2021,ICML,In AutoML,Miao Zhang · Steven Su · Shirui Pan · Xiaojun Chang · Ehsan Abbasnejad · Reza Haffari,
517,iDARTS: Differentiable Architecture Search with Stochastic Implicit Gradients,2021,ICML,In AutoML,Itay Hubara · Yury Nahshan · Yair Hanani · Ron Banner · Daniel Soudry,
518,Accurate Post Training Quantization With Small Calibration Sets,2021,ICML,In AutoML,Vu Nguyen · Tam Le · Makoto Yamada · Michael A Osborne,
519,Optimal Transport Kernels for Sequential and Parallel Neural Architecture Search,2021,ICML,In AutoML,Yiyang Zhao · Linnan Wang · Yuandong Tian · Rodrigo Fonseca · Tian Guo,
520,Few-Shot Neural Architecture Search,2021,ICML,In Reinforcement Learning 6,Minqi Jiang · Edward Grefenstette · Tim Rocktäschel,
521,Prioritized Level Replay,2021,ICML,In Deep Generative Model 4,Graziano Mita · Maurizio Filippone · Pietro Michiardi,
522,An Identifiable Double VAE For Disentangled Representations,2021,ICML,In Optimization (Stochastic),Mert Gurbuzbalaban · Umut Simsekli · Lingjiong Zhu,representation
523,The Heavy-Tail Phenomenon in SGD,2021,ICML,In Deep Learning Algorithms and Applications,Mingxing Tan · Quoc Le,
524,EfficientNetV2: Smaller Models and Faster Training,2021,ICML,In Reinforcement Learning 7,Yue Wu · Shuangfei Zhai · Nitish Srivastava · Joshua M Susskind · Jian Zhang · Ruslan Salakhutdinov · Hanlin Goh,
525,Uncertainty Weighted Actor-Critic for Offline Reinforcement Learning,2021,ICML,In Reinforcement Learning 5,Wei-Fang Sun · Cheng-Kuang Lee · Chun-Yi Lee,reinforcement learning
526,DFAC Framework: Factorizing the Value Function via Quantile Mixture for Multi-Agent Distributional Q-Learning,2021,ICML,In Algorithms 1,Panagiotis Eustratiadis · Henry Gouk · Da Li · Timothy Hospedales,reinforcement learning/multi-agent
527,Weight-covariance alignment for adversarially robust neural networks,2021,ICML,In Optimization and Algorithms 2,Ehsan Kazemi · shervin minaee · Moran Feldman · Amin Karbasi,
528,Regularized Submodular Maximization at Scale,2021,ICML,In Optimization and Algorithms 2,Amnon Catav · Boyang Fu · Yazeed Zoabi · Ahuva Weiss Meilik · Noam Shomron · Jason Ernst · Sriram Sankararaman · Ran Gilad-Bachrach,
529,Marginal Contribution Feature Importance - an Axiomatic Approach for Explaining Data,2021,ICML,In Reinforcement Learning 6,Jim Fan · Guanzhi Wang · De-An Huang · Zhiding Yu · Li Fei-Fei · Yuke Zhu · Anima Anandkumar,
530,SECANT: Self-Expert Cloning for Zero-Shot Generalization of Visual Policies,2021,ICML,In Reinforcement Learning 5,Yiwei Liu · Jiamou Liu · Kaibin Wan · Zhan Qin · Zijian Zhang · Bakhadyr Khoussainov · Liehuang Zhu,zero_few-shot
531,From Local to Global Norm Emergence: Dissolving Self-reinforcing Substructures with Incremental Social Instruments,2021,ICML,In Deep Generative Model 4,Tomoki Watanabe · Paolo Favaro,
532,A Unified Generative Adversarial Network Training via Self-Labeling and Self-Attention,2021,ICML,In Algorithms 1,Xue Yang · Junchi Yan · Qi Ming · Wentao Wang · xiaopeng zhang · Qi Tian,transformer/generative model
533,Rethinking Rotated Object Detection with Gaussian Wasserstein Distance Loss,2021,ICML,In Reinforcement Learning 7,Chuan Wen · Jierui Lin · Jianing Qian · Yang Gao · Dinesh Jayaraman,
534,Keyframe-Focused Visual Imitation Learning,2021,ICML,In Optimization (Stochastic),Honglin Yuan · Manzil Zaheer · Sashank Jakkam Reddi,imitation learning
535,Federated Composite Optimization,2021,ICML,In Deep Learning Algorithms and Applications,Sumedh Sontakke · Arash Mehrjou · Laurent Itti · Bernhard Schölkopf,optimization
536,Causal Curiosity: RL Agents Discovering Self-supervised Experiments for Causal Representation Learning,2021,ICML,In Deep Generative Model 4,Sahil Sidheekh · Aroof Aimen · Narayanan Chatapuram Krishnan,reinforcement learning/zero_few-shot/representation
537,On Characterizing GAN Convergence Through Proximal Duality Gap,2021,ICML,In Algorithms 1,Xiang Li · Shusen Wang · Kun Chen · Zhihua Zhang,
538,Communication-Efficient Distributed SVD via Local Power Iterations,2021,ICML,In Optimization (Stochastic),Guanhua Fang · Ping Li,
539,On Estimation in Latent Variable Models,2021,ICML,In Optimization and Algorithms 2,Michal Moshkovitz · Yao-Yuan Yang · Kamalika Chaudhuri,
540,Connecting Interpretability and Robustness in Decision Trees through Separation,2021,ICML,In Reinforcement Learning 7,Yi Wan · Abhishek Naik · Richard Sutton,
541,Learning and Planning in Average-Reward Markov Decision Processes,2021,ICML,In Deep Learning Algorithms and Applications,Trung Le · Tuan Nguyen · Nhat Ho · Hung Bui · Dinh Phung,
542,LAMDA: Label Matching Deep Domain Adaptation,2021,ICML,In Reinforcement Learning 5,Qiaomin Xie · Zhuoran Yang · Zhaoran Wang · Andreea Minca,
543,Learning While Playing in Mean-Field Games: Convergence and Optimality,2021,ICML,In Reinforcement Learning 6,Daniel Nam · Younghoon Kim · Chan Youn Park,
544,GMAC: A Distributional Perspective on Actor-Critic Framework,2021,ICML,In Deep Generative Model 4,Marin Biloš · Stephan Günnemann,
545,Scalable Normalizing Flows for Permutation Invariant Densities,2021,ICML,In Deep Learning Algorithms and Applications,Xueqing Wu · Lewen Wang · Yingce Xia · Weiqing Liu · Lijun Wu · Shufang Xie · Tao Qin · Tie-Yan Liu,zero_few-shot/flow
546,Temporally Correlated Task Scheduling for Sequence Learning,2021,ICML,In Reinforcement Learning 5,Matthieu Zimmer · Claire Glanois · Umer Siddique · Paul Weng,
547,Learning Fair Policies in Decentralized Cooperative Multi-Agent Reinforcement Learning,2021,ICML,In Optimization and Algorithms 2,Flavio Chierichetti · Ravi Kumar · Andrew Tomkins,reinforcement learning/multi-agent
548,Light RUMs,2021,ICML,In Optimization (Stochastic),Rotem Zamir Aviv · Ido Hakimi · Assaf Schuster · Kfir Levy,
549,Asynchronous Distributed Learning : Adapting to Gradient Delays without Prior Knowledge,2021,ICML,In Algorithms 1,Minhui Huang · Shiqian Ma · Lifeng Lai,
550,A Riemannian Block Coordinate Descent Method for Computing the Projection Robust Wasserstein Distance,2021,ICML,In Reinforcement Learning 7,Kaixin Wang · Kuangqi Zhou · Qixin Zhang · Jie Shao · Bryan Hooi · Jiashi Feng,
551,Towards Better Laplacian Representation in Reinforcement Learning with Generalized Graph Drawing,2021,ICML,In Reinforcement Learning 6,Elliot Chane-Sane · Cordelia Schmid · Ivan Laptev,reinforcement learning/graph/representation
552,Goal-Conditioned Reinforcement Learning with Imagined Subgoals,2021,ICML,In AutoML,Chaoyu Guan · Xin Wang · wenwu zhu,reinforcement learning
553,AutoAttend: Automated Attention Representation Search,2021,ICML,In Reinforcement Learning 6,Zaynah Javed · Daniel Brown · Satvik Sharma · Jerry Zhu · Ashwin Balakrishna · Marek Petrik · Anca Dragan · Ken Goldberg,transformer/representation
554,Policy Gradient Bayesian Robust Optimization for Imitation Learning,2021,ICML,In Reinforcement Learning 7,Johan Björck · Xiangyu Chen · Christopher De Sa · Carla Gomes · Kilian Weinberger,optimization/bayesian/imitation learning
555,Low-Precision Reinforcement Learning: Running Soft Actor-Critic in Half Precision,2021,ICML,In Algorithms 1,Zixin Zhong · Wang Chi Cheung · Vincent Tan,reinforcement learning/zero_few-shot
556,Probabilistic Sequential Shrinking: A Best Arm Identification Algorithm for Stochastic Bandits with Corruptions,2021,ICML,k,-System Constraint,
557,Randomized Algorithms for Submodular Function Maximization with a,2021,ICML,In Deep Generative Model 4,Vivek Jayaram · John Thickstun,
558,Parallel and Flexible Sampling from Autoregressive Models via Langevin Dynamics,2021,ICML,In Deep Learning Algorithms and Applications,Peiyuan Liao · Han Zhao · Keyulu Xu · Tommi Jaakkola · Geoff Gordon · Stefanie Jegelka · Ruslan Salakhutdinov,
559,Information Obfuscation of Graph Neural Networks,2021,ICML,In AutoML,Xingchen Wan · Vu Nguyen · Huong Ha · Binxin Ru · Cong Lu · Michael A Osborne,graph
560,Think Global and Act Local: Bayesian Optimisation over High-Dimensional Categorical and Mixed Search Spaces,2021,ICML,In Optimization and Algorithms 2,Georgios Amanatidis · Federico Fusco · Philip Lazos · Stefano Leonardi · Alberto Marchetti-Spaccamela · Rebecca Reiffenhäuser,bayesian
561,Submodular Maximization subject to a Knapsack Constraint: Combinatorial Algorithms with Near-optimal Adaptive Complexity,2021,ICML,In Reinforcement Learning 5,Philip Ball · Cong Lu · Jack Parker-Holder · Stephen Roberts,optimization/adaptive
562,Augmented World Models Facilitate Zero-Shot Dynamics Generalization From a Single Offline Environment,2021,ICML,In Reinforcement Learning 5,Q&A,zero_few-shot/augmentation
565,CombOptNet: Fit the Right NP-Hard Problem by Learning Integer Programming Constraints,2021,ICML,In Deep Generative Model 4,Aditya Ramesh · Mikhail Pavlov · Gabriel Goh · Scott Gray · Chelsea Voss · Alec Radford · Mark Chen · Ilya Sutskever,optimization
566,Zero-Shot Text-to-Image Generation,2021,ICML,In Reinforcement Learning 7,Ray Jiang · Tom Zahavy · Zhongwen Xu · Adam White · Matteo Hessel · Charles Blundell · Hado van Hasselt,zero_few-shot/generative model
567,Emphatic Algorithms for Deep Reinforcement Learning,2021,ICML,In Reinforcement Learning 6,Ethan Brooks · Janarthanan Rajendran · Richard Lewis · Satinder Singh,reinforcement learning
568,Reinforcement Learning of Implicit and Explicit Control Flow Instructions,2021,ICML,In Optimization (Stochastic),Yi-Rui Yang · Wu-Jun Li,reinforcement learning/zero_few-shot/flow
569,BASGD: Buffered Asynchronous SGD for Byzantine Learning,2021,ICML,In AutoML,Yonggan Fu · Yongan Zhang · Yang Zhang · David Cox · Yingyan Lin,
570,"Auto-NBA: Efficient and Effective Search Over the Joint Space of Networks, Bitwidths, and Accelerators",2021,ICML,In Algorithms 1,Catherine Wong · Kevin Ellis · Josh Tenenbaum · Jacob Andreas,
571,Leveraging Language to Learn Program Abstractions and Search Heuristics,2021,ICML,In Deep Generative Model 4,Q&A,
579,Out-of-Distribution Generalization via Risk Extrapolation (REx),2021,ICML,In Optimization 4,Bahar Taskesen · Man Chung Yue · Jose Blanchet · Daniel Kuhn · Viet Anh Nguyen,
580,Sequential Domain Adaptation by Synthesizing Distributionally Robust Experts,2021,ICML,In Reinforcement Learning 8,Daniel Jarrett · Alihan Hüyük · Mihaela van der Schaar,
581,Inverse Decision Modeling: Learning Interpretable Representations of Behavior,2021,ICML,In Reinforcement Learning 9,Léonard Hussenot · Marcin Andrychowicz · Damien Vincent · Robert Dadashi · Anton Raichuk · Sabela Ramos · Nikola Momchev · Sertan Girgin · Raphael Marinier · Lukasz Stafiniak · Emmanuel Orsini · Olivier Bachem · Matthieu Geist · Olivier Pietquin,representation
582,Hyperparameter Selection for Imitation Learning,2021,ICML,In Optimization (Convex) 2,TaeHo Yoon · Ernest Ryu,imitation learning
583,Accelerated Algorithms for Smooth Convex-Concave Minimax Problems with O(1/k^2) Rate on Squared Gradient Norm,2021,ICML,In AutoML and Neural Network Architectures 2,Dilin Wang · Chengyue Gong · Meng Li · Qiang Liu · Vikas Chandra,
584,AlphaNet: Improved Training of Supernets with Alpha-Divergence,2021,ICML,In Large Scale Optimization,Jianfei Chen · Lianmin Zheng · Zhewei Yao · Dequan Wang · Ion Stoica · Michael Mahoney · Joseph E Gonzalez,
585,ActNN: Reducing Training Memory Footprint via 2-Bit Activation Compressed Training,2021,ICML,In Deep Learning Algorithms 8,Evan Liu · Behzad Haghgoo · Annie Chen · Aditi Raghunathan · Pang Wei Koh · Shiori Sagawa · Percy Liang · Chelsea Finn,
586,Just Train Twice: Improving Group Robustness without Training Group Information,2021,ICML,In Deep Reinforcement Learning 3,Iou-Jen Liu · Unnat Jain · Raymond Yeh · Alex Schwing,
587,Cooperative Exploration for Multi-Agent Deep Reinforcement Learning,2021,ICML,In Deep Learning Algorithms 7,Peize Sun · Yi Jiang · Enze Xie · Wenqi Shao · Zehuan Yuan · Changhu Wang · Ping Luo,reinforcement learning/multi-agent
588,What Makes for End-to-End Object Detection?,2021,ICML,In Reinforcement Learning 8,Saurabh Garg · Joshua Zhanson · Emilio Parisotto · Adarsh Prasad · Zico Kolter · Zachary Lipton · Sivaraman Balakrishnan · Ruslan Salakhutdinov · Pradeep Ravikumar,
589,On Proximal Policy Optimization's Heavy-tailed Gradients,2021,ICML,In Optimization (Convex) 2,Foivos Alimisis · Peter Davies · Dan Alistarh,optimization
590,Communication-Efficient Distributed Optimization with Quantized Preconditioners,2021,ICML,In AutoML and Neural Network Architectures 2,Jared Quincy Davis · Albert Gu · Krzysztof Choromanski · Tri Dao · Christopher Re · Chelsea Finn · Percy Liang,optimization
591,Catformer: Designing Stable Transformers via Sensitivity Analysis,2021,ICML,In Deep Learning Algorithms 8,Keyulu Xu · Mozhi Zhang · Stefanie Jegelka · Kenji Kawaguchi,transformer
592,Optimization of Graph Neural Networks: Implicit Acceleration by Skip Connections and More Depth,2021,ICML,In Large Scale Optimization,Jyotikrishna Dass · Rabi Mahapatra,graph/optimization
593,Householder Sketch for Accurate and Accelerated Least-Mean-Squares Solvers,2021,ICML,λ,) for Modern Reinforcement Learning,
594,Revisiting Peng's Q(,2021,ICML,In Optimization 4,Zhao Song · Zheng Yu,
595,Oblivious Sketching-based Central Path Method for Linear Programming,2021,ICML,In Deep Reinforcement Learning 3,Scott Fujimoto · David Meger · Doina Precup,
596,A Deep Reinforcement Learning Approach to Marginalized Importance Sampling with the Successor Representation,2021,ICML,In Reinforcement Learning 8,Hiroki Furuta · Tatsuya Matsushima · Tadashi Kozuno · Yutaka Matsuo · Sergey Levine · Ofir Nachum · Shixiang Gu,reinforcement learning/representation
597,Policy Information Capacity: Information-Theoretic Measure for Task Complexity in Deep Reinforcement Learning,2021,ICML,In Deep Learning Algorithms 8,Tianle Cai · Shengjie Luo · Keyulu Xu · Di He · Tie-Yan Liu · Liwei Wang,reinforcement learning
598,GraphNorm: A Principled Approach to Accelerating Graph Neural Network Training,2021,ICML,In Optimization 4,Aryan Deshwal · Syrine Belakaria · Jana Doppa,graph
599,Bayesian Optimization over Hybrid Spaces,2021,ICML,In AutoML and Neural Network Architectures 2,Jintai Chen · Hongyun Yu · Chengde Qian · Danny Z Chen · Jian Wu,optimization/bayesian
600,A Receptor Skeleton for Capsule Neural Networks,2021,ICML,In Deep Reinforcement Learning 3,Yunke Wang · Chang Xu · Bo Du · Honglak Lee,
601,Learning to Weight Imperfect Demonstrations,2021,ICML,In Reinforcement Learning 9,yuankun jiang · Chenglin Li · Wenrui Dai · Junni Zou · Hongkai Xiong,
602,Monotonic Robust Policy Optimization with Model Discrepancy,2021,ICML,In Optimization (Convex) 2,Aadirupa Saha · Nagarajan Natarajan · Praneeth Netrapalli · Prateek Jain,optimization
603,Optimal regret algorithm for Pseudo-1d Bandit Convex Optimization,2021,ICML,In Deep Learning Algorithms 7,Hao Yuan · Haiyang Yu · Jie Wang · Kang Li · Shuiwang Ji,optimization
604,On Explainability of Graph Neural Networks via Subgraph Explorations,2021,ICML,In Large Scale Optimization,Huiping Zhuang · Zhenyu Weng · Fulin Luo · Kar-Ann Toh · Haizhou Li · Zhiping Lin,graph
605,Accumulated Decoupled Learning with Gradient Staleness Mitigation for Convolutional Neural Networks,2021,ICML,In Deep Reinforcement Learning 3,Daochen Zha · Jingru Xie · Wenye Ma · Sheng Zhang · Xiangru Lian · Xia Hu · Ji Liu,
606,DouZero: Mastering DouDizhu with Self-Play Deep Reinforcement Learning,2021,ICML,In Deep Learning Algorithms 7,Avi Schwarzschild · Micah Goldblum · Arjun Gupta · John P Dickerson · Tom Goldstein,reinforcement learning
607,Just How Toxic is Data Poisoning? A Unified Benchmark for Backdoor and Data Poisoning Attacks,2021,ICML,In Reinforcement Learning 8,Jongwook Choi · Archit Sharma · Honglak Lee · Sergey Levine · Shixiang Gu,
608,Variational Empowerment as Representation Learning for Goal-Conditioned Reinforcement Learning,2021,ICML,In Optimization 4,Fan Bao · Kun Xu · Chongxuan Li · Lanqing Hong · Jun Zhu · Bo Zhang,reinforcement learning/representation
609,Variational (Gradient) Estimate of the Score Function in Energy-based Latent Variable Models,2021,ICML,In Reinforcement Learning 9,Yunhao Tang · Mark Rowland · Remi Munos · Michal Valko,
610,Taylor Expansion of Discount Factors,2021,ICML,In Deep Learning Algorithms 8,Zehao Xiao · Jiayi Shen · Xiantong Zhen · Ling Shao · Cees Snoek,
611,A Bit More Bayesian: Domain-Invariant Learning with Uncertainty,2021,ICML,In Optimization (Convex) 2,Radu Alexandru Dragomir · Mathieu Even · Hadrien Hendrikx,bayesian
612,Fast Stochastic Bregman Gradient Methods: Sharp Analysis and Variance Reduction,2021,ICML,In Large Scale Optimization,Guohao Li · Matthias Müller · Bernard Ghanem · Vladlen Koltun,
613,Training Graph Neural Networks with 1000 Layers,2021,ICML,In AutoML and Neural Network Architectures 2,Shengzhou Xiong · Yihua Tan · Guoyou Wang,graph
614,Explore Visual Concept Formation for Image Classification,2021,ICML,In Optimization 4,Amir Bar · Roi Herzig · Xiaolong Wang · Anna Rohrbach · Gal Chechik · Trevor Darrell · Amir Globerson,
615,Compositional Video Synthesis with Action Graphs,2021,ICML,In AutoML and Neural Network Architectures 2,Xiu Su · Shan You · Mingkai Zheng · Fei Wang · Chen Qian · Changshui Zhang · Chang Xu,graph
616,K-shot NAS: Learnable Weight-Sharing for NAS with K-shot Supernets,2021,ICML,In Large Scale Optimization,Hanlin Tang · Shaoduo Gan · Ammar Ahmad Awan · Samyam Rajbhandari · Conglong Li · Xiangru Lian · Ji Liu · Ce Zhang · Yuxiong He,
617,1-bit Adam: Communication Efficient Large-Scale Training with Adam's Convergence Speed,2021,ICML,In Deep Reinforcement Learning 3,Kevin Li · Abhishek Gupta · Ashwin D Reddy · Vitchyr Pong · Aurick Zhou · Justin Yu · Sergey Levine,
618,MURAL: Meta-Learning Uncertainty-Aware Rewards for Outcome-Driven Reinforcement Learning,2021,ICML,In Deep Learning Algorithms 8,James Morrill · Cristopher Salvi · Patrick Kidger · James Foster,reinforcement learning/meta-learning
619,Neural Rough Differential Equations for Long Time Series,2021,ICML,f,-divergences,
620,Moreau-Yosida,2021,ICML,In Reinforcement Learning 9,Hao Hu · Jianing Ye · Guangxiang Zhu · Zhizhou Ren · Chongjie Zhang,
621,Generalizable Episodic Memory for Deep Reinforcement Learning,2021,ICML,In Deep Learning Algorithms 7,Renkun Ni · Micah Goldblum · Amr Sharaf · Kezhi Kong · Tom Goldstein,reinforcement learning
622,Data Augmentation for Meta-Learning,2021,ICML,In Reinforcement Learning 8,Ying Jin · Zhuoran Yang · Zhaoran Wang,meta-learning/augmentation
623,Is Pessimism Provably Efficient for Offline RL?,2021,ICML,In Deep Learning Algorithms 8,Neha Wadia · Daniel Duckworth · Samuel Schoenholz · Ethan Dyer · Jascha Sohl-Dickstein,
624,"Whitening and Second Order Optimization Both Make Information in the Dataset Unusable During Training, and Can Reduce or Prevent Generalization",2021,ICML,In Optimization 4,Zeshan Hussain · Rahul G. Krishnan · David Sontag,optimization
625,Neural Pharmacodynamic State Space Modeling,2021,ICML,In Reinforcement Learning 8,Wesley Chung · Valentin Thomas · Marlos C. Machado · Nicolas Le Roux,
626,Beyond Variance Reduction: Understanding the True Impact of Baselines on Policy Optimization,2021,ICML,In AutoML and Neural Network Architectures 2,Andy Brock · Soham De · Samuel Smith · Karen Simonyan,optimization
627,High-Performance Large-Scale Image Recognition Without Normalization,2021,ICML,In Deep Learning Algorithms 7,Piotr Teterwak · Chiyuan Zhang · Dilip Krishnan · Michael Mozer,
628,Understanding Invariance via Feedforward Inversion of Discriminatively Trained Classifiers,2021,ICML,In Deep Reinforcement Learning 3,Rutav Shah · Vikash Kumar,
629,RRL: Resnet as representation for Reinforcement Learning,2021,ICML,In Large Scale Optimization,Zhuoning Yuan · Zhishuai Guo · Yi Xu · Yiming Ying · Tianbao Yang,reinforcement learning/representation
630,Federated Deep AUC Maximization for Hetergeneous Data with a Constant Communication Complexity,2021,ICML,In Optimization (Convex) 2,Thomas Kerdreux · Lewis Liu · Simon Lacoste-Julien · Damien Scieur,
631,Affine Invariant Analysis of Frank-Wolfe on Strongly Convex Sets,2021,ICML,In Reinforcement Learning 9,Mengjiao Yang · Ofir Nachum,
632,Representation Matters: Offline Pretraining for Sequential Decision Making,2021,ICML,In Reinforcement Learning 8,Zengyi Qin · Yuxiao Chen · Chuchu Fan,representation
633,Density Constrained Reinforcement Learning,2021,ICML,In Deep Reinforcement Learning 3,Xiangjun Wang · Junxiao SONG · Penghui Qi · Peng Peng · Zhenkun Tang · Wei Zhang · Weimin Li · Xiongjun Pi · Jujie He · Chao Gao · Haitao Long · Quan Yuan,reinforcement learning/optimization
634,SCC: an efficient deep reinforcement learning agent mastering the game of StarCraft II,2021,ICML,In Optimization (Convex) 2,Sergey Guminov · Pavel Dvurechenskii · Nazarii Tupitsa · Alexander Gasnikov,reinforcement learning
635,On a Combination of Alternating Minimization and Nesterov's Momentum,2021,ICML,In Large Scale Optimization,Tian Li · Shengyuan Hu · Ahmad Beirami · Virginia Smith,
636,Ditto: Fair and Robust Federated Learning Through Personalization,2021,ICML,In Reinforcement Learning 9,Adrien Ecoffet · Joel Lehman,federated learning
637,Reinforcement Learning Under Moral Uncertainty,2021,ICML,In Deep Learning Algorithms 8,Zalan Fabian · Reinhard Heckel · Mahdi Soltanolkotabi,reinforcement learning
638,Data augmentation for deep learning based accelerated MRI reconstruction with limited data,2021,ICML,In AutoML and Neural Network Architectures 2,George Dasoulas · Kevin Scaman · Aladin Virmaux,augmentation
639,Lipschitz normalization for self-attention layers with application to graph neural networks,2021,ICML,In Deep Learning Algorithms 7,Luca Biggio · Tommaso Bendinelli · Alexander Neitz · Aurelien Lucchi · Giambattista Parascandolo,graph/transformer
641,Three Operator Splitting with a Nonconvex Loss Function,2021,ICML,In Reinforcement Learning 8,Q&A,
651,Cryospheric Science and Emergence of Machine Learning,2021,ICML,In Poster Session 2,Zongyu Guo · Zhizheng Zhang · Runsen Feng · Zhibo Chen,
833,Poster Session 2,2021,ICML,In Reinforcement Learning 10,Dripta S. Raychaudhuri · Sujoy Paul · Jeroen Vanbaar · Amit Roy-Chowdhury,
834,Cross-domain Imitation from Observations,2021,ICML,In Supervised Learning 1,Zhiyong Yang · Qianqian Xu · Shilong Bao · Yuan He · Xiaochun Cao · Qingming Huang,
835,When All We Need is a Piece of the Pie: A Generic Framework for Optimizing Two-way Partial AUC,2021,ICML,In Reinforcement Learning 11,Hao Liu · Pieter Abbeel,
836,APS: Active Pretraining with Successor Features,2021,ICML,In Learning Theory 1,Zhang Zihan · Simon Du · Xiangyang Ji,active learning
837,Near Optimal Reward-Free Reinforcement Learning,2021,ICML,In Deep Learning Theory 2,Carles Domingo-Enrich · Alberto Bietti · Eric Vanden-Eijnden · Joan Bruna,reinforcement learning
838,On Energy-Based Models with Overparametrized Shallow Neural Networks,2021,ICML,In Learning Theory 3,Ya-Ping Hsieh · Panayotis Mertikopoulos · Volkan Cevher,zero_few-shot
839,The Limits of Min-Max Optimization Algorithms: Convergence to Spurious Non-Critical Sets,2021,ICML,In Learning Theory 2,Ayush Jain · Alon Orlitsky,optimization
840,Robust Density Estimation from Batches: The Best Things in Life are (Nearly) Free,2021,ICML,In Probabilistic Methods 1,Yangjun Ruan · Karen Ullrich · Daniel Severo · James Townsend · Ashish Khisti · Arnaud Doucet · Alireza Makhzani · Chris Maddison,
841,Improving Lossless Compression Rates via Monte Carlo Bits-Back Coding,2021,ICML,In Optimization (Nonconvex),Mathieu Carrière · Frederic Chazal · Marc Glisse · Yuichi Ike · Hariprasad Kannan · Yuhei Umeda,
842,Optimizing persistent homology based functions,2021,ICML,In Optimization (Nonconvex),Valerii Likhosherstov · Xingyou Song · Krzysztof Choromanski · Jared Quincy Davis · Adrian Weller,
843,Debiasing a First-order Heuristic for Approximate Bi-level Optimization,2021,ICML,In Reinforcement Learning 11,Gabriele Libardi · Gianni De Fabritiis · Sebastian Dittert,optimization
