title,year,source,authors,class,keywords,abstract,pdf_link
Learning Transferable Reward for Query Object Localization with Policy Adaptation,2022,ICLR,"['Tingfeng Li', 'Shaobo Han', 'Martin Renqiang Min', 'Dimitris N. Metaxas']",poster,[],"We propose a reinforcement learning based approach to query object localization, for which an agent is trained to localize objects of interest specified by a small exemplary set. We learn a transferable reward signal formulated using the exemplary set by ordinal metric learning. Our proposed method enables test-time policy adaptation to new environments where the reward signals are not readily available, and outperforms fine-tuning approaches that are limited to annotated images. In addition, the transferable reward allows repurposing the trained agent from one specific class to another class. Experiments on corrupted MNIST, CU-Birds, and COCO datasets demonstrate the effectiveness of our approach.",/pdf/5b72a5cbe8d019baa19ccef469da73414589de18.pdf
CKConv: Continuous Kernel Convolution For Sequential Data,2022,ICLR,"['David W. Romero', 'Anna Kuzina', 'Erik J Bekkers', 'Jakub Mikolaj Tomczak', 'Mark Hoogendoorn']",poster,"['Convolutional Networks', 'Continuous kernel Convolutions', 'Continuous Convolutional Kernels', 'Implicit Neural Representations', 'Sequential Data.']","Conventional neural architectures for sequential data present important limitations. Recurrent neural networks suffer from exploding and vanishing gradients, small effective memory horizons, and must be trained sequentially. Convolutional neural networks cannot handle sequences of unknown size and their memory horizon must be defined a priori. In this work, we show that these problems can be solved by formulating the convolutional kernels of CNNs as continuous functions. The resulting Continuous Kernel Convolution (CKConv) handles arbitrarily long sequences in a parallel manner, within a single operation, and without relying on any form of recurrence. We show that Continuous Kernel Convolutional Networks (CKCNNs) obtain state-of-the-art results in multiple datasets, e.g., permuted MNIST, and, thanks to their continuous nature, are able to handle non-uniformly sampled datasets and irregularly-sampled data natively. CKCNNs match or perform better than neural ODEs designed for these purposes in a faster and simpler manner.",/pdf/eb7ec6afc6fd671f4c62e8ae61ac22465ac362ab.pdf
Towards Empirical Sandwich Bounds on the Rate-Distortion Function,2022,ICLR,"['Yibo Yang', 'Stephan Mandt']",poster,"['information theory', 'deep generative modeling', 'lossy data compression']","Rate-distortion (R-D) function, a key quantity in information theory, characterizes the fundamental limit of how much a data source can be compressed subject to a fidelity criterion, by any compression algorithm. As researchers push for ever-improving compression performance, establishing the R-D function of a given data source is not only of scientific interest, but also reveals the possible room for improvement in existing compression algorithms. Previous work on this problem relied on distributional assumptions on the data source (Gibson, 2017) or only applied to discrete data (Blahut, 1972; Arimoto, 1972). By contrast, this paper makes the first attempt at an algorithm for sandwiching the R-D function of a general (not necessarily discrete) source requiring only i.i.d. data samples. We estimate R-D sandwich bounds for a variety of artificial and real-world data sources, in settings far beyond the feasibility of any known method, and shed light on the optimality of neural data compression (Ballé et al., 2021; Yang et al., 2022). Our R-D upper bound on natural images indicates theoretical room for improving state-of-the-art image compression methods by at least one dB in PSNR at various bitrates. Our data and code can be found at https://github.com/mandt-lab/RD-sandwich.",/pdf/68b5094de29bac048c6f775fd6ae524a866caf89.pdf
Pareto Policy Adaptation,2022,ICLR,"['Panagiotis Kyriakis', 'Jyotirmoy Deshmukh', 'Paul Bogdan']",poster,"['multi-objective reinforcement learning', 'policy gradient', 'pareto optimality', 'policy adaptation']","We present a policy gradient method for Multi-Objective Reinforcement Learning under unknown, linear preferences. By enforcing Pareto stationarity, a first-order condition for Pareto optimality, we are able to design a simple policy gradient algorithm that approximates the Pareto front and infers the unknown preferences. Our method relies on a projected gradient descent solver that identifies common ascent directions for all objectives. Leveraging the solution of that solver, we introduce Pareto Policy Adaptation (PPA), a loss function that adapts the policy to be optimal with respect to any distribution over preferences. PPA uses implicit differentiation to back-propagate the loss gradient bypassing the operations of the projected gradient descent solver. Our approach is straightforward, easy to implement and can be used with all existing policy gradient and actor-critic methods. We evaluate our method in a series of reinforcement learning tasks",/pdf/20c222c6c34c93ec1b453f5c07d51bd1827ec7bd.pdf
Fair Normalizing Flows,2022,ICLR,"['Mislav Balunovic', 'Anian Ruoss', 'Martin Vechev']",poster,"['fairness', 'fair representation learning', 'adversarial fairness', 'trustworthy machine learning']","Fair representation learning is an attractive approach that promises fairness of downstream predictors by encoding sensitive data. Unfortunately, recent work has shown that strong adversarial predictors can still exhibit unfairness by recovering sensitive attributes from these representations. In this work, we present Fair Normalizing Flows (FNF), a new approach offering more rigorous fairness guarantees for learned representations. Specifically, we consider a practical setting where we can estimate the probability density for sensitive groups. The key idea is to model the encoder as a normalizing flow trained to minimize the statistical distance between the latent representations of different groups. The main advantage of FNF is that its exact likelihood computation allows us to obtain guarantees on the maximum unfairness of any potentially adversarial downstream predictor. We experimentally demonstrate the effectiveness of FNF in enforcing various group fairness notions, as well as other attractive properties such as interpretability and transfer learning, on a variety of challenging real-world datasets.",/pdf/609e4c482621a5208ae4ebb3b311369c3b04689f.pdf
The Convex Geometry of Backpropagation: Neural Network Gradient Flows Converge to Extreme Points of the Dual Convex Program,2022,ICLR,"['Yifei Wang', 'Mert Pilanci']",poster,"['Two-layer ReLU networks', 'convex optimization', 'convex duality', 'gradient flow']","We study non-convex subgradient flows for training two-layer ReLU neural networks from a convex geometry and duality perspective. We characterize the implicit bias of unregularized non-convex gradient flow as convex regularization of an equivalent convex model. We then show that the limit points of non-convex subgradient flows can be identified via primal-dual correspondence in this convex optimization problem.  Moreover, we derive a sufficient condition on the dual variables which ensures that the stationary points of the non-convex objective are the KKT points of the convex objective, thus proving convergence of non-convex gradient flows to the global optimum. For a class of regular training data distributions such as orthogonal separable data, we show that this sufficient condition holds. Therefore, non-convex gradient flows in fact converge to optimal solutions of a convex optimization problem. We present numerical results verifying the predictions of our theory for non-convex subgradient descent.",/pdf/4d29755fe3cd56f6093aa8e79892bc79392b8c0d.pdf
Adaptive Wavelet Transformer Network for 3D Shape Representation Learning,2022,ICLR,"['Hao Huang', 'Yi Fang']",poster,[],"We present a novel method for 3D shape representation learning using multi-scale wavelet decomposition. Previous works often decompose 3D shapes into complementary components in spatial domain at a single scale. In this work, we study to decompose 3D shapes into sub-bands components in frequency domain at multiple scales, resulting in a hierarchical decomposition tree in a principled manner rooted in multi-resolution wavelet analysis. Specifically, we propose Adaptive Wavelet Transformer Network (AWT-Net) that firstly generates approximation or detail wavelet coefficients per point, classifying each point into high or low sub-bands components, using lifting scheme at multiple scales recursively and hierarchically. Then, AWT-Net exploits Transformer to enhance the original shape features by querying and fusing features from different but integrated sub-bands. The wavelet coefficients can be learned without direct supervision on coefficients, and AWT-Net is fully differentiable and can be learned in an end-to-end fashion. Extensive experiments demonstrate that AWT-Net achieves competitive performance on 3D shape classification and segmentation benchmarks.",/pdf/b460e9efd8a892dfa306a2d12f830a63074ab5dd.pdf
On the Convergence of mSGD and AdaGrad for Stochastic Optimization,2022,ICLR,"['ruinan Jin', 'Yu Xing', 'Xingkang He']",poster,"['stochastic gradient descent', 'adaptive gradient algorithm', 'asymptotic convergence']","As one of the most fundamental stochastic optimization algorithms, stochastic gradient descent (SGD) has been intensively developed and extensively applied in machine learning in the past decade. There have been some modified SGD-type algorithms, which outperform the SGD in many competitions and applications in terms of convergence rate and accuracy, such as momentum-based SGD (mSGD) and adaptive gradient algorithm (AdaGrad). Despite these empirical successes, the theoretical properties of these algorithms have not been well established due to technical difficulties. With this motivation, we focus on convergence analysis of mSGD and AdaGrad for any smooth (possibly non-convex) loss functions in stochastic optimization. First, we prove that the iterates of mSGD are asymptotically convergent to a connected set of stationary points with probability one, which is more general than existing works on subsequence convergence or convergence of time averages. Moreover, we prove that the loss function of mSGD decays at a certain rate faster than that of SGD. In addition, we prove the iterates of AdaGrad are asymptotically convergent to a connected set of stationary points with probability one. Also, this result extends the results from the literature on subsequence convergence and the convergence of time averages. Despite the generality of the above convergence results, we have relaxed some assumptions of gradient noises, convexity of loss functions, as well as boundedness of iterates.",/pdf/b4ec8da613b96b5a0a6fa0fdf588173e801abfc8.pdf
Likelihood Training of Schrödinger Bridge using Forward-Backward SDEs Theory,2022,ICLR,"['Tianrong Chen', 'Guan-Horng Liu', 'Evangelos Theodorou']",poster,"['Schrödinger Bridge', 'score-based generative model', 'optimal transport', 'forward-backward stochastic differential equations', 'stochastic optimal control']","Schrödinger Bridge (SB) is an entropy-regularized optimal transport problem that has received increasing attention in deep generative modeling for its mathematical flexibility compared to the Scored-based Generative Model (SGM). However, it remains unclear whether the optimization principle of SB relates to the modern training of deep generative models, which often rely on constructing log-likelihood objectives.This raises questions on the suitability of SB models as a principled alternative for generative applications. In this work, we present a novel computational framework for likelihood training of SB models grounded on Forward-Backward Stochastic Differential Equations Theory – a mathematical methodology appeared in stochastic optimal control that transforms the optimality condition of SB into a set of SDEs. Crucially, these SDEs can be used to construct the likelihood objectives for SB that, surprisingly, generalizes the ones for SGM as special cases. This leads to a new optimization principle that inherits the same SB optimality yet without losing applications of modern generative training techniques, and we show that the resulting training algorithm achieves comparable results on generating realistic images on MNIST, CelebA, and CIFAR10. Our code is available at https://github.com/ghliu/SB-FBSDE.",/pdf/88f4662fe55ad470a87f305792547280c33c6e1b.pdf
Imitation Learning from Observations under Transition Model Disparity,2022,ICLR,"['Tanmay Gangwani', 'Yuan Zhou', 'Jian Peng']",poster,"['Imitation Learning', 'Deep Reinforcement Learning']","Learning to perform tasks by leveraging a dataset of expert observations, also known as imitation learning from observations (ILO), is an important paradigm for learning skills without access to the expert reward function or the expert actions. We consider ILO in the setting where the expert and the learner agents operate in different environments, with the source of the discrepancy being the transition dynamics model. Recent methods for scalable ILO utilize adversarial learning to match the state-transition distributions of the expert and the learner, an approach that becomes challenging when the dynamics are dissimilar. In this work, we propose an algorithm that trains an intermediary policy in the learner environment and uses it as a surrogate expert for the learner. The intermediary policy is learned such that the state transitions generated by it are close to the state transitions in the expert dataset. To derive a practical and scalable algorithm, we employ concepts from prior work on estimating the support of a probability distribution. Experiments using MuJoCo locomotion tasks highlight that our method compares favorably to the baselines for ILO with transition dynamics mismatch.",/pdf/7fd85a0997ef411d5948afe26129e044734df91a.pdf
MCMC Should Mix: Learning Energy-Based Model with Neural Transport Latent Space MCMC,2022,ICLR,"['Erik Nijkamp', 'Ruiqi Gao', 'Pavel Sountsov', 'Srinivas Vasudevan', 'Bo Pang', 'Song-Chun Zhu', 'Ying Nian Wu']",poster,"['Generative models', 'energy-based models', 'MCMC']","Learning energy-based model (EBM) requires MCMC sampling of the learned model as an inner loop of the learning algorithm. However, MCMC sampling of EBMs in high-dimensional data space is generally not mixing, because the energy function, which is usually parametrized by deep network, is highly multi-modal in the data space. This is a serious handicap for both theory and practice of EBMs. In this paper, we propose to learn EBM with a flow-based model (or in general latent variable model) serving as a backbone, so that the EBM is a correction or an exponential tilting of the flow-based model. We show that the model has a particularly simple form in the space of the latent variables of the generative model, and MCMC sampling of the EBM in the latent space mixes well and traverses modes in the data space. This enables proper sampling and learning of EBMs.",/pdf/e59fd3452037dfc60c95270a1328f0a3077b10f9.pdf
Autonomous Learning of Object-Centric Abstractions for High-Level Planning,2022,ICLR,"['Steven James', 'Benjamin Rosman', 'George Konidaris']",poster,"['reinforcement learning', 'planning', 'multitask', 'transfer', 'objects']","We propose a method for autonomously learning an object-centric representation of a continuous and high-dimensional environment that is suitable for planning. Such representations can immediately be transferred between tasks that share the same types of objects, resulting in agents that require fewer samples to learn a model of a new task. We first demonstrate our approach on a 2D crafting domain consisting of numerous objects where the agent learns a compact, lifted representation that generalises across objects. We then apply it to a series of Minecraft tasks to learn object-centric representations and object types - directly from pixel data - that can be leveraged to solve new tasks quickly. The resulting learned representations enable the use of a task-level planner, resulting in an agent capable of transferring learned representations to form complex, long-term plans.",/pdf/a9a9310c7615055c5fd767dd5c8bde623331a28b.pdf
A fast and accurate splitting method for optimal transport: analysis and implementation,2022,ICLR,"['Vien V. Mai', 'Jacob Lindbäck', 'Mikael Johansson']",poster,"['Optimal transport', 'Operator splitting', 'Douglas-Rachford', 'ADMM', 'GPUs']","We develop a fast and reliable method for solving large-scale optimal transport (OT) problems at an unprecedented combination of speed and accuracy. Built on the celebrated Douglas-Rachford splitting technique, our method tackles the original OT problem directly instead of solving an approximate regularized problem, as many state-of-the-art techniques do. This allows us to provide sparse transport plans and avoid numerical issues of methods that use entropic regularization. The algorithm has the same cost per iteration as the popular Sinkhorn method, and each iteration can be executed efficiently, in parallel. The proposed method enjoys an iteration complexity $O(1/\epsilon)$ compared to the best-known $O(1/\epsilon^2)$ of the Sinkhorn method. In addition, we establish a linear convergence rate for our formulation of the OT problem. We detail an efficient GPU implementation of the proposed method that maintains a primal-dual stopping criterion at no extra cost. Substantial experiments demonstrate the effectiveness of our method, both in terms of computation times and robustness.",/pdf/c466eee883ed6f6c6b6dad8f7dc4d5f36092bb25.pdf
Implicit Bias of MSE Gradient Optimization in Underparameterized Neural Networks,2022,ICLR,"['Benjamin Bowman', 'Guido Montufar']",poster,"['underparameterized regime', 'spectral bias', 'neural tangent kernel', 'implicit bias', 'implicit regularization', 'gradient flow']","We study the dynamics of a neural network in function space when optimizing the mean squared error via gradient flow.  We show that in the underparameterized regime the network learns eigenfunctions of an integral operator $T_K$ determined by the Neural Tangent Kernel at rates corresponding to their eigenvalues.  For example, for uniformly distributed data on the sphere $S^{d - 1}$ and rotation invariant weight distributions, the eigenfunctions of $T_K$ are the spherical harmonics.  Our results can be understood as describing a spectral bias in the underparameterized regime. The proofs use the concept of ``Damped Deviations'' where deviations of the NTK matter less for eigendirections with large eigenvalues.  Aside from the underparameterized regime, the damped deviations point-of-view allows us to extend certain results in the literature in the overparameterized setting. ",/pdf/ccf082acfc5365ae3951682ff517392f46042ab1.pdf
Discovering Latent Concepts Learned in BERT,2022,ICLR,"['Fahim Dalvi', 'Abdul Rafae Khan', 'Firoj Alam', 'Nadir Durrani', 'Jia Xu', 'Hassan Sajjad']",poster,"['interpretation', 'BERT', 'NLP']","A large number of studies that analyze deep neural network models and their ability to encode various linguistic and non-linguistic concepts provide an interpretation of the inner mechanics of these models. The scope of the analyses is limited to pre-defined concepts that reinforce the traditional linguistic knowledge and do not reflect on how novel concepts are learned by the model. We address this limitation by discovering and analyzing latent concepts learned in neural network models in an unsupervised fashion and provide interpretations from the model's perspective. In this work, we study: i) what latent concepts exist in the pre-trained BERT model, ii) how the discovered latent concepts align or diverge from classical linguistic hierarchy and iii) how the latent concepts evolve across layers. 
Our findings show: i) a model learns novel concepts (e.g. animal categories and demographic groups), which do not strictly adhere to any pre-defined categorization (e.g. POS, semantic tags), ii) several latent concepts are based on multiple properties which may include semantics, syntax, and  morphology, iii) the lower layers in the model dominate in learning shallow lexical concepts while the higher layers learn semantic relations and iv) the discovered  latent concepts highlight potential biases learned in the model. We also release a novel BERT ConceptNet dataset consisting of 174 concept labels and 1M annotated instances.",/pdf/f96833144308f5ae7999c4c5e5f0dc8c6208fe67.pdf
The Role of Permutation Invariance in Linear Mode Connectivity of Neural Networks,2022,ICLR,"['Rahim Entezari', 'Hanie Sedghi', 'Olga Saukh', 'Behnam Neyshabur']",poster,"['Permutation', 'Invariance', 'Mode Connectivity', 'Energy Barrier', 'Loss landscape', 'Deep Learning']","In this paper, we conjecture that if the permutation invariance of neural networks is taken into account, SGD solutions will likely have no barrier in the linear interpolation between them. Although it is a bold conjecture, we show how extensive empirical attempts fall short of refuting it. We further provide a preliminary theoretical result to support our conjecture. Our conjecture has implications for the lottery ticket hypothesis, distributed training, and ensemble methods. The source code is available at \url{https://github.com/rahimentezari/PermutationInvariance}.",/pdf/a575dfe6923ea65c17895fd63d13fc299132536f.pdf
Data Poisoning Won’t Save You From Facial Recognition,2022,ICLR,"['Evani Radiya-Dixit', 'Sanghyun Hong', 'Nicholas Carlini', 'Florian Tramer']",poster,"['Poisoning attacks', 'adversarial examples', 'facial recognition', 'arms race', 'defenses']","Data poisoning has been proposed as a compelling defense against facial recognition models trained on Web-scraped pictures. Users can perturb images they post online, so that models will misclassify future (unperturbed) pictures.
  
 We demonstrate that this strategy provides a false sense of security, as it ignores an inherent asymmetry between the parties: users' pictures are perturbed once and for all before being published (at which point they are scraped) and must thereafter fool all future models---including models trained adaptively against the users' past attacks, or models that use new technologies discovered after the attack.
  
We evaluate two systems for poisoning attacks against large-scale facial recognition, Fawkes (500,000+ downloads) and LowKey. We demonstrate how an ""oblivious"" model trainer can simply wait for future developments in computer vision to nullify the protection of pictures collected in the past. We further show that an adversary with black-box access to the attack can (i) train a robust model that resists the perturbations of collected pictures and (ii) detect poisoned pictures uploaded online.
  
We caution that facial recognition poisoning will not admit an ""arms race"" between attackers and defenders. Once perturbed pictures are scraped, the attack cannot be changed so any future successful defense irrevocably undermines users' privacy.",/pdf/664ff8f2d58700ae00821a00773fdedbf383c737.pdf
MetaMorph: Learning Universal Controllers with Transformers,2022,ICLR,"['Agrim Gupta', 'Linxi Fan', 'Surya Ganguli', 'Li Fei-Fei']",poster,"['RL', 'Modular Robots', 'Transformers']","Multiple domains like vision, natural language, and audio are witnessing tremendous progress by leveraging Transformers for large scale pre-training followed by task specific fine tuning. In contrast, in robotics we primarily train a single robot for a single task. However, modular robot systems now allow for the flexible combination of general-purpose building blocks into task optimized morphologies. However, given the exponentially large number of possible robot morphologies, training a controller for each new design is impractical. In this work, we propose MetaMorph, a Transformer based approach to learn a universal controller over a modular robot design space. MetaMorph is based on the insight that robot morphology is just another modality on which we can condition the output of a Transformer. Through extensive experiments we demonstrate that large scale pre-training on a variety of robot morphologies results in policies with combinatorial generalization capabilities, including zero shot generalization to unseen robot morphologies. We further demonstrate that our pre-trained policy can be used for sample-efficient transfer to completely new robot morphologies and tasks.",/pdf/7ef00fd81bdb696532e182f6073e6e6d9cb15e98.pdf
HTLM: Hyper-Text Pre-Training and Prompting of Language Models,2022,ICLR,"['Armen Aghajanyan', 'Dmytro Okhonko', 'Mike Lewis', 'Mandar Joshi', 'Hu Xu', 'Gargi Ghosh', 'Luke Zettlemoyer']",poster,"['prompting', 'nlp', 'representational learning', 'priming']","We introduce HTLM, a hyper-text language model trained on a large-scale web crawl. Modeling hyper-text has a number of advantages: (1) it is easily gathered at scale, (2) it provides rich document-level and end-task-adjacent supervision (e.g. 'class' and 'id' attributes often encode document category information), and (3) it allows for new structured prompting that follows the established semantics of HTML (e.g. to do zero-shot summarization by infilling '<title>' tags for a webpage that contains the input text).  We show that pretraining with a BART-style denoising loss directly on simplified HTML provides highly effective transfer for a wide range of end tasks and supervision levels. HTLM matches or exceeds the performance of comparably sized text-only LMs for zero-shot prompting and fine-tuning for classification benchmarks, while also setting new state-of-the-art performance levels for zero-shot summarization. We also find that hyper-text prompts provide more value to HTLM, in terms of data efficiency, than plain text prompts do for existing LMs, and that HTLM is highly effective at auto-prompting itself, by simply generating the most likely hyper-text formatting for any available training data. We will release all code and models to support future HTLM research. ",/pdf/565914339be7ddb2453523852e836e1fe3ce3b8b.pdf
Illiterate DALL-E Learns to Compose,2022,ICLR,"['Gautam Singh', 'Fei Deng', 'Sungjin Ahn']",poster,"['Zero-Shot Image Generation', 'Compositional Representation', 'Object-Centric Representation', 'Out-of-Distribution Generalization', 'Image Transformers']","Although DALL-E has shown an impressive ability of composition-based systematic generalization in image generation, it requires the dataset of text-image pairs and the compositionality is provided by the text. In contrast, object-centric representation models like the Slot Attention model learn composable representations without the text prompt. However, unlike DALL-E, its ability to systematically generalize for zero-shot generation is significantly limited. In this paper, we propose a simple but novel slot-based autoencoding architecture, called SLATE, for combining the best of both worlds: learning object-centric representations that allow systematic generalization in zero-shot image generation without text. As such, this model can also be seen as an illiterate DALL-E model. Unlike the pixel-mixture decoders of existing object-centric representation models, we propose to use the Image GPT decoder conditioned on the slots for capturing complex interactions among the slots and pixels. In experiments, we show that this simple and easy-to-implement architecture not requiring a text prompt achieves significant improvement in in-distribution and out-of-distribution (zero-shot) image generation and qualitatively comparable or better slot-attention structure than the models based on mixture decoders.",/pdf/bcb5e847c6cefafd402be4829f49227cf6b457c7.pdf
The Effects of Reward Misspecification: Mapping and Mitigating Misaligned Models,2022,ICLR,"['Alexander Pan', 'Kush Bhatia', 'Jacob Steinhardt']",poster,"['reward misspecification', 'reinforcement learning', 'reward hacking', 'alignment', 'ml safety']","Reward hacking---where RL agents exploit gaps in misspecified proxy rewards---has been widely observed, but not yet systematically studied. To understand reward hacking, we construct four RL environments with different misspecified rewards. We investigate reward hacking as a function of agent capabilities: model capacity, action space resolution, and observation space noise. Typically, more capable agents are able to better exploit reward misspecifications, causing them to attain higher proxy reward and lower true reward. Moreover, we find instances of \emph{phase transitions}: capability thresholds at which the agent's behavior qualitatively shifts, leading to a sharp decrease in the true reward. Such phase transitions pose challenges to monitoring the safety of ML systems. To encourage further research on reward misspecification, address this, we propose an anomaly detection task for aberrant policies and offer several baseline detectors.",/pdf/772b3ddc867fd13a9c98fb15c99f94d5b68ae558.pdf
Optimizing Neural Networks with Gradient Lexicase Selection,2022,ICLR,"['Li Ding', 'Lee Spector']",poster,"['deep learning', 'lexicase selection', 'optimization', 'evolutionary algorithms']","One potential drawback of using aggregated performance measurement in machine learning is that models may learn to accept higher errors on some training cases as compromises for lower errors on others, with the lower errors actually being instances of overfitting. This can lead both to stagnation at local optima and to poor generalization. Lexicase selection is an uncompromising method developed in evolutionary computation, which selects models on the basis of sequences of individual training case errors instead of using aggregated metrics such as loss and accuracy. In this paper, we investigate how the general idea of lexicase selection can fit into the context of deep learning to improve generalization. We propose Gradient Lexicase Selection, an optimization framework that combines gradient descent and lexicase selection in an evolutionary fashion. Experimental results show that the proposed method improves the generalization performance of various popular deep neural network architectures on three image classification benchmarks. Qualitative analysis also indicates that our method helps the networks learn more diverse representations.",/pdf/769eeb9706c07b44bcffed8ceeb0c8f027af3caf.pdf
Offline Reinforcement Learning with Implicit Q-Learning,2022,ICLR,"['Ilya Kostrikov', 'Ashvin Nair', 'Sergey Levine']",poster,"['Deep Reinforcement Learning', 'Offline Reinforcement Learning', 'Batch Reinforcement Learning', 'Continuous Control']","Offline reinforcement learning requires reconciling two conflicting aims: learning a policy that improves over the behavior policy that collected the dataset, while at the same time minimizing the deviation from the behavior policy so as to avoid errors due to distributional shift. This tradeoff is critical, because most current offline reinforcement learning methods need to query the value of unseen actions during training to improve the policy, and therefore need to either constrain these actions to be in-distribution, or else regularize their values. We propose a new offline RL method that never needs to evaluate actions outside of the dataset, but still enables the learned policy to improve substantially over the best behavior in the data through generalization. The main insight in our work is that, instead of evaluating unseen actions from the latest policy, we can approximate the policy improvement step implicitly by treating the state value function as a random variable, with randomness determined by the action (while still integrating over the dynamics to avoid excessive optimism), and then taking a state conditional upper expectile of this random variable to estimate the value of the best actions in that state. This leverages the generalization capacity of the function approximator to estimate the value of the best available action at a given state without ever directly querying a Q-function with this unseen action. Our algorithm alternates between fitting this upper expectile value function and backing it up into a Q-function, without any explicit policy. Then, we extract the policy via advantage-weighted behavioral cloning, which also avoids querying out-of-sample actions. We dub our method Implicit Q-learning (IQL).  IQL is easy to implement, computationally efficient, and only requires fitting an additional critic with an asymmetric L2 loss. IQL demonstrates the state-of-the-art performance on D4RL, a standard benchmark for offline reinforcement learning. We also demonstrate that IQL achieves strong performance fine-tuning using online interaction after offline initialization.",/pdf/40ae9547c1a21998c591513e30da199c204553ac.pdf
Learning Distributionally Robust Models at Scale via Composite Optimization,2022,ICLR,"['Farzin Haddadpour', 'Mohammad Mahdi Kamani', 'Mehrdad Mahdavi', 'amin karbasi']",poster,"['Composite Optimization', 'Distributionally Robust Optimization']","To train machine learning models that are robust to distribution shifts in the data, distributionally robust optimization (DRO) has been proven very effective. However, the existing approaches to learning a distributionally robust model either require solving complex optimization problems such as semidefinite programming or a first-order method whose convergence scales linearly with the number of data samples-- which hinders their scalability to large datasets.  In this paper, we show how different variants of DRO are simply instances of a finite-sum composite optimization for which we provide scalable methods.  We also provide empirical results that demonstrate the effectiveness of our proposed algorithm with respect to the prior art in order to learn robust models from very large datasets. ",/pdf/df930de07a8cc14a26729682ca5b2e909c56cfbd.pdf
Counterfactual Plans under Distributional Ambiguity,2022,ICLR,"['Ngoc Bui', 'Duy Nguyen', 'Viet Anh Nguyen']",poster,"['Counterfactual explanations', 'Robust optimization']","Counterfactual explanations are attracting significant attention due to the flourishing applications of machine learning models in consequential domains. A counterfactual plan consists of multiple possibilities to modify a given instance so that the model's prediction will be altered. As the predictive model can be updated subject to the future arrival of new data, a counterfactual plan may become ineffective or infeasible, with respect to the future values of the model parameters. In this work, we study the counterfactual plans under model uncertainty, in which the distribution of the model parameters is partially prescribed using only the first- and second-moment information. First, we propose an uncertainty quantification tool to compute the lower and upper bounds of the probability of feasibility for any given counterfactual plan. We then provide corrective methods to adjust the counterfactual plan to improve the feasibility measure. The numerical experiments validate our bounds and demonstrate that our correction increases the robustness of the counterfactual plans in different real-world datasets.",/pdf/c3f5f4075890ebfe659f86fbf42ec54a78759f3f.pdf
Neural Parameter Allocation Search,2022,ICLR,"['Bryan A. Plummer', 'Nikoli Dryden', 'Julius Frost', 'Torsten Hoefler', 'Kate Saenko']",poster,"['efficient training methods', 'cross-layer parameter sharing']","Training neural networks requires increasing amounts of memory. Parameter sharing can reduce memory and communication costs, but existing methods assume networks have many identical layers and utilize hand-crafted sharing strategies that fail to generalize. We introduce Neural Parameter Allocation Search (NPAS), a novel task where the goal is to train a neural network given an arbitrary, fixed parameter budget. NPAS covers both low-budget regimes, which produce compact networks, as well as a novel high-budget regime, where additional capacity can be added to boost performance without increasing inference FLOPs.  To address NPAS, we introduce Shapeshifter Networks (SSNs), which automatically learn where and how to share parameters in a network to support any parameter budget without requiring any changes to the architecture or loss function. NPAS and SSNs provide a complete framework for addressing generalized parameter sharing, and can also be combined with prior work for additional performance gains. We demonstrate the effectiveness of our approach using nine network architectures across four diverse tasks, including ImageNet classification and transformers.",/pdf/41098cac197bacfbb30bd46f809e88c6d1cf5d76.pdf
Non-Linear Operator Approximations for Initial Value Problems,2022,ICLR,"['Gaurav Gupta', 'Xiongye Xiao', 'Radu Balan', 'Paul Bogdan']",poster,"['exponential operators', 'initial value problem', 'pade approximation', 'multiwavelets', 'partial differential equations']","Time-evolution of partial differential equations is the key to model several dynamical processes, events forecasting but the operators associated with such problems are non-linear. We propose a Padé approximation based exponential neural operator scheme for efficiently learning the map between a given initial condition and activities at a later time. The multiwavelets bases are used for space discretization. By explicitly embedding the exponential operators in the model, we reduce the training parameters and make it more data-efficient which is essential in dealing with scarce real-world datasets. The Padé exponential operator uses a $\textit{recurrent structure with shared parameters}$ to model the non-linearity compared to recent neural operators that rely on using multiple linear operator layers in succession. We show theoretically that the gradients associated with the recurrent Padé network are bounded across the recurrent horizon. We perform experiments on non-linear systems such as Korteweg-de Vries (KdV) and Kuramoto–Sivashinsky (KS) equations to show that the proposed approach achieves the best performance and at the same time is data-efficient. We also show that urgent real-world problems like Epidemic forecasting (for example, COVID-19) can be formulated as a 2D time-varying operator problem. The proposed Padé exponential operators yield better prediction results ($\textbf{53\%} (\textbf{52\%})$ better MAE than best neural operator (non-neural operator deep learning model)) compared to state-of-the-art forecasting models.",/pdf/64034193e19bb69648d9e3ed9301e225d08d08fe.pdf
