Title,Year,Source,Authors,Class,topic
DeSKO: Stability-Assured Robust Control with a Deep Stochastic Koopman Operator,2022,ICLR,"Minghao Han, Jacob Euler-Rolle, Robert K. Katzschmann",poster,
Neural Network Approximation based on Hausdorff distance of Tropical Zonotopes,2022,ICLR,"Panagiotis Misiakos, Georgios Smyrnis, George Retsinas, Petros Maragos",poster,
Learning Towards The Largest Margins,2022,ICLR,"Xiong Zhou, Xianming Liu, Deming Zhai, Junjun Jiang, Xin Gao, Xiangyang Ji",poster,
Patch-Fool: Are Vision Transformers Always Robust Against Adversarial Perturbations?,2022,ICLR,"Yonggan Fu, Shunyao Zhang, Shang Wu, Cheng Wan, Yingyan Lin",poster,transformer
AdaMatch: A Unified Approach to Semi-Supervised Learning and Domain Adaptation,2022,ICLR,"David Berthelot, Rebecca Roelofs, Kihyuk Sohn, Nicholas Carlini, Alexey Kurakin",poster,
Complete Verification via Multi-Neuron Relaxation Guided Branch-and-Bound,2022,ICLR,"Claudio Ferrari, Mark Niklas Mueller, Nikola Jovanović, Martin Vechev",poster,
Learning Fast Samplers for Diffusion Models by Differentiating Through Sample Quality,2022,ICLR,"Daniel Watson, William Chan, Jonathan Ho, Mohammad Norouzi",poster,diffusion models
Distribution Compression in Near-Linear Time,2022,ICLR,"Abhishek Shetty, Raaz Dwivedi, Lester Mackey",poster,
Capturing Structural Locality in Non-parametric Language Models,2022,ICLR,"Frank F. Xu, Junxian He, Graham Neubig, Vincent Josua Hellendoorn",poster,metric
"Audio Lottery: Speech Recognition Made Ultra-Lightweight, Noise-Robust, and Transferable",2022,ICLR,"Shaojin Ding, Tianlong Chen, Zhangyang Wang",poster,transfer learning
Learning to Map for Active Semantic Goal Navigation,2022,ICLR,"Georgios Georgakis, Bernadette Bucher, Karl Schmeckpeper, Siddharth Singh, Kostas Daniilidis",poster,active learning
Benchmarking the Spectrum of Agent Capabilities,2022,ICLR,Danijar Hafner,poster,reinforcement learning
Mind the Gap: Domain Gap Control for Single Shot Domain Adaptation for Generative Adversarial Networks,2022,ICLR,"Peihao Zhu, Rameen Abdal, John Femiani, Peter Wonka",poster,generative model
On Evaluation Metrics for Graph Generative Models,2022,ICLR,"Rylee Thompson, Boris Knyazev, Elahe Ghalebi, Jungtaek Kim, Graham W. Taylor",poster,graph/generative model/metric
Selective Ensembles for Consistent Predictions,2022,ICLR,"Emily Black, Klas Leino, Matt Fredrikson",poster,
Graph Condensation for Graph Neural Networks,2022,ICLR,"Wei Jin, Lingxiao Zhao, Shichang Zhang, Yozen Liu, Jiliang Tang, Neil Shah",poster,graph
DIVA: Dataset Derivative of a Learning Task,2022,ICLR,"Yonatan Dukler, Alessandro Achille, Giovanni Paolini, Avinash Ravichandran, Marzia Polito, Stefano Soatto",poster,
Towards General Function Approximation in Zero-Sum Markov Games,2022,ICLR,"Baihe Huang, Jason D. Lee, Zhaoran Wang, Zhuoran Yang",poster,
Exposing the Implicit Energy Networks behind Masked Language Models via Metropolis--Hastings,2022,ICLR,"Kartik Goyal, Chris Dyer, Taylor Berg-Kirkpatrick",poster,
ClimateGAN: Raising Climate Change Awareness by Generating Images of Floods,2022,ICLR,"Victor Schmidt, Alexandra Luccioni, Mélisande Teng, Tianyu Zhang, Alexia Reynaud, Sunand Raghupathi, Gautier Cosne, Adrien Juraver, Vahe Vardanyan, Alex Hernández-García, Yoshua Bengio",poster,
A Comparison of Hamming Errors of Representative Variable Selection Methods,2022,ICLR,"Tracy Ke, Longlin Wang",poster,
A Program to Build E(N)-Equivariant Steerable CNNs,2022,ICLR,"Gabriele Cesa, Leon Lang, Maurice Weiler",poster,
Minimax Optimization with Smooth Algorithmic Adversaries,2022,ICLR,"Tanner Fiez, Chi Jin, Praneeth Netrapalli, Lillian J Ratliff",poster,optimization
On Distributed Adaptive Optimization with Gradient Compression,2022,ICLR,"Xiaoyun Li, Belhal Karimi, Ping Li",poster,optimization/adaptive
Leveraging unlabeled data to predict out-of-distribution performance,2022,ICLR,"Saurabh Garg, Sivaraman Balakrishnan, Zachary Chase Lipton, Behnam Neyshabur, Hanie Sedghi",poster,
VC dimension of partially quantized neural networks in the overparametrized regime,2022,ICLR,"Yutong Wang, Clayton Scott",poster,
Optimal Representations for Covariate Shift,2022,ICLR,"Yangjun Ruan, Yann Dubois, Chris J. Maddison",poster,representation
Fortuitous Forgetting in Connectionist Networks,2022,ICLR,"Hattie Zhou, Ankit Vani, Hugo Larochelle, Aaron Courville",poster,
EigenGame Unloaded: When playing games is better than optimizing,2022,ICLR,"Ian Gemp, Brian McWilliams, Claire Vernade, Thore Graepel",poster,
Contextualized Scene Imagination for Generative Commonsense Reasoning,2022,ICLR,"PeiFeng Wang, Jonathan Zamora, Junfeng Liu, Filip Ilievski, Muhao Chen, Xiang Ren",poster,generative model
Scene Transformer: A unified architecture for predicting future trajectories of multiple agents,2022,ICLR,"Jiquan Ngiam, Vijay Vasudevan, Benjamin Caine, Zhengdong Zhang, Hao-Tien Lewis Chiang, Jeffrey Ling, Rebecca Roelofs, Alex Bewley, Chenxi Liu, Ashish Venugopal, David J Weiss, Ben Sapp, Zhifeng Chen, Jonathon Shlens",poster,reinforcement learning/transformer
DISSECT: Disentangled Simultaneous Explanations via Concept Traversals,2022,ICLR,"Asma Ghandeharioun, Been Kim, Chun-Liang Li, Brendan Jou, Brian Eoff, Rosalind Picard",poster,
Heteroscedastic Temporal Variational Autoencoder For Irregularly Sampled Time Series,2022,ICLR,"Satya Narayan Shukla, Benjamin Marlin",poster,
A Neural Tangent Kernel Perspective of Infinite Tree Ensembles,2022,ICLR,"Ryuichi Kanoh, Mahito Sugiyama",poster,
AlphaZero-based Proof Cost Network to Aid Game Solving,2022,ICLR,"Ti-Rong Wu, Chung-Chin Shih, Ting Han Wei, Meng-Yu Tsai, Wei-Yuan Hsu, I-Chen Wu",poster,
Bayesian Framework for Gradient Leakage,2022,ICLR,"Mislav Balunovic, Dimitar Iliev Dimitrov, Robin Staab, Martin Vechev",poster,bayesian
Universalizing Weak Supervision,2022,ICLR,"Changho Shin, Winfred Li, Harit Vishwakarma, Nicholas Carl Roberts, Frederic Sala",poster,zero_few-shot
Maximum n-times Coverage for Vaccine Design,2022,ICLR,"Ge Liu, Alexander Dimitrakakis, Brandon Carter, David Gifford",poster,
KL Guided Domain Adaptation,2022,ICLR,"A. Tuan Nguyen, Toan Tran, Yarin Gal, Philip Torr, Atilim Gunes Baydin",poster,
From Stars to Subgraphs: Uplifting Any GNN with Local Structure Awareness,2022,ICLR,"Lingxiao Zhao, Wei Jin, Leman Akoglu, Neil Shah",poster,graph
NETWORK INSENSITIVITY TO PARAMETER NOISE VIA PARAMETER ATTACK DURING TRAINING,2022,ICLR,"Julian Büchel, Fynn Firouz Faber, Dylan Richard Muir",poster,
Gradient Importance Learning for Incomplete Observations,2022,ICLR,"Qitong Gao, Dong Wang, Joshua David Amason, Siyang Yuan, Chenyang Tao, Ricardo Henao, Majda Hadziahmetovic, Lawrence Carin, Miroslav Pajic",poster,
"Do Users Benefit From Interpretable Vision? A User Study, Baseline, And Dataset",2022,ICLR,"Leon Sixt, Martin Schuessler, Oana-Iuliana Popescu, Philipp Weiß, Tim Landgraf",poster,
Understanding the Variance Collapse of SVGD in High Dimensions,2022,ICLR,"Jimmy Ba, Murat A Erdogdu, Marzyeh Ghassemi, Shengyang Sun, Taiji Suzuki, Denny Wu, Tianzong Zhang",poster,
Generalisation in Lifelong Reinforcement Learning through Logical Composition,2022,ICLR,"Geraud Nangue Tasse, Steven James, Benjamin Rosman",poster,reinforcement learning
PolyLoss: A Polynomial Expansion Perspective of Classification Loss Functions,2022,ICLR,"Zhaoqi Leng, Mingxing Tan, Chenxi Liu, Ekin Dogus Cubuk, Jay Shi, Shuyang Cheng, Dragomir Anguelov",poster,
Improving Non-Autoregressive Translation Models Without Distillation,2022,ICLR,"Xiao Shi Huang, Felipe Perez, Maksims Volkovs",poster,distillation
A Theory of Tournament Representations,2022,ICLR,"Arun Rajkumar, Vishnu Veerathu, Abdul Bakey Mir",poster,representation
Convergent and Efficient Deep Q Learning Algorithm,2022,ICLR,"Zhikang T. Wang, Masahito Ueda",poster,
Trigger Hunting with a Topological Prior for Trojan Detection,2022,ICLR,"Xiaoling Hu, Xiao Lin, Michael Cogswell, Yi Yao, Susmit Jha, Chao Chen",poster,
Who Is the Strongest Enemy? Towards Optimal and Efficient Evasion Attacks in Deep RL,2022,ICLR,"Yanchao Sun, Ruijie Zheng, Yongyuan Liang, Furong Huang",poster,
Chunked Autoregressive GAN for Conditional Waveform Synthesis,2022,ICLR,"Max Morrison, Rithesh Kumar, Kundan Kumar, Prem Seetharaman, Aaron Courville, Yoshua Bengio",poster,
COPA: Certifying Robust Policies for Offline Reinforcement Learning against Poisoning Attacks,2022,ICLR,"Fan Wu, Linyi Li, Huan Zhang, Bhavya Kailkhura, Krishnaram Kenthapadi, Ding Zhao, Bo Li",poster,reinforcement learning
ExT5: Towards Extreme Multi-Task Scaling for Transfer Learning,2022,ICLR,"Vamsi Aribandi, Yi Tay, Tal Schuster, Jinfeng Rao, Huaixiu Steven Zheng, Sanket Vaibhav Mehta, Honglei Zhuang, Vinh Q. Tran, Dara Bahri, Jianmo Ni, Jai Gupta, Kai Hui, Sebastian Ruder, Donald Metzler",poster,transformer/transfer learning/multi-task
Provable Adaptation across Multiway Domains via Representation Learning,2022,ICLR,"Zhili Feng, Shaobo Han, Simon Shaolei Du",poster,representation
Efficient Token Mixing for Transformers via Adaptive Fourier Neural Operators,2022,ICLR,"John Guibas, Morteza Mardani, Zongyi Li, Andrew Tao, Anima Anandkumar, Bryan Catanzaro",poster,transformer/adaptive
Sample Selection with Uncertainty of Losses for Learning with Noisy Labels,2022,ICLR,"Xiaobo Xia, Tongliang Liu, Bo Han, Mingming Gong, Jun Yu, Gang Niu, Masashi Sugiyama",poster,
Data-Driven Offline Optimization for Architecting Hardware Accelerators,2022,ICLR,"Aviral Kumar, Amir Yazdanbakhsh, Milad Hashemi, Kevin Swersky, Sergey Levine",poster,optimization
Multi-Agent MDP Homomorphic Networks,2022,ICLR,"Elise van der Pol, Herke van Hoof, Frans A Oliehoek, Max Welling",poster,reinforcement learning/multi-agent
Geometry-Consistent Neural Shape Representation with Implicit Displacement Fields,2022,ICLR,"Wang Yifan, Lukas Rahmann, Olga Sorkine-hornung",poster,representation
Modeling Label Space Interactions in Multi-label Classification using Box Embeddings,2022,ICLR,"Dhruvesh Patel, Pavitra Dangati, Jay-Yoon Lee, Michael Boratko, Andrew McCallum",poster,
It Takes Two to Tango: Mixup for Deep Metric Learning,2022,ICLR,"Shashanka Venkataramanan, Bill Psomas, Ewa Kijak, laurent amsaleg, Konstantinos Karantzalos, Yannis Avrithis",poster,metric
Data Efficient Language-Supervised Zero-Shot Recognition with Optimal Transport Distillation,2022,ICLR,"Bichen Wu, Ruizhe Cheng, Peizhao Zhang, Tianren Gao, Joseph E. Gonzalez, Peter Vajda",poster,zero_few-shot/distillation
A Statistical Framework for Efficient Out of Distribution Detection in Deep Neural Networks,2022,ICLR,"Matan Haroush, Tzviel Frostig, Ruth Heller, Daniel Soudry",poster,
FedBABU: Toward Enhanced Representation for Federated Image Classification,2022,ICLR,"Jaehoon Oh, SangMook Kim, Se-Young Yun",poster,representation
Should I Run Offline Reinforcement Learning or Behavioral Cloning?,2022,ICLR,"Aviral Kumar, Joey Hong, Anikait Singh, Sergey Levine",poster,reinforcement learning
Learning State Representations via Retracing in Reinforcement Learning,2022,ICLR,"Changmin Yu, Dong Li, Jianye HAO, Jun Wang, Neil Burgess",poster,reinforcement learning/representation
Open-World Semi-Supervised Learning,2022,ICLR,"Kaidi Cao, Maria Brbic, Jure Leskovec",poster,
Evading Adversarial Example Detection Defenses with Orthogonal Projected Gradient Descent,2022,ICLR,"Oliver Bryniarski, Nabeel Hingun, Pedro Pachuca, Vincent Wang, Nicholas Carlini",poster,
Reducing Excessive Margin to Achieve a Better Accuracy vs. Robustness Trade-off,2022,ICLR,"Rahul Rade, Seyed-Mohsen Moosavi-Dezfooli",poster,
Expressivity of Emergent Languages is a Trade-off between Contextual Complexity and Unpredictability,2022,ICLR,"Shangmin Guo, Yi Ren, Kory Wallace Mathewson, Simon Kirby, Stefano V Albrecht, Kenny Smith",poster,
Fast AdvProp,2022,ICLR,"Jieru Mei, Yucheng Han, Yutong Bai, Yixiao Zhang, Yingwei Li, Xianhang Li, Alan Yuille, Cihang Xie",poster,
Triangle and Four Cycle Counting with Predictions in Graph Streams,2022,ICLR,"Justin Y Chen, Talya Eden, Piotr Indyk, Honghao Lin, Shyam Narayanan, Ronitt Rubinfeld, Sandeep Silwal, Tal Wagner, David Woodruff, Michael Zhang",poster,graph
Is Fairness Only Metric Deep? Evaluating and Addressing Subgroup Gaps in Deep Metric Learning,2022,ICLR,"Natalie Dullerud, Karsten Roth, Kimia Hamidieh, Nicolas Papernot, Marzyeh Ghassemi",poster,metric
NodePiece: Compositional and Parameter-Efficient Representations of Large Knowledge Graphs,2022,ICLR,"Mikhail Galkin, Etienne Denis, Jiapeng Wu, William L. Hamilton",poster,graph/representation
Pix2seq: A Language Modeling Framework for Object Detection,2022,ICLR,"Ting Chen, Saurabh Saxena, Lala Li, David J. Fleet, Geoffrey Hinton",poster,
Particle Stochastic Dual Coordinate Ascent: Exponential convergent algorithm for mean field neural network optimization,2022,ICLR,"Kazusato Oko, Taiji Suzuki, Atsushi Nitanda, Denny Wu",poster,optimization
The Effects of Invertibility on the Representational Complexity of Encoders in Variational Autoencoders,2022,ICLR,"Divyansh Pareek, Andrej Risteski",poster,representation
Tracking the risk of a deployed model and detecting harmful distribution shifts,2022,ICLR,"Aleksandr Podkopaev, Aaditya Ramdas",poster,
Towards Understanding the Robustness Against Evasion Attack on Categorical Data,2022,ICLR,"Hongyan Bao, Yufei Han, Yujun Zhou, Yun Shen, Xiangliang Zhang",poster,
Learning Curves for SGD on Structured Features,2022,ICLR,"Blake Bordelon, Cengiz Pehlevan",poster,
NASViT: Neural Architecture Search for Efficient Vision Transformers with Gradient Conflict aware Supernet Training,2022,ICLR,"Chengyue Gong, Dilin Wang, Meng Li, Xinlei Chen, Zhicheng Yan, Yuandong Tian, qiang liu, Vikas Chandra",poster,transformer
Graphon based Clustering and Testing of Networks: Algorithms and Theory,2022,ICLR,"Mahalakshmi Sabanayagam, Leena Chennuru Vankadara, Debarghya Ghoshdastidar",poster,graph
Network Augmentation for Tiny Deep Learning,2022,ICLR,"Han Cai, Chuang Gan, Ji Lin, song han",poster,augmentation
Bridging the Gap: Providing Post-Hoc Symbolic Explanations for Sequential Decision-Making Problems with Inscrutable Representations,2022,ICLR,"Sarath Sreedharan, Utkarsh Soni, Mudit Verma, Siddharth Srivastava, Subbarao Kambhampati",poster,representation
Distributional Reinforcement Learning with Monotonic Splines,2022,ICLR,"Yudong Luo, Guiliang Liu, Haonan Duan, Oliver Schulte, Pascal Poupart",poster,reinforcement learning
Toward Faithful Case-based Reasoning through Learning Prototypes in a Nearest Neighbor-friendly Space.,2022,ICLR,"Seyed Omid Davoudi, Majid Komeili",poster,
Augmented Sliced Wasserstein Distances,2022,ICLR,"Xiongjie Chen, Yongxin Yang, Yunpeng Li",poster,augmentation
Relational Learning with Variational Bayes,2022,ICLR,Kuang-Hung Liu,poster,bayesian
Provably Robust Adversarial Examples,2022,ICLR,"Dimitar Iliev Dimitrov, Gagandeep Singh, Timon Gehr, Martin Vechev",poster,
Joint Shapley values: a measure of joint feature importance,2022,ICLR,"Chris Harris, Richard Pymar, Colin Rowat",poster,
Low-Budget Active Learning via Wasserstein Distance: An Integer Programming Approach,2022,ICLR,"Rafid Mahmood, Sanja Fidler, Marc T Law",poster,zero_few-shot/active learning
Efficient Self-supervised Vision Transformers for Representation Learning,2022,ICLR,"Chunyuan Li, Jianwei Yang, Pengchuan Zhang, Mei Gao, Bin Xiao, Xiyang Dai, Lu Yuan, Jianfeng Gao",poster,zero_few-shot/transformer/representation
Visual Representation Learning Does Not Generalize Strongly Within the Same Domain,2022,ICLR,"Lukas Schott, Julius Von Kügelgen, Frederik Träuble, Peter Vincent Gehler, Chris Russell, Matthias Bethge, Bernhard Schölkopf, Francesco Locatello, Wieland Brendel",poster,representation
Hidden Convexity of Wasserstein GANs: Interpretable Generative Models with Closed-Form Solutions,2022,ICLR,"Arda Sahiner, Tolga Ergen, Batu Ozturkler, Burak Bartan, John M. Pauly, Morteza Mardani, Mert Pilanci",poster,generative model
Memory Augmented Optimizers for Deep Learning,2022,ICLR,"Paul-Aymeric Martin McRae, Prasanna Parthasarathi, Mido Assran, Sarath Chandar",poster,augmentation
Orchestrated Value Mapping for Reinforcement Learning,2022,ICLR,"Mehdi Fatemi, Arash Tavakoli",poster,reinforcement learning
Learning to Generalize across Domains on Single Test Samples,2022,ICLR,"Zehao Xiao, Xiantong Zhen, Ling Shao, Cees G. M. Snoek",poster,
Prototype memory and attention mechanisms for few shot image generation,2022,ICLR,"Tianqin Li, Zijie Li, Andrew Luo, Harold Rockwell, Amir Barati Farimani, Tai Sing Lee",poster,transformer/generative model
TPU-GAN: Learning temporal coherence from dynamic point cloud sequences,2022,ICLR,"Zijie Li, Tianqin Li, Amir Barati Farimani",poster,
A First-Occupancy Representation for Reinforcement Learning,2022,ICLR,"Ted Moskovitz, Spencer R Wilson, Maneesh Sahani",poster,reinforcement learning/representation
Deep ReLU Networks Preserve Expected Length,2022,ICLR,"Boris Hanin, Ryan S Jeong, David Rolnick",poster,
Phenomenology of Double Descent in Finite-Width Neural Networks,2022,ICLR,"Sidak Pal Singh, Aurelien Lucchi, Thomas Hofmann, Bernhard Schölkopf",poster,
How Attentive are Graph Attention Networks?,2022,ICLR,"Shaked Brody, Uri Alon, Eran Yahav",poster,graph/transformer
Learning Transferable Reward for Query Object Localization with Policy Adaptation,2022,ICLR,"Tingfeng Li, Shaobo Han, Martin Renqiang Min, Dimitris N. Metaxas",poster,transfer learning
CKConv: Continuous Kernel Convolution For Sequential Data,2022,ICLR,"David W. Romero, Anna Kuzina, Erik J Bekkers, Jakub Mikolaj Tomczak, Mark Hoogendoorn",poster,
Towards Empirical Sandwich Bounds on the Rate-Distortion Function,2022,ICLR,"Yibo Yang, Stephan Mandt",poster,
Pareto Policy Adaptation,2022,ICLR,"Panagiotis Kyriakis, Jyotirmoy Deshmukh, Paul Bogdan",poster,
Fair Normalizing Flows,2022,ICLR,"Mislav Balunovic, Anian Ruoss, Martin Vechev",poster,zero_few-shot/flow
The Convex Geometry of Backpropagation: Neural Network Gradient Flows Converge to Extreme Points of the Dual Convex Program,2022,ICLR,"Yifei Wang, Mert Pilanci",poster,zero_few-shot/flow
Adaptive Wavelet Transformer Network for 3D Shape Representation Learning,2022,ICLR,"Hao Huang, Yi Fang",poster,transformer/representation/adaptive
On the Convergence of mSGD and AdaGrad for Stochastic Optimization,2022,ICLR,"ruinan Jin, Yu Xing, Xingkang He",poster,optimization
Likelihood Training of Schrödinger Bridge using Forward-Backward SDEs Theory,2022,ICLR,"Tianrong Chen, Guan-Horng Liu, Evangelos Theodorou",poster,
Imitation Learning from Observations under Transition Model Disparity,2022,ICLR,"Tanmay Gangwani, Yuan Zhou, Jian Peng",poster,imitation learning
MCMC Should Mix: Learning Energy-Based Model with Neural Transport Latent Space MCMC,2022,ICLR,"Erik Nijkamp, Ruiqi Gao, Pavel Sountsov, Srinivas Vasudevan, Bo Pang, Song-Chun Zhu, Ying Nian Wu",poster,
Autonomous Learning of Object-Centric Abstractions for High-Level Planning,2022,ICLR,"Steven James, Benjamin Rosman, George Konidaris",poster,
A fast and accurate splitting method for optimal transport: analysis and implementation,2022,ICLR,"Vien V. Mai, Jacob Lindbäck, Mikael Johansson",poster,
Implicit Bias of MSE Gradient Optimization in Underparameterized Neural Networks,2022,ICLR,"Benjamin Bowman, Guido Montufar",poster,optimization
Discovering Latent Concepts Learned in BERT,2022,ICLR,"Fahim Dalvi, Abdul Rafae Khan, Firoj Alam, Nadir Durrani, Jia Xu, Hassan Sajjad",poster,transformer
The Role of Permutation Invariance in Linear Mode Connectivity of Neural Networks,2022,ICLR,"Rahim Entezari, Hanie Sedghi, Olga Saukh, Behnam Neyshabur",poster,
Data Poisoning Won’t Save You From Facial Recognition,2022,ICLR,"Evani Radiya-Dixit, Sanghyun Hong, Nicholas Carlini, Florian Tramer",poster,
MetaMorph: Learning Universal Controllers with Transformers,2022,ICLR,"Agrim Gupta, Linxi Fan, Surya Ganguli, Li Fei-Fei",poster,transformer/meta-learning
HTLM: Hyper-Text Pre-Training and Prompting of Language Models,2022,ICLR,"Armen Aghajanyan, Dmytro Okhonko, Mike Lewis, Mandar Joshi, Hu Xu, Gargi Ghosh, Luke Zettlemoyer",poster,
Illiterate DALL-E Learns to Compose,2022,ICLR,"Gautam Singh, Fei Deng, Sungjin Ahn",poster,
The Effects of Reward Misspecification: Mapping and Mitigating Misaligned Models,2022,ICLR,"Alexander Pan, Kush Bhatia, Jacob Steinhardt",poster,
Optimizing Neural Networks with Gradient Lexicase Selection,2022,ICLR,"Li Ding, Lee Spector",poster,
Offline Reinforcement Learning with Implicit Q-Learning,2022,ICLR,"Ilya Kostrikov, Ashvin Nair, Sergey Levine",poster,reinforcement learning
Learning Distributionally Robust Models at Scale via Composite Optimization,2022,ICLR,"Farzin Haddadpour, Mohammad Mahdi Kamani, Mehrdad Mahdavi, amin karbasi",poster,optimization
Counterfactual Plans under Distributional Ambiguity,2022,ICLR,"Ngoc Bui, Duy Nguyen, Viet Anh Nguyen",poster,
Neural Parameter Allocation Search,2022,ICLR,"Bryan A. Plummer, Nikoli Dryden, Julius Frost, Torsten Hoefler, Kate Saenko",poster,
Non-Linear Operator Approximations for Initial Value Problems,2022,ICLR,"Gaurav Gupta, Xiongye Xiao, Radu Balan, Paul Bogdan",poster,
Constructing a Good Behavior Basis for Transfer using Generalized Policy Updates,2022,ICLR,"Safa Alver, Doina Precup",poster,transfer learning
Collapse by Conditioning: Training Class-conditional GANs with Limited Data,2022,ICLR,"Mohamad Shahbazi, Martin Danelljan, Danda Pani Paudel, Luc Van Gool",poster,
High Probability Bounds for a Class of Nonconvex Algorithms with AdaGrad Stepsize,2022,ICLR,"Ali Kavis, Kfir Yehuda Levy, Volkan Cevher",poster,
Map Induction: Compositional spatial submap learning for efficient exploration in novel environments,2022,ICLR,"Sugandha Sharma, Aidan Curtis, Marta Kryven, Joshua B. Tenenbaum, Ila R Fiete",poster,
How Did the Model Change? Efficiently Assessing Machine Learning API Shifts,2022,ICLR,"Lingjiao Chen, Matei Zaharia, James Zou",poster,
A Tale of Two Flows: Cooperative Learning of Langevin Flow and Normalizing Flow Toward Energy-Based Model,2022,ICLR,"Jianwen Xie, Yaxuan Zhu, Jun Li, Ping Li",poster,zero_few-shot/flow
Robust Learning Meets Generative Models: Can Proxy Distributions Improve Adversarial Robustness?,2022,ICLR,"Vikash Sehwag, Saeed Mahloujifar, Tinashe Handina, Sihui Dai, Chong Xiang, Mung Chiang, Prateek Mittal",poster,generative model
Chaos is a Ladder: A New Theoretical Understanding of Contrastive Learning via Augmentation Overlap,2022,ICLR,"Yifei Wang, Qi Zhang, Yisen Wang, Jiansheng Yang, Zhouchen Lin",poster,contrastive learning/augmentation
Language-biased image classification: evaluation based on semantic representations,2022,ICLR,"Yoann Lemesle, Masataka Sawayama, Guillermo Valle-Perez, Maxime Adolphe, Hélène Sauzéon, Pierre-Yves Oudeyer",poster,representation
Robbing the Fed: Directly Obtaining Private Data in Federated Learning with Modified Models,2022,ICLR,"Liam H Fowl, Jonas Geiping, Wojciech Czaja, Micah Goldblum, Tom Goldstein",poster,federated learning
Practical Conditional Neural Process Via Tractable Dependent Predictions,2022,ICLR,"Stratis Markou, James Requeima, Wessel Bruinsma, Anna Vaughan, Richard E Turner",poster,
Reward Uncertainty for Exploration in Preference-based Reinforcement Learning,2022,ICLR,"Xinran Liang, Katherine Shu, Kimin Lee, Pieter Abbeel",poster,reinforcement learning
Decentralized Learning for Overparameterized Problems: A Multi-Agent Kernel Approximation Approach,2022,ICLR,"Prashant Khanduri, Haibo Yang, Mingyi Hong, Jia Liu, Hoi To Wai, Sijia Liu",poster,reinforcement learning/multi-agent
Permutation-Based SGD: Is Random Optimal?,2022,ICLR,"Shashank Rajput, Kangwook Lee, Dimitris Papailiopoulos",poster,
Graph-less Neural Networks: Teaching Old MLPs New Tricks Via Distillation,2022,ICLR,"Shichang Zhang, Yozen Liu, Yizhou Sun, Neil Shah",poster,graph/distillation
Relating transformers to models and neural representations of the hippocampal formation,2022,ICLR,"James C. R. Whittington, Joseph Warren, Tim E.J. Behrens",poster,transformer/representation
How many degrees of freedom do we need to train deep networks: a loss landscape perspective,2022,ICLR,"Brett W Larsen, Stanislav Fort, Nic Becker, Surya Ganguli",poster,
Is Importance Weighting Incompatible with Interpolating Classifiers?,2022,ICLR,"Ke Alexander Wang, Niladri Shekhar Chatterji, Saminul Haque, Tatsunori Hashimoto",poster,
Neural Models for Output-Space Invariance in Combinatorial Problems,2022,ICLR,"Yatin Nandwani, Vidit Jain, Mausam ., Parag Singla",poster,
StyleNeRF: A Style-based 3D Aware Generator for High-resolution Image Synthesis,2022,ICLR,"Jiatao Gu, Lingjie Liu, Peng Wang, Christian Theobalt",poster,
The Role of Pretrained Representations for the OOD Generalization of RL Agents,2022,ICLR,"Frederik Träuble, Andrea Dittadi, Manuel Wuthrich, Felix Widmaier, Peter Vincent Gehler, Ole Winther, Francesco Locatello, Olivier Bachem, Bernhard Schölkopf, Stefan Bauer",poster,reinforcement learning/representation
Enabling Arbitrary Translation Objectives with Adaptive Tree Search,2022,ICLR,"Wang Ling, Wojciech Stokowiec, Domenic Donato, Chris Dyer, Lei Yu, Laurent Sartran, Austin Matthews",poster,adaptive
Proof Artifact Co-Training for Theorem Proving with Language Models,2022,ICLR,"Jesse Michael Han, Jason Rute, Yuhuai Wu, Edward Ayers, Stanislas Polu",poster,
Mirror Descent Policy Optimization,2022,ICLR,"Manan Tomar, Lior Shani, Yonathan Efroni, Mohammad Ghavamzadeh",poster,optimization
A Loss Curvature Perspective on Training Instabilities of Deep Learning Models,2022,ICLR,"Justin Gilmer, Behrooz Ghorbani, Ankush Garg, Sneha Kudugunta, Behnam Neyshabur, David Cardoze, George Edward Dahl, Zachary Nado, Orhan Firat",poster,
Cross-Domain Imitation Learning via Optimal Transport,2022,ICLR,"Arnaud Fickinger, Samuel Cohen, Stuart Russell, Brandon Amos",poster,imitation learning
Large-Scale Representation Learning on Graphs via Bootstrapping,2022,ICLR,"Shantanu Thakoor, Corentin Tallec, Mohammad Gheshlaghi Azar, Mehdi Azabou, Eva L Dyer, Remi Munos, Petar Veličković, Michal Valko",poster,graph/representation
Robust and Scalable SDE Learning: A Functional Perspective,2022,ICLR,"Scott Alexander Cameron, Tyron Luke Cameron, Arnu Pretorius, Stephen J. Roberts",poster,
Neural Processes with Stochastic Attention: Paying more attention to the context dataset,2022,ICLR,"Mingyu Kim, Kyeong Ryeol Go, Se-Young Yun",poster,transformer
Evaluating Disentanglement of Structured Representations,2022,ICLR,Raphaël Dang-Nhu,poster,representation
Geometric Transformers for Protein Interface Contact Prediction,2022,ICLR,"Alex Morehead, Chen Chen, Jianlin Cheng",poster,transformer/metric
Diurnal or Nocturnal? Federated Learning of Multi-branch Networks from Periodically Shifting Distributions,2022,ICLR,"Chen Zhu, Zheng Xu, Mingqing Chen, Jakub Konečný, Andrew Hard, Tom Goldstein",poster,federated learning
IGLU: Efficient GCN Training via Lazy Updates,2022,ICLR,"S Deepak Narayanan, Aditya Sinha, Prateek Jain, Purushottam Kar, SUNDARARAJAN SELLAMANICKAM",poster,
