Title,Year,Source,Authors,Class,topic
Correcting experience replay for multi-agent communication,2022,ICLR,"Sanjeevan Ahilan, Peter Dayan",spotlight,reinforcement learning/multi-agent
Improving Adversarial Robustness via Channel-wise Activation Suppressing,2022,ICLR,"Yang Bai, Yuyuan Zeng, Yong Jiang, Shu-Tao Xia, Xingjun Ma, Yisen Wang",spotlight,
Long-tailed Recognition by Routing Diverse Distribution-Aware Experts,2022,ICLR,"Xudong Wang, Long Lian, Zhongqi Miao, Ziwei Liu, Stella Yu",spotlight,
Generalization in data-driven models of primary visual cortex,2022,ICLR,"Konstantin-Klemens Lurz, Mohammad Bashiri, Konstantin Willeke, Akshay Jagadish, Eric Wang, Edgar Y. Walker, Santiago A Cadena, Taliah Muhammad, Erick Cobos, Andreas S. Tolias, Alexander S Ecker, Fabian H. Sinz",spotlight,
Sequential Density Ratio Estimation for Simultaneous Optimization of Speed and Accuracy,2022,ICLR,"Akinori F Ebihara, Taiki Miyagawa, Kazuyuki Sakurai, Hitoshi Imaoka",spotlight,optimization
Uncertainty Sets for Image Classifiers using Conformal Prediction,2022,ICLR,"Anastasios Nikolas Angelopoulos, Stephen Bates, Michael Jordan, Jitendra Malik",spotlight,
Graph Convolution with Low-rank Learnable Local Filters,2022,ICLR,"Xiuyuan Cheng, Zichen Miao, Qiang Qiu",spotlight,graph/zero_few-shot/low-rank
Mind the Pad -- CNNs Can Develop Blind Spots,2022,ICLR,"Bilal Alsallakh, Narine Kokhlikyan, Vivek Miglani, Jun Yuan, Orion Reblitz-Richardson",spotlight,
Stabilized Medical Image Attacks,2022,ICLR,"Gege Qi, Lijun GONG, Yibing Song, Kai Ma, Yefeng Zheng",spotlight,
Net-DNF: Effective Deep Modeling of Tabular Data,2022,ICLR,"Liran Katzir, Gal Elidan, Ran El-Yaniv",poster,
Predicting Inductive Biases of Pre-Trained Models,2022,ICLR,"Charles Lovering, Rohan Jha, Tal Linzen, Ellie Pavlick",poster,
Optimism in Reinforcement Learning with Generalized Linear Function Approximation,2022,ICLR,"Yining Wang, Ruosong Wang, Simon Shaolei Du, Akshay Krishnamurthy",poster,reinforcement learning
SCoRe: Pre-Training for Context Representation in Conversational Semantic Parsing,2022,ICLR,"Tao Yu, Rui Zhang, Alex Polozov, Christopher Meek, Ahmed Hassan Awadallah",poster,representation
A teacher-student framework to distill future trajectories,2022,ICLR,"Alexander Neitz, Giambattista Parascandolo, Bernhard Schölkopf",poster,distillation
Certify or Predict: Boosting Certified Robustness with Compositional Architectures,2022,ICLR,"Mark Niklas Mueller, Mislav Balunovic, Martin Vechev",poster,
On the Transfer of Disentangled Representations in Realistic Settings,2022,ICLR,"Andrea Dittadi, Frederik Träuble, Francesco Locatello, Manuel Wuthrich, Vaibhav Agrawal, Ole Winther, Stefan Bauer, Bernhard Schölkopf",poster,representation/transfer learning
Robust Reinforcement Learning on State Observations with Learned Optimal Adversary,2022,ICLR,"Huan Zhang, Hongge Chen, Duane S Boning, Cho-Jui Hsieh",poster,reinforcement learning
Learning from others' mistakes: Avoiding dataset biases without modeling them,2022,ICLR,"Victor Sanh, Thomas Wolf, Yonatan Belinkov, Alexander M Rush",poster,
Fast and Complete: Enabling Complete Neural Network Verification with Rapid and Massively Parallel Incomplete Verifiers,2022,ICLR,"Kaidi Xu, Huan Zhang, Shiqi Wang, Yihan Wang, Suman Jana, Xue Lin, Cho-Jui Hsieh",poster,
"Self-supervised Adversarial Robustness for the Low-label, High-data Regime",2022,ICLR,"Sven Gowal, Po-Sen Huang, Aaron van den Oord, Timothy Mann, Pushmeet Kohli",poster,zero_few-shot
Modeling the Second Player in Distributionally Robust Optimization,2022,ICLR,"Paul Michel, Tatsunori Hashimoto, Graham Neubig",poster,optimization
Neural Jump Ordinary Differential Equations: Consistent Continuous-Time Prediction and Filtering,2022,ICLR,"Calypso Herrera, Florian Krach, Josef Teichmann",poster,
Gradient Origin Networks,2022,ICLR,"Sam Bond-Taylor, Chris G. Willcocks",poster,
Efficient Generalized Spherical CNNs,2022,ICLR,"Oliver Cobb, Christopher G. R. Wallis, Augustine N. Mavor-Parker, Augustin Marignier, Matthew A. Price, Mayeul d'Avezac, Jason McEwen",poster,
DEBERTA: DECODING-ENHANCED BERT WITH DISENTANGLED ATTENTION,2022,ICLR,"Pengcheng He, Xiaodong Liu, Jianfeng Gao, Weizhu Chen",poster,transformer
Optimizing Memory Placement using Evolutionary Graph Reinforcement Learning,2022,ICLR,"Shauharda Khadka, Estelle Aflalo, Mattias Mardar, Avrech Ben-David, Santiago Miret, Shie Mannor, Tamir Hazan, Hanlin Tang, Somdeb Majumdar",poster,reinforcement learning/graph
On the geometry of generalization and memorization in deep neural networks,2022,ICLR,"Cory Stephenson, suchismita padhy, Abhinav Ganesh, Yue Hui, Hanlin Tang, SueYeon Chung",poster,
Continual learning in recurrent neural networks,2022,ICLR,"Benjamin Ehret, Christian Henning, Maria Cervera, Alexander Meulemans, Johannes Von Oswald, Benjamin F Grewe",poster,
Witches' Brew: Industrial Scale Data Poisoning via Gradient Matching,2022,ICLR,"Jonas Geiping, Liam H Fowl, W. Ronny Huang, Wojciech Czaja, Gavin Taylor, Michael Moeller, Tom Goldstein",poster,
Overfitting for Fun and Profit: Instance-Adaptive Data Compression,2022,ICLR,"Ties van Rozendaal, Iris AM Huijben, Taco Cohen",poster,adaptive
A Block Minifloat Representation for Training Deep Neural Networks,2022,ICLR,"Sean Fox, Seyedramin Rasoulinezhad, Julian Faraone, david boland, Philip Leong",poster,representation
Representation Learning via Invariant Causal Mechanisms,2022,ICLR,"Jovana Mitrovic, Brian McWilliams, Jacob C Walker, Lars Holger Buesing, Charles Blundell",poster,representation
Sparse encoding for more-interpretable feature-selecting representations in probabilistic matrix factorization,2022,ICLR,"Joshua C Chang, Patrick Fletcher, Jungmin Han, Ted L Chang, Shashaank Vattikuti, Bart Desmet, Ayah Zirikly, Carson C Chow",poster,representation/sparse
Mapping the Timescale Organization of Neural Language Models,2022,ICLR,"Hsiang-Yun Sherry Chien, Jinhan Zhang, Christopher Honey",poster,
Neural networks with late-phase weights,2022,ICLR,"Johannes Von Oswald, Seijin Kobayashi, Joao Sacramento, Alexander Meulemans, Christian Henning, Benjamin F Grewe",poster,
Uncertainty-aware Active Learning for Optimal Bayesian Classifier,2022,ICLR,"Guang Zhao, Edward Dougherty, Byung-Jun Yoon, Francis Alexander, Xiaoning Qian",poster,bayesian/active learning
ResNet After All: Neural ODEs and Their Numerical Solution,2022,ICLR,"Katharina Ott, Prateek Katiyar, Philipp Hennig, Michael Tiemann",poster,
Generalized Variational Continual Learning,2022,ICLR,"Noel Loo, Siddharth Swaroop, Richard E Turner",poster,
Mind the Gap when Conditioning Amortised Inference in Sequential Latent-Variable Models,2022,ICLR,"Justin Bayer, Maximilian Soelch, Atanas Mirchev, Baris Kayalibay, Patrick van der Smagt",poster,inference
CausalWorld: A Robotic Manipulation Benchmark for Causal Structure and Transfer Learning,2022,ICLR,"Ossama Ahmed, Frederik Träuble, Anirudh Goyal, Alexander Neitz, Manuel Wuthrich, Yoshua Bengio, Bernhard Schölkopf, Stefan Bauer",poster,transfer learning
Transformer protein language models are unsupervised structure learners,2022,ICLR,"Roshan Rao, Joshua Meier, Tom Sercu, Sergey Ovchinnikov, Alexander Rives",poster,transformer
Neural ODE Processes,2022,ICLR,"Alexander Norcliffe, Cristian Bodnar, Ben Day, Jacob Moss, Pietro Liò",poster,
The role of Disentanglement in Generalisation,2022,ICLR,"Milton Llera Montero, Casimir JH Ludwig, Rui Ponte Costa, Gaurav Malhotra, Jeffrey Bowers",poster,
Learning to live with Dale's principle: ANNs with separate excitatory and inhibitory units,2022,ICLR,"Jonathan Cornford, Damjan Kalajdzievski, Marco Leite, Amélie Lamarquette, Dimitri Michael Kullmann, Blake Aaron Richards",poster,
SALD: Sign Agnostic Learning with Derivatives,2022,ICLR,"Matan Atzmon, Yaron Lipman",poster,
Ringing ReLUs: Harmonic Distortion Analysis of Nonlinear Feedforward Networks,2022,ICLR,"Christian H.X. Ali Mehmeti-Göpel, David Hartmann, Michael Wand",poster,online learning
CoCon: A Self-Supervised Approach for Controlled Text Generation,2022,ICLR,"Alvin Chan, Yew-Soon Ong, Bill Pung, Aston Zhang, Jie Fu",poster,zero_few-shot/generative model
Bidirectional Variational Inference for Non-Autoregressive Text-to-Speech,2022,ICLR,"Yoonhyung Lee, Joongbo Shin, Kyomin Jung",poster,inference
Learning continuous-time PDEs from sparse data with graph neural networks,2022,ICLR,"Valerii Iakovlev, Markus Heinonen, Harri Lähdesmäki",poster,graph/sparse
NAS-Bench-ASR: Reproducible Neural Architecture Search for Speech Recognition,2022,ICLR,"Abhinav Mehrotra, Alberto Gil C. P. Ramos, Sourav Bhattacharya, Łukasz Dudziak, Ravichander Vipperla, Thomas Chau, Mohamed S Abdelfattah, Samin Ishtiaq, Nicholas Donald Lane",poster,
Collective Robustness Certificates: Exploiting Interdependence in Graph Neural Networks,2022,ICLR,"Jan Schuchardt, Aleksandar Bojchevski, Johannes Gasteiger, Stephan Günnemann",poster,graph
Adversarially Guided Actor-Critic,2022,ICLR,"Yannis Flet-Berliac, Johan Ferret, Olivier Pietquin, Philippe Preux, Matthieu Geist",poster,
Training independent subnetworks for robust prediction,2022,ICLR,"Marton Havasi, Rodolphe Jenatton, Stanislav Fort, Jeremiah Zhe Liu, Jasper Snoek, Balaji Lakshminarayanan, Andrew Mingbo Dai, Dustin Tran",poster,
Grounding Language to Autonomously-Acquired Skills via Goal Generation,2022,ICLR,"Ahmed Akakzia, Cédric Colas, Pierre-Yves Oudeyer, Mohamed CHETOUANI, Olivier Sigaud",poster,generative model
Hopfield Networks is All You Need,2022,ICLR,"Hubert Ramsauer, Bernhard Schäfl, Johannes Lehner, Philipp Seidl, Michael Widrich, Lukas Gruber, Markus Holzleitner, Thomas Adler, David Kreil, Michael K Kopp, Günter Klambauer, Johannes Brandstetter, Sepp Hochreiter",poster,
Differentiable Trust Region Layers for Deep Reinforcement Learning,2022,ICLR,"Fabian Otto, Philipp Becker, Vien Anh Ngo, Hanna Carolin Maria Ziesche, Gerhard Neumann",poster,reinforcement learning
Temporally-Extended ε-Greedy Exploration,2022,ICLR,"Will Dabney, Georg Ostrovski, Andre Barreto",poster,
Learning Associative Inference Using Fast Weight Memory,2022,ICLR,"Imanol Schlag, Tsendsuren Munkhdalai, Jürgen Schmidhuber",poster,inference
Multiscale Score Matching for Out-of-Distribution Detection,2022,ICLR,"Ahsan Mahmood, Junier Oliva, Martin Andreas Styner",poster,
Learning to Sample with Local and Global Contexts in Experience Replay Buffer,2022,ICLR,"Youngmin Oh, Kimin Lee, Jinwoo Shin, Eunho Yang, Sung Ju Hwang",poster,
Parameter-Based Value Functions,2022,ICLR,"Francesco Faccio, Louis Kirsch, Jürgen Schmidhuber",poster,
New Bounds For Distributed Mean Estimation and Variance Reduction,2022,ICLR,"Peter Davies, Vijaykrishna Gurunanthan, Niusha Moshrefi, Saleh Ashkboos, Dan Alistarh",poster,
Learning to Set Waypoints for Audio-Visual Navigation,2022,ICLR,"Changan Chen, Sagnik Majumder, Ziad Al-Halah, Ruohan Gao, Santhosh Kumar Ramakrishnan, Kristen Grauman",poster,
Disambiguating Symbolic Expressions in Informal Documents,2022,ICLR,"Dennis Müller, Cezary Kaliszyk",poster,
Colorization Transformer,2022,ICLR,"Manoj Kumar, Dirk Weissenborn, Nal Kalchbrenner",poster,transformer
Theoretical bounds on estimation error for meta-learning,2022,ICLR,"James Lucas, Mengye Ren, Irene Raissa KAMENI KAMENI, Toniann Pitassi, Richard Zemel",poster,meta-learning
Variational Information Bottleneck for Effective Low-Resource Fine-Tuning,2022,ICLR,"Rabeeh Karimi mahabadi, Yonatan Belinkov, James Henderson",poster,zero_few-shot
TropEx: An Algorithm for Extracting Linear Terms in Deep Neural Networks,2022,ICLR,"Martin Trimmel, Henning Petzka, Cristian Sminchisescu",poster,
Seq2Tens: An Efficient Representation of Sequences by Low-Rank Tensor Projections,2022,ICLR,"Csaba Toth, Patric Bonnier, Harald Oberhauser",poster,zero_few-shot/representation/low-rank
Representation learning for improved interpretability and classification accuracy of clinical factors from EEG,2022,ICLR,"Garrett Honke, Irina Higgins, Nina Thigpen, Vladimir Miskovic, Katie Link, Sunny Duan, Pramod Gupta, Julia Klawohn, Greg Hajcak",poster,representation
Language-Agnostic Representation Learning of Source Code from Structure and Context,2022,ICLR,"Daniel Zügner, Tobias Kirschstein, Michele Catasta, Jure Leskovec, Stephan Günnemann",poster,representation
Generalized Multimodal ELBO,2022,ICLR,"Thomas M. Sutter, Imant Daunhawer, Julia E Vogt",poster,multimodal
Model-based micro-data reinforcement learning: what are the crucial model properties and which model to choose?,2022,ICLR,"Balázs Kégl, Gabriel Hurtado, Albert Thomas",poster,reinforcement learning
Set Prediction without Imposing Structure as Conditional Density Estimation,2022,ICLR,"David W Zhang, Gertjan J. Burghouts, Cees G. M. Snoek",poster,
Learning Value Functions in Deep Policy Gradients using Residual Variance,2022,ICLR,"Yannis Flet-Berliac, reda ouhamma, odalric-ambrym maillard, Philippe Preux",poster,
IDF++: Analyzing and Improving Integer Discrete Flows for Lossless Compression,2022,ICLR,"Rianne van den Berg, Alexey A. Gritsenko, Mostafa Dehghani, Casper Kaae Sønderby, Tim Salimans",poster,zero_few-shot/flow
Fully Unsupervised Diversity Denoising with Convolutional Variational Autoencoders,2022,ICLR,"Mangal Prakash, Alexander Krull, Florian Jug",poster,
Is Attention Better Than Matrix Decomposition?,2022,ICLR,"Zhengyang Geng, Meng-Hao Guo, Hongxu Chen, Xia Li, Ke Wei, Zhouchen Lin",poster,transformer
Improving Transformation Invariance in Contrastive Representation Learning,2022,ICLR,"Adam Foster, Rattana Pukdee, Tom Rainforth",poster,representation/contrastive learning
On the Origin of Implicit Regularization in Stochastic Gradient Descent,2022,ICLR,"Samuel L Smith, Benoit Dherin, David Barrett, Soham De",poster,
Transient Non-stationarity and Generalisation in Deep Reinforcement Learning,2022,ICLR,"Maximilian Igl, Gregory Farquhar, Jelena Luketina, Wendelin Boehmer, Shimon Whiteson",poster,reinforcement learning
Lossless Compression of Structured Convolutional Models via Lifting,2022,ICLR,"Gustav Sourek, Filip Zelezny, Ondrej Kuzelka",poster,
Analyzing the Expressive Power of Graph Neural Networks in a Spectral Perspective,2022,ICLR,"Muhammet Balcilar, Guillaume Renton, Pierre Héroux, Benoit Gaüzère, Sébastien Adam, Paul Honeine",poster,graph
A unifying view on implicit bias in training linear neural networks,2022,ICLR,"Chulhee Yun, Shankar Krishnan, Hossein Mobahi",poster,
Balancing Constraints and Rewards with Meta-Gradient D4PG,2022,ICLR,"Dan A. Calian, Daniel J Mankowitz, Tom Zahavy, Zhongwen Xu, Junhyuk Oh, Nir Levine, Timothy Mann",poster,optimization/meta-learning
Robust Curriculum Learning: from clean label detection to noisy label self-correction,2022,ICLR,"Tianyi Zhou, Shengjie Wang, Jeff Bilmes",poster,
Clairvoyance: A Pipeline Toolkit for Medical Time Series,2022,ICLR,"Daniel Jarrett, Jinsung Yoon, Ioana Bica, Zhaozhi Qian, Ari Ercole, Mihaela van der Schaar",poster,
Plan-Based Relaxed Reward Shaping for Goal-Directed Tasks,2022,ICLR,"Ingmar Schubert, Ozgur S Oguz, Marc Toussaint",poster,
Improving VAEs' Robustness to Adversarial Attack,2022,ICLR,"Matthew JF Willetts, Alexander Camuto, Tom Rainforth, S Roberts, Christopher C Holmes",poster,
Differentiable Segmentation of Sequences,2022,ICLR,"Erik Scharwächter, Jonathan Lennartz, Emmanuel Müller",poster,segmentation
GraPPa: Grammar-Augmented Pre-Training for Table Semantic Parsing,2022,ICLR,"Tao Yu, Chien-Sheng Wu, Xi Victoria Lin, bailin wang, Yi Chern Tan, Xinyi Yang, Dragomir Radev, richard socher, Caiming Xiong",poster,augmentation
Sliced Kernelized Stein Discrepancy,2022,ICLR,"Wenbo Gong, Yingzhen Li, José Miguel Hernández-Lobato",poster,
Variational Intrinsic Control Revisited,2022,ICLR,Taehwan Kwon,poster,
HyperDynamics: Meta-Learning Object and Agent Dynamics with Hypernetworks,2022,ICLR,"Zhou Xian, Shamit Lal, Hsiao-Yu Tung, Emmanouil Antonios Platanios, Katerina Fragkiadaki",poster,reinforcement learning/meta-learning
Towards Resolving the Implicit Bias of Gradient Descent for Matrix Factorization: Greedy Low-Rank Learning,2022,ICLR,"Zhiyuan Li, Yuping Luo, Kaifeng Lyu",poster,zero_few-shot/low-rank
Private Post-GAN Boosting,2022,ICLR,"Marcel Neunhoeffer, Steven Wu, Cynthia Dwork",poster,
Characterizing signal propagation to close the performance gap in unnormalized ResNets,2022,ICLR,"Andrew Brock, Soham De, Samuel L Smith",poster,
Prototypical Contrastive Learning of Unsupervised Representations,2022,ICLR,"Junnan Li, Pan Zhou, Caiming Xiong, Steven Hoi",poster,representation/contrastive learning
Hyperbolic Neural Networks++,2022,ICLR,"Ryohei Shimizu, YUSUKE Mukuta, Tatsuya Harada",poster,
Lipschitz Recurrent Neural Networks,2022,ICLR,"N. Benjamin Erichson, Omri Azencot, Alejandro Queiruga, Liam Hodgkinson, Michael W. Mahoney",poster,
A statistical theory of cold posteriors in deep neural networks,2022,ICLR,Laurence Aitchison,poster,
Boost then Convolve: Gradient Boosting Meets Graph Neural Networks,2022,ICLR,"Sergei Ivanov, Liudmila Prokhorenkova",poster,graph
Genetic Soft Updates for Policy Evolution in Deep Reinforcement Learning,2022,ICLR,"Enrico Marchesini, Davide Corsi, Alessandro Farinelli",poster,reinforcement learning
Spatially Structured Recurrent Modules,2022,ICLR,"Nasim Rahaman, Anirudh Goyal, Muhammad Waleed Gondal, Manuel Wuthrich, Stefan Bauer, Yash Sharma, Yoshua Bengio, Bernhard Schölkopf",poster,
"On the Stability of Fine-tuning BERT: Misconceptions, Explanations, and Strong Baselines",2022,ICLR,"Marius Mosbach, Maksym Andriushchenko, Dietrich Klakow",poster,transformer
End-to-End Egospheric Spatial Memory,2022,ICLR,"Daniel James Lenton, Stephen James, Ronald Clark, Andrew Davison",poster,
LEAF: A Learnable Frontend for Audio Classification,2022,ICLR,"Neil Zeghidour, Olivier Teboul, Félix de Chaumont Quitry, Marco Tagliasacchi",poster,
Simple Augmentation Goes a Long Way: ADRL for DNN Quantization,2022,ICLR,"Lin Ning, Guoyang Chen, Weifeng Zhang, Xipeng Shen",poster,augmentation
The inductive bias of ReLU networks on orthogonally separable data,2022,ICLR,"Mary Phuong, Christoph H Lampert",poster,
Monte-Carlo Planning and Learning with Language Action Value Estimates,2022,ICLR,"Youngsoo Jang, Seokin Seo, Jongmin Lee, Kee-Eung Kim",poster,
Learning Energy-Based Models by Diffusion Recovery Likelihood,2022,ICLR,"Ruiqi Gao, Yang Song, Ben Poole, Ying Nian Wu, Diederik P Kingma",poster,
Capturing Label Characteristics in VAEs,2022,ICLR,"Tom Joy, Sebastian Schmon, Philip Torr, Siddharth N, Tom Rainforth",poster,
Linear Mode Connectivity in Multitask and Continual Learning,2022,ICLR,"Seyed Iman Mirzadeh, Mehrdad Farajtabar, Dilan Gorur, Razvan Pascanu, Hassan Ghasemzadeh",poster,
Computational Separation Between Convolutional and Fully-Connected Networks,2022,ICLR,"eran malach, Shai Shalev-Shwartz",poster,
Rethinking Embedding Coupling in Pre-trained Language Models,2022,ICLR,"Hyung Won Chung, Thibault Fevry, Henry Tsai, Melvin Johnson, Sebastian Ruder",poster,
"Physics-aware, probabilistic model order reduction with guaranteed stability",2022,ICLR,"Sebastian Kaltenbach, Phaedon Stelios Koutsourelakis",poster,
Disentangling 3D Prototypical Networks for Few-Shot Concept Learning,2022,ICLR,"Mihir Prabhudesai, Shamit Lal, Darshan Patil, Hsiao-Yu Tung, Adam W Harley, Katerina Fragkiadaki",poster,
LiftPool: Bidirectional ConvNet Pooling,2022,ICLR,"Jiaojiao Zhao, Cees G. M. Snoek",poster,
Latent Convergent Cross Mapping,2022,ICLR,"Edward De Brouwer, Adam Arany, Jaak Simm, Yves Moreau",poster,
You Only Need Adversarial Supervision for Semantic Image Synthesis,2022,ICLR,"Edgar Schönfeld, Vadim Sushko, Dan Zhang, Juergen Gall, Bernt Schiele, Anna Khoreva",poster,
A Diffusion Theory For Deep Learning Dynamics: Stochastic Gradient Descent Exponentially Favors Flat Minima,2022,ICLR,"Zeke Xie, Issei Sato, Masashi Sugiyama",poster,
Robust Learning of Fixed-Structure Bayesian Networks in Nearly-Linear Time,2022,ICLR,"Yu Cheng, Honghao Lin",poster,bayesian
Activation-level uncertainty in deep neural networks,2022,ICLR,"Pablo Morales-Alvarez, Daniel Hernández-Lobato, Rafael Molina, José Miguel Hernández-Lobato",poster,
SkipW: Resource Adaptable RNN with Strict Upper Computational Limit,2022,ICLR,"Tsiry Mayet, Anne Lambert, Pascal Leguyadec, Francoise Le Bolzer, François Schnitzler",poster,
Wasserstein-2 Generative Networks,2022,ICLR,"Alexander Korotin, Vage Egiazarian, Arip Asadulaev, Alexander Safin, Evgeny Burnaev",poster,generative model
Group Equivariant Stand-Alone Self-Attention For Vision,2022,ICLR,"David W. Romero, Jean-Baptiste Cordonnier",poster,transformer
Continuous Wasserstein-2 Barycenter Estimation without Minimax Optimization,2022,ICLR,"Alexander Korotin, Lingxiao Li, Justin Solomon, Evgeny Burnaev",poster,optimization
RNNLogic: Learning Logic Rules for Reasoning on Knowledge Graphs,2022,ICLR,"Meng Qu, Junkun Chen, Louis-Pascal Xhonneux, Yoshua Bengio, Jian Tang",poster,graph
Selective Classification Can Magnify Disparities Across Groups,2022,ICLR,"Erik Jones, Shiori Sagawa, Pang Wei Koh, Ananya Kumar, Percy Liang",poster,
FedMix: Approximation of Mixup under Mean Augmented Federated Learning,2022,ICLR,"Tehrim Yoon, Sumin Shin, Sung Ju Hwang, Eunho Yang",poster,augmentation/federated learning
In-N-Out: Pre-Training and Self-Training using Auxiliary Information for Out-of-Distribution Robustness,2022,ICLR,"Sang Michael Xie, Ananya Kumar, Robbie Jones, Fereshte Khani, Tengyu Ma, Percy Liang",poster,
Sample-Efficient Automated Deep Reinforcement Learning,2022,ICLR,"Jörg K.H. Franke, Gregor Koehler, André Biedenkapp, Frank Hutter",poster,reinforcement learning
A Temporal Kernel Approach for Deep Learning with Continuous-time Information,2022,ICLR,"Da Xu, Chuanwei Ruan, Evren Korpeoglu, Sushant Kumar, Kannan Achan",poster,
Convex Regularization behind Neural Reconstruction,2022,ICLR,"Arda Sahiner, Morteza Mardani, Batu Ozturkler, Mert Pilanci, John M. Pauly",poster,
Vector-output ReLU Neural Network Problems are Copositive Programs: Convex Analysis of Two Layer Networks and Polynomial-time Algorithms,2022,ICLR,"Arda Sahiner, Tolga Ergen, John M. Pauly, Mert Pilanci",poster,
Learning Better Structured Representations Using Low-rank Adaptive Label Smoothing,2022,ICLR,"Asish Ghoshal, Xilun Chen, Sonal Gupta, Luke Zettlemoyer, Yashar Mehdad",poster,zero_few-shot/representation/adaptive/low-rank
Training GANs with Stronger Augmentations via Contrastive Discriminator,2022,ICLR,"Jongheon Jeong, Jinwoo Shin",poster,contrastive learning/augmentation
Private Image Reconstruction from System Side Channels Using Generative Models,2022,ICLR,"Yuanyuan Yuan, Shuai Wang, Junping Zhang",poster,generative model
Learning to Make Decisions via Submodular Regularization,2022,ICLR,"Ayya Alieva, Aiden Aceves, Jialin Song, Stephen Mayo, Yisong Yue, Yuxin Chen",poster,
The Recurrent Neural Tangent Kernel,2022,ICLR,"Sina Alemohammad, Zichao Wang, Randall Balestriero, Richard Baraniuk",poster,
Evaluation of Similarity-based Explanations,2022,ICLR,"Kazuaki Hanawa, Sho Yokoi, Satoshi Hara, Kentaro Inui",poster,
Adaptive Procedural Task Generation for Hard-Exploration Problems,2022,ICLR,"Kuan Fang, Yuke Zhu, Silvio Savarese, L. Fei-Fei",poster,generative model/adaptive
Linear Last-iterate Convergence in Constrained Saddle-point Optimization,2022,ICLR,"Chen-Yu Wei, Chung-Wei Lee, Mengxiao Zhang, Haipeng Luo",poster,optimization
On Graph Neural Networks versus Graph-Augmented MLPs,2022,ICLR,"Lei Chen, Zhengdao Chen, Joan Bruna",poster,graph/augmentation
Solving Compositional Reinforcement Learning Problems via Task Reduction,2022,ICLR,"Yunfei Li, Yilin Wu, Huazhe Xu, Xiaolong Wang, Yi Wu",poster,reinforcement learning
Conditional Generative Modeling via Learning the Latent Space,2022,ICLR,"Sameera Ramasinghe, Kanchana Nisal Ranasinghe, Salman Khan, Nick Barnes, Stephen Gould",poster,generative model
DialoGraph: Incorporating Interpretable Strategy-Graph Networks into Negotiation Dialogues,2022,ICLR,"Rishabh Joshi, Vidhisha Balachandran, Shikhar Vashishth, Alan Black, Yulia Tsvetkov",poster,graph
WaNet - Imperceptible Warping-based Backdoor Attack,2022,ICLR,"Tuan Anh Nguyen, Anh Tuan Tran",poster,
Nonseparable Symplectic Neural Networks,2022,ICLR,"Shiying Xiong, Yunjin Tong, Xingzhe He, Shuqi Yang, Cheng Yang, Bo Zhu",poster,
Discovering Diverse Multi-Agent Strategic Behavior via Reward Randomization,2022,ICLR,"Zhenggang Tang, Chao Yu, Boyuan Chen, Huazhe Xu, Xiaolong Wang, Fei Fang, Simon Shaolei Du, Yu Wang, Yi Wu",poster,reinforcement learning/multi-agent
Multi-timescale Representation Learning in LSTM Language Models,2022,ICLR,"Shivangi Mahto, Vy Ai Vo, Javier S. Turek, Alexander Huth",poster,representation
Explaining the Efficacy of Counterfactually Augmented Data,2022,ICLR,"Divyansh Kaushik, Amrith Setlur, Eduard H Hovy, Zachary Chase Lipton",poster,augmentation
Revisiting Locally Supervised Learning: an Alternative to End-to-end Training,2022,ICLR,"Yulin Wang, Zanlin Ni, Shiji Song, Le Yang, Gao Huang",poster,
How Much Over-parameterization Is Sufficient to Learn Deep ReLU Networks?,2022,ICLR,"Zixiang Chen, Yuan Cao, Difan Zou, Quanquan Gu",poster,
Blending MPC & Value Function Approximation for Efficient Reinforcement Learning,2022,ICLR,"Mohak Bhardwaj, Sanjiban Choudhury, Byron Boots",poster,reinforcement learning
Probabilistic Numeric Convolutional Neural Networks,2022,ICLR,"Marc Anton Finzi, Roberto Bondesan, Max Welling",poster,
HeteroFL: Computation and Communication Efficient Federated Learning for Heterogeneous Clients,2022,ICLR,"Enmao Diao, Jie Ding, Vahid Tarokh",poster,federated learning
Semantic Re-tuning with Contrastive Tension,2022,ICLR,"Fredrik Carlsson, Amaru Cuba Gyllensten, Evangelia Gogoulou, Erik Ylipää Hellqvist, Magnus Sahlgren",poster,contrastive learning
Dataset Meta-Learning from Kernel Ridge-Regression,2022,ICLR,"Timothy Nguyen, Zhourong Chen, Jaehoon Lee",poster,meta-learning
"AUXILIARY TASK UPDATE DECOMPOSITION: THE GOOD, THE BAD AND THE NEUTRAL",2022,ICLR,"Lucio M. Dery, Yann Dauphin, David Grangier",poster,
Fast And Slow Learning Of Recurrent Independent Mechanisms,2022,ICLR,"Kanika Madan, Nan Rosemary Ke, Anirudh Goyal, Bernhard Schölkopf, Yoshua Bengio",poster,zero_few-shot
Auction Learning as a Two-Player Game,2022,ICLR,"Jad Rahme, Samy Jelassi, S. Matthew Weinberg",poster,
A PAC-Bayesian Approach to Generalization Bounds for Graph Neural Networks,2022,ICLR,"Renjie Liao, Raquel Urtasun, Richard Zemel",poster,graph/bayesian
Contextual Transformation Networks for Online Continual Learning,2022,ICLR,"Quang Pham, Chenghao Liu, Doyen Sahoo, Steven HOI",poster,online learning
Adaptive and Generative Zero-Shot Learning,2022,ICLR,"Yu-Ying Chou, Hsuan-Tien Lin, Tyng-Luh Liu",poster,zero_few-shot/generative model/adaptive
